SF,Freq,Lemma,Analysis,Segmentation
megmondtam,3,megmond,V.IND.PRS.INDF.3.SG-IND.PST.INDF.1.SG,megmond-tam
nagymamád,5,nagymamá,nagymamá-PSS2S,nagymamá-d
épitsünk,6,épits,épits-PSS1P,épits-ünk
épitünk,12,ép,ADJ.NOM.SG-PSS3S.PL-IND.PST.INDF.1.PL,ép-i-tünk
épitetek,2,ép,ADJ.NOM.SG-PSS3S.PL-IND.PST.INDF.2.PL,ép-i-tetek
karkötöd,1,kar,N.NOM-PL-ACC-IND.PRS.DEF.2.SG,kar-k-öt-öd
bácsitól,11,bácsi,ADJ.SG-AT+ABL,bácsi-tól
megköszönted,2,megköszön,V.IND.PRS.INDF.3.SG-IND.PST.DEF.2.SG,megköszön-ted
kapta,10,kap,V.IND.PRS.INDF.3.SG-IND.PST.DEF.3.SG,kap-ta
kaptátok,2,kap,V.IND.PRS.INDF.3.SG-IND.PST.DEF.2.PL,kap-tátok
hozott,22,hoz,V.IND.PRS.INDF.3.SG-V.PTCP.PST,hoz-ott
lányoknak,1,lány,N.NOM-PL-DAT,lány-ok-nak
nagyszobában,1,nagyszobá,nagyszobá-IN+ESS,nagyszobá-ban
teját,2,tejá,tejá-ACC,tejá-t
talicskámat,2,talicská,talicská-PSS1S-ACC,talicská-m-at
megittad,2,meg,meg-PSS3S.PL-IND.PST.DEF.2.SG,meg-i-ttad
talicskádat,1,talicská,talicská-PSS2S-ACC,talicská-d-at
hoztál,13,hoz,V.IND.PRS.INDF.3.SG-IND.PST.INDF.2.SG,hoz-tál
megiszam,1,meg,meg-PSS3S.PL-IND.PRS.INDF.2.SG-PSS1S.SG,meg-i-sz-am
indulunk,11,indul,V.IND.PRS.INDF.3.SG-PSS1P,indul-unk
sarokba,7,sarok,N.NOM-IN+ALL,sarok-ba
sarokban,3,sarok,N.NOM-IN+ESS,sarok-ban
mellettem,2,melle,N.SG-IND.PST.DEF.1.SG,melle-ttem
ülsz,10,ül,V.IND.PRS.INDF.3.SG-IND.PRS.INDF.2.SG,ül-sz
hajód,1,hajó,N.NOM-PSS2S,hajó-d
mentöt,1,ment,ADJ.SG-ACC,ment-öt
mentöautó,1,mentöau,mentöau-ACC-V.PTCP.PRS,mentöau-t-ó
szállok,2,száll,V.IND.PRS.INDF.3.SG-PL,száll-ok
helyem,1,hely,N.NOM-PSS1S,hely-em
szállj,37,száll,V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.2.SG,száll-j
fölszállni,2,fölszáll,V.IND.PRS.INDF.3.SG-NFIN,fölszáll-ni
fagyit,18,fagyi,N.NOM-ACC,fagyi-t
hagymát,1,hagymá,hagymá-ACC,hagymá-t
vágunk,1,vág,V.IND.PRS.INDF.3.SG-PSS1P,vág-unk
tejföl,1,tejf,tejf-IND.PRS.INDF.2.SG,tejf-öl
nézem,13,néz,V.IND.PRS.INDF.3.SG-PSS1S,néz-em
kerékben,1,kerék,N.NOM-IN+ESS,kerék-ben
kertbe,10,kert,N.NOM-IN+ALL,kert-be
hozlak,1,hoz,V.IND.PRS.INDF.3.SG-IND.PRS.LGSPEC1.1.SG,hoz-lak
álljatok,3,áll,V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.2.PL,áll-jatok
elindulni,1,elindul,V.IND.PRS.INDF.3.SG-NFIN,elindul-ni
merre,13,mer,V.IND.PRS.INDF.3.SG-ON+ALL,mer-re
lapátomat,1,lapát,N.NOM-PSS1S-ACC,lapát-om-at
bácsihoz,18,bácsi,ADJ.SG-AT+ALL,bácsi-hoz
leszállás,2,leszáll,V.IND.PRS.INDF.3.SG-V.MSDR,leszáll-ás
fölveszi,5,föl,N.NOM-V.CVB-IND.PRS.INDF.2.SG-PSS3S.PL,föl-ve-sz-i
kereket,3,kereke,N.SG-ACC,kereke-t
fölvesz,2,föl,N.NOM-V.CVB-IND.PRS.INDF.2.SG,föl-ve-sz
máshova,7,másho,másho-V.CVB,másho-va
metróba,2,metr,metr-V.PTCP.PRS-IN+ALL,metr-ó-ba
végállomásnál,1,végállomás,N.NOM-AT+ESS,végállomás-nál
szállni,6,száll,V.IND.PRS.INDF.3.SG-NFIN,száll-ni
szállunk,2,száll,V.IND.PRS.INDF.3.SG-PSS1P,száll-unk
kiszállunk,2,kiszáll,V.IND.PRS.INDF.3.SG-PSS1P,kiszáll-unk
kiszállok,1,kiszáll,V.IND.PRS.INDF.3.SG-PL,kiszáll-ok
tütüt,3,tütü,N.NOM-ACC,tütü-t
kapaszkodj,4,kapa,N.NOM-IND.PRS.INDF.2.SG-PL-PSS2S-SBJV.PRS.INDF.2.SG,kapa-sz-k-od-j
leszállok,2,leszáll,V.IND.PRS.INDF.3.SG-PL,leszáll-ok
elmegyek,10,elmegy,elmegy-PL,elmegy-ek
beszállás,1,beszáll,V.IND.PRS.INDF.3.SG-V.MSDR,beszáll-ás
kanalad,1,kanal,kanal-PSS2S.SG,kanal-ad
melrakadt,1,melr,melr-PL-PSS2S.SG-ACC,melr-ak-ad-t
óbégatnak,1,óbég,óbég-ACC-DAT,óbég-at-nak
szépek,2,szép,ADJ.NOM.SG-PL,szép-ek
zászlót,1,zászló,N.NOM-ACC,zászló-t
zászlónak,1,zászló,N.NOM-DAT,zászló-nak
botja,1,bot,N.NOM-PSS3S,bot-ja
levegön,1,leveg,leveg-ON+ESS,leveg-ön
egérke,52,egér,N.NOM-PL-PSS3S,egér-k-e
egérkének,1,egér,N.NOM-PL-PSS4S-DAT,egér-k-é-nek
orrocska,3,orrocs,orrocs-PL-PSS3S,orrocs-k-a
énkérem,1,énkér,énkér-PSS1S,énkér-em
engedi,12,enged,V.IND.PRS.INDF.3.SG-PSS3S.PL,enged-i
akadt,1,akad,V.IND.PRS.INDF.3.SG-ACC,akad-t
kosárbe,1,kosár,N.NOM-IN+ALL,kosár-be
kosárban,3,kosár,N.NOM-IN+ESS,kosár-ban
levelecske,1,levelecs,levelecs-PL-PSS3S,levelecs-k-e
virágok,5,virág,N.NOM-PL,virág-ok
csókolon,1,csókol,V.IND.PRS.INDF.3.SG-ON+ESS,csókol-on
köszönsz,4,köszön,V.IND.PRS.INDF.3.SG-IND.PRS.INDF.2.SG,köszön-sz
órát,8,órá,órá-ACC,órá-t
mindenkinek,18,m,N.NOM-PSS3S.PL-ON+ESS-PSS2S-PSS3S-PSS1P-PSS3S.PL-DAT,m-i-n-d-e-nk-i-nek
mindekinek,1,m,N.NOM-PSS3S.PL-ON+ESS-PSS2S-PL-PSS3S.PL-DAT,m-i-n-d-ek-i-nek
mnejünk,1,m,N.NOM-COND.PRS.INDF.3.SG-SBJV.PRS.INDF.1.PL,m-ne-jünk
asztalhoz,11,asztal,N.NOM-AT+ALL,asztal-hoz
asztalnál,7,asztal,N.NOM-AT+ESS,asztal-nál
vigyázzon,2,vigyázz,vigyázz-ON+ESS,vigyázz-on
eltöri,1,eltör,V.IND.PRS.INDF.3.SG-PSS3S.PL,eltör-i
eltörik,12,eltör,V.IND.PRS.INDF.3.SG-PSS3P.PL,eltör-ik
vigyázom,2,vigyáz,V.IND.PRS.INDF.3.SG-PSS1S,vigyáz-om
megállt,4,megáll,V.IND.PRS.INDF.3.SG-ACC,megáll-t
levettük,1,levet,V.IND.PRS.INDF.3.SG-IND.PST.DEF.1.PL,levet-tük
órámat,1,órá,órá-PSS1S-ACC,órá-m-at
órácskáját,1,órácskájá,órácskájá-ACC,órácskájá-t
karkötöjét,1,karkötö,karkötö-SBJV.PRS.INDF.2.SG-PSS4S-ACC,karkötö-j-é-t
csókokat,2,csók,N.NOM-PL-ACC,csók-ok-at
kötni,6,köt,V.IND.PRS.INDF.3.SG-NFIN,köt-ni
gondolod,5,gondol,V.IND.PRS.INDF.3.SG-PSS2S,gondol-od
lököd,3,lök,V.IND.PRS.INDF.3.SG-IND.PRS.DEF.2.SG,lök-öd
ebédelnek,4,ebédel,V.IND.PRS.INDF.3.SG-DAT,ebédel-nek
hozzányulni,1,hozzány,hozzány-BYWAY-NFIN,hozzány-ul-ni
engedem,4,enged,V.IND.PRS.INDF.3.SG-PSS1S,enged-em
homokozunk,6,homokoz,homokoz-PSS1P,homokoz-unk
patya,1,paty,paty-PSS3S,paty-a
pancsizni,5,pancsiz,pancsiz-NFIN,pancsiz-ni
indulhat,6,indul,V.IND.PRS.INDF.3.SG-POT,indul-hat
induljon,4,indul,V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.3.SG,indul-jon
tolom,1,tol,V.IND.PRS.INDF.3.SG-PSS1S,tol-om
tolni,1,tol,V.IND.PRS.INDF.3.SG-NFIN,tol-ni
elmentem,2,elment,V.IND.PRS.INDF.3.SG-PSS1S,elment-em
magadra,4,mag,N.NOM-PSS2S.SG-ON+ALL,mag-ad-ra
leszállni,4,leszáll,V.IND.PRS.INDF.3.SG-NFIN,leszáll-ni
fogtok,5,fog,V.IND.PRS.INDF.3.SG-PSS2P,fog-tok
gyermekem,2,gyer,gyer-PSS1S-PL-PSS1S,gyer-m-ek-em
tudunk,22,tud,V.IND.PRS.INDF.3.SG-PSS1P,tud-unk
autóban,6,autó,N.NOM-IN+ESS,autó-ban
várjunk,3,vár,V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.1.PL,vár-junk
tihozzátok,1,tihozzá,tihozzá-PSS2P,tihozzá-tok
karláncodat,1,karlánc,karlánc-PSS2S-ACC,karlánc-od-at
felemelni,1,felem,N.SG-IND.PRS.INDF.2.SG-NFIN,felem-el-ni
emeljük,2,emel,V.IND.PRS.INDF.3.SG-PSS3P,emel-jük
lökve,1,lök,V.IND.PRS.INDF.3.SG-V.CVB,lök-ve
helyemröl,2,helyemr,helyemr-IND.PRS.INDF.2.SG,helyemr-öl
beljebb,3,bel,N.NOM-SBJV.PRS.INDF.2.SG-CMPR,bel-j-ebb
kiszállni,1,kiszáll,V.IND.PRS.INDF.3.SG-NFIN,kiszáll-ni
bekapcsolom,5,bekapcsol,V.IND.PRS.INDF.3.SG-PSS1S,bekapcsol-om
kére,1,kér,V.IND.PRS.INDF.3.SG-PSS3S,kér-e
megáztam,1,megáz,megáz-IND.PST.INDF.1.SG,megáz-tam
lettek,2,lett,ADJ.SG-PL,lett-ek
kapcsoljuk,12,kapcsol,V.IND.PRS.INDF.3.SG-PSS3P,kapcsol-juk
másképpen,1,másképp,másképp-ON+ESS,másképp-en
fésülködjük,1,fésül,V.IND.PRS.INDF.3.SG-PL-IND.PRS.DEF.2.SG-PSS3P,fésül-k-öd-jük
édesanyukád,1,édesanyuká,édesanyuká-PSS2S,édesanyuká-d
ágyikóban,7,ágy,N.NOM-PSS3P.PL-V.PTCP.PRS-IN+ESS,ágy-ik-ó-ban
mindenbabának,1,mindenbabá,mindenbabá-DAT,mindenbabá-nak
presze,1,p,N.NOM-ON+ALL-IND.PRS.INDF.2.SG-PSS3S,p-re-sz-e
próbaltam,1,próbal,próbal-IND.PST.INDF.1.SG,próbal-tam
számot,1,szám,N.SG-ACC,szám-ot
megcsináltam,7,megcsinál,V.IND.PRS.INDF.3.SG-IND.PST.INDF.1.SG,megcsinál-tam
rendbe,20,rend,N.NOM-IN+ALL,rend-be
elmenekül,1,elme,N.NOM-DAT-BYWAY,elme-nek-ül
veszekedjünk,2,vesz,V.IND.PRS.INDF.3.SG-PL-PSS2S-SBJV.PRS.INDF.1.PL,vesz-ek-ed-jünk
nadrágod,12,nadrág,N.NOM-PSS2S,nadrág-od
kakiltam,1,kakil,kakil-IND.PST.INDF.1.SG,kakil-tam
gabia,1,gab,gab-PSS3S.PL-PSS3S,gab-i-a
fejedet,9,fejed,N.SG-ACC,fejed-et
hajába,1,hajá,hajá-IN+ALL,hajá-ba
kiveszem,12,kivesz,V.IND.PRS.INDF.3.SG-PSS1S,kivesz-em
ölébe,4,öl,V.IND.PRS.INDF.3.SG-PSS4S-IN+ALL,öl-é-be
magdika,1,mag,N.NOM-PSS2S-PSS3P.PL-PSS3S,mag-d-ik-a
néninél,6,néni,N.NOM-AT+ESS,néni-nél
etetést,1,etet,V.IND.PRS.INDF.3.SG-V.MSDR-ACC,etet-és-t
cserélünk,2,cserél,V.IND.PRS.INDF.3.SG-PSS1P,cserél-ünk
sétalunk,2,sétal,sétal-PSS1P,sétal-unk
sétaljunk,1,sétal,sétal-SBJV.PRS.INDF.1.PL,sétal-junk
magasabb,3,magas,ADJ.NOM.SG-CMPR,magas-abb
babákat,5,babá,babá-PL-ACC,babá-k-at
ágyba,29,ágy,N.NOM-IN+ALL,ágy-ba
asztalon,13,asztal,N.NOM-ON+ESS,asztal-on
ültesd,3,ültes,ültes-PSS2S,ültes-d
ebédeltünk,2,ebédel,V.IND.PRS.INDF.3.SG-IND.PST.INDF.1.PL,ebédel-tünk
pénzet,10,pénz,N.NOM-ACC,pénz-et
kutyafülit,1,kutyaf,kutyaf-BYWAY-PSS3S.PL-ACC,kutyaf-ül-i-t
pénzt,34,pénz,N.NOM-ACC,pénz-t
penzt,1,penz,penz-ACC,penz-t
kört,6,kör,N.NOM-ACC,kör-t
törülni,1,tör,V.IND.PRS.INDF.3.SG-BYWAY-NFIN,tör-ül-ni
rontsad,2,ronts,ronts-PSS2S.SG,ronts-ad
keresztet,2,kereszt,N.NOM-ACC,kereszt-et
keresztemet,1,kereszt,N.NOM-PSS1S-ACC,kereszt-em-et
fésüld,4,fésül,V.IND.PRS.INDF.3.SG-PSS2S,fésül-d
bölcsibe,2,bölcs,ADJ.NOM.SG-PSS3S.PL-IN+ALL,bölcs-i-be
találok,3,talál,V.IND.PRS.INDF.3.SG-PL,talál-ok
megütöttem,1,megüt,V.IND.PRS.INDF.3.SG-IND.PST.INDF.1.SG,megüt-öttem
belemásztam,1,belemá,belemá-IND.PRS.INDF.2.SG-IND.PST.INDF.1.SG,belemá-sz-tam
vadok,1,vad,ADJ.NOM.SG-PL,vad-ok
állj,16,áll,V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.2.SG,áll-j
tapsoljunk,4,tapsol,V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.1.PL,tapsol-junk
induljunk,2,indul,V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.1.PL,indul-junk
kocsim,5,kocsi,N.NOM-PSS1S,kocsi-m
indulok,1,indul,V.IND.PRS.INDF.3.SG-PL,indul-ok
lányom,2,lány,N.NOM-PSS1S,lány-om
karikát,2,kariká,kariká-ACC,kariká-t
akartam,6,akar,V.IND.PRS.INDF.3.SG-IND.PST.INDF.1.SG,akar-tam
megkérdezni,2,megkérdez,V.IND.PRS.INDF.3.SG-NFIN,megkérdez-ni
gyöngyök,1,gyöngy,N.NOM-PL,gyöngy-ök
megeszed,8,meg,meg-PSS3S-IND.PRS.INDF.2.SG-PSS2S,meg-e-sz-ed
lábát,23,lábá,lábá-ACC,lábá-t
tönkre,2,tönk,N.NOM-ON+ALL,tönk-re
ágyat,4,ágya,N.SG-ACC,ágya-t
festette,1,fest,V.IND.PRS.INDF.3.SG-IND.PST.DEF.3.SG,fest-ette
szemügevem,1,szemügev,szemügev-PSS1S,szemügev-em
szemüveged,1,szemüveg,N.NOM-PSS2S,szemüveg-ed
szervusztok,6,szervu,szervu-IND.PRS.INDF.2.SG-PSS2P,szervu-sz-tok
altassátok,1,altassá,altassá-PSS2P,altassá-tok
babát,102,babá,babá-ACC,babá-t
takarjátok,1,takar,V.IND.PRS.INDF.3.SG-SBJV.PRS.DEF.2.PL,takar-játok
autón,4,autó,N.NOM-ON+ESS,autó-n
viszontlátásra,6,viszontlát,V.IND.PRS.INDF.3.SG-V.MSDR-ON+ALL,viszontlát-ás-ra
karórja,1,karór,karór-PSS3S,karór-ja
karkötöje,1,karkötö,karkötö-PSS3S,karkötö-je
adomneked,1,ad,V.IND.PRS.INDF.3.SG-PSS1S-DAT-PSS2S,ad-om-nek-ed
addj,1,ad,V.IND.PRS.INDF.3.SG-PSS2S-SBJV.PRS.INDF.2.SG,ad-d-j
barnabácsitól,1,barnabács,barnabács-PSS3S.PL-AT+ABL,barnabács-i-tól
karója,1,kar,N.NOM-V.PTCP.PRS-PSS3S,kar-ó-ja
rajtad,9,rajt,N.NOM-PSS2S.SG,rajt-ad
beleharaptál,1,beleharap,beleharap-IND.PST.INDF.2.SG,beleharap-tál
szájadba,1,szája,N.SG-PSS2S-IN+ALL,szája-d-ba
nyelvedet,1,nyelve,N.SG-PSS2S-ACC,nyelve-d-et
gustenya,1,gusteny,gusteny-PSS3S,gusteny-a
indulj,1,indul,V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.2.SG,indul-j
fésülködjetek,1,fésül,V.IND.PRS.INDF.3.SG-PL-IND.PRS.DEF.2.SG-SBJV.PRS.INDF.2.PL,fésül-k-öd-jetek
barnabácsit,2,barnabács,barnabács-PSS3S.PL-ACC,barnabács-i-t
halj,2,hal,V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.2.SG,hal-j
meghaltam,4,meghal,V.IND.PRS.INDF.3.SG-IND.PST.INDF.1.SG,meghal-tam
ujjuj,2,ujju,ujju-SBJV.PRS.INDF.2.SG,ujju-j
haltam,1,hal,V.IND.PRS.INDF.3.SG-IND.PST.INDF.1.SG,hal-tam
fésüllek,5,fésül,V.IND.PRS.INDF.3.SG-IND.PRS.LGSPEC1.1.SG,fésül-lek
megfésülted,1,megf,megf-V.MSDR-BYWAY-IND.PST.DEF.2.SG,megf-és-ül-ted
hiszi,1,hisz,V.IND.PRS.INDF.3.SG-PSS3S.PL,hisz-i
sírj,6,sír,V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.2.SG,sír-j
viszed,9,visz,V.IND.PRS.INDF.3.SG-PSS2S,visz-ed
babád,7,babá,babá-PSS2S,babá-d
anyukád,11,anyuká,anyuká-PSS2S,anyuká-d
rádiót,16,rádió,N.NOM-ACC,rádió-t
hozza,8,hozz,hozz-PSS3S,hozz-a
babocskám,1,babocská,babocská-PSS1S,babocská-m
babáé,23,babá,babá-PSS4S,babá-é
babája,4,babá,babá-PSS3S,babá-ja
babácskád,2,babácská,babácská-PSS2S,babácská-d
foglak,4,fog,V.IND.PRS.INDF.3.SG-IND.PRS.LGSPEC1.1.SG,fog-lak
bántani,10,bánt,V.IND.PRS.INDF.3.SG-NFIN,bánt-ani
babának,49,babá,babá-DAT,babá-nak
levelecskét,1,levelecs,levelecs-PL-PSS4S-ACC,levelecs-k-é-t
babucskám,1,babucská,babucská-PSS1S,babucská-m
gagyogni,1,gagyog,gagyog-NFIN,gagyog-ni
énekelni,6,énekel,V.IND.PRS.INDF.3.SG-NFIN,énekel-ni
asztallába,1,asztallá,asztallá-IN+ALL,asztallá-ba
babácskám,1,babácská,babácská-PSS1S,babácská-m
szedjétek,3,szed,V.IND.PRS.INDF.3.SG-SBJV.PRS.DEF.2.PL,szed-jétek
lombokat,1,lomb,N.NOM-PL-ACC,lomb-ok-at
szedjetek,1,szed,V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.2.PL,szed-jetek
magatoknak,1,mag,N.NOM-PSS2P.SG-DAT,mag-atok-nak
lyukon,1,lyuk,N.NOM-ON+ESS,lyuk-on
szedj,3,szed,V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.2.SG,szed-j
elvette,38,elvet,V.IND.PRS.INDF.3.SG-IND.PST.DEF.3.SG,elvet-te
visszajött,8,vissza,N.NOM-SBJV.PRS.INDF.2.SG-V.PTCP.PST,vissza-j-ött
mamuci,1,mamuc,mamuc-PSS3S.PL,mamuc-i
anyukája,17,anyuká,anyuká-PSS3S,anyuká-ja
löktem,1,lök,V.IND.PRS.INDF.3.SG-IND.PST.DEF.1.SG,lök-tem
lökted,1,lök,V.IND.PRS.INDF.3.SG-IND.PST.DEF.2.SG,lök-ted
mondták,3,mond,V.IND.PRS.INDF.3.SG-IND.PST.DEF.3.PL,mond-ták
sampont,7,sampon,N.NOM-ACC,sampon-t
mossak,2,moss,moss-PL,moss-ak
presszó,1,pres,pres-IND.PRS.INDF.2.SG-V.PTCP.PRS,pres-sz-ó
presszóba,2,pres,pres-IND.PRS.INDF.2.SG-V.PTCP.PRS-IN+ALL,pres-sz-ó-ba
levegözni,1,levegöz,levegöz-NFIN,levegöz-ni
levegeöztesd,1,levegeöztes,levegeöztes-PSS2S,levegeöztes-d
altasd,1,altas,altas-PSS2S,altas-d
üzletbe,1,üzlet,N.NOM-IN+ALL,üzlet-be
egyenlöre,1,egyenlö,egyenlö-ON+ALL,egyenlö-re
presszóban,1,pres,pres-IND.PRS.INDF.2.SG-V.PTCP.PRS-IN+ESS,pres-sz-ó-ban
ülünk,3,ül,V.IND.PRS.INDF.3.SG-PSS1P,ül-ünk
italt,1,ital,N.NOM-ACC,ital-t
fagylaltot,3,fagylalt,N.NOM-ACC,fagylalt-ot
kisbabának,2,kisbabá,kisbabá-DAT,kisbabá-nak
napja,1,nap,N.NOM-PSS3S,nap-ja
colát,3,colá,colá-ACC,colá-t
cola,5,col,N.NOM-PSS3S,col-a
krémest,1,krémes,N.NOM-ACC,krémes-t
köszönjük,5,köszön,V.IND.PRS.INDF.3.SG-PSS3P,köszön-jük
egybe,4,egy,N.NOM-IN+ALL,egy-be
habot,1,hab,N.NOM-ACC,hab-ot
szóljon,12,szól,V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.3.SG,szól-jon
rendelni,1,rendel,V.IND.PRS.INDF.3.SG-NFIN,rendel-ni
törülje,1,tör,V.IND.PRS.INDF.3.SG-BYWAY-PSS3S,tör-ül-je
kértem,3,kér,V.IND.PRS.INDF.3.SG-IND.PST.DEF.1.SG,kér-tem
mindannyiunknak,1,mindanny,mindanny-PSS3S.PL-PSS1P-DAT,mindanny-i-unk-nak
edényekben,1,edény,N.NOM-PL-IN+ESS,edény-ek-ben
dobjad,3,dobja,N.SG-PSS2S,dobja-d
pisislni,1,pisisl,pisisl-NFIN,pisisl-ni
áldjon,1,áld,V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.3.SG,áld-jon
vajon,12,vaj,N.NOM-ON+ESS,vaj-on
visszajönni,4,visszajö,visszajö-NFIN,visszajö-nni
csinájunk,2,csi,N.NOM-COND.PRS.DEF.3.SG-SBJV.PRS.INDF.1.PL,csi-ná-junk
üzletet,1,üzlet,N.NOM-ACC,üzlet-et
fodrászüzletet,1,fodrászüzlet,N.NOM-ACC,fodrászüzlet-et
kiveszel,1,kivesz,V.IND.PRS.INDF.3.SG-IND.PRS.INDF.2.SG,kivesz-el
haját,7,hajá,hajá-ACC,hajá-t
sorba,11,sor,N.NOM-IN+ALL,sor-ba
fodrászold,1,fodrász,N.NOM-IND.PRS.INDF.2.SG-PSS2S,fodrász-ol-d
fodrászhoz,1,fodrász,N.NOM-AT+ALL,fodrász-hoz
megnyirni,1,megnyir,megnyir-NFIN,megnyir-ni
megfésülni,2,megf,megf-V.MSDR-BYWAY-NFIN,megf-és-ül-ni
megfodrászolja,1,megfodrá,megfodrá-IND.PRS.INDF.2.SG-IND.PRS.INDF.2.SG-PSS3S,megfodrá-sz-ol-ja
fodrászolsz,1,fodrász,N.NOM-IND.PRS.INDF.2.SG-IND.PRS.INDF.2.SG,fodrász-ol-sz
gyereeket,1,gy,gy-PSS3S-ON+ALL-PL-ACC,gy-e-re-ek-et
mások,1,más,ADJ.NOM.SG-PL,más-ok
fodrászüzletbe,4,fodrászüzlet,N.NOM-IN+ALL,fodrászüzlet-be
szólni,10,szól,V.IND.PRS.INDF.3.SG-NFIN,szól-ni
fodrászolni,1,fodrász,N.NOM-IND.PRS.INDF.2.SG-NFIN,fodrász-ol-ni
rendbehozom,1,rend,N.NOM-IN+ALL-AT+ALL-PSS1S,rend-be-hoz-om
samponja,1,sampon,N.NOM-PSS3S,sampon-ja
babázol,2,babáz,babáz-IND.PRS.INDF.2.SG,babáz-ol
megn,1,meg,meg-ON+ESS,meg-n
visszadjátok,1,vissza,N.NOM-PSS2S-SBJV.PRS.DEF.2.PL,vissza-d-játok
megcsinálja,4,megcsinál,V.IND.PRS.INDF.3.SG-PSS3S,megcsinál-ja
hajadat,2,hajad,N.SG-ACC,hajad-at
fésülök,2,fésül,V.IND.PRS.INDF.3.SG-PL,fésül-ök
fésülködjünk,1,fésül,V.IND.PRS.INDF.3.SG-PL-IND.PRS.DEF.2.SG-SBJV.PRS.INDF.1.PL,fésül-k-öd-jünk
mozogj,5,mozog,V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.2.SG,mozog-j
hajamat,1,hajam,N.SG-ACC,hajam-at
sampond,1,sampon,N.NOM-PSS2S,sampon-d
fizetem,1,fizet,V.IND.PRS.INDF.3.SG-PSS1S,fizet-em
pénzbe,1,pénz,N.NOM-IN+ALL,pénz-be
forintot,9,forint,N.NOM-ACC,forint-ot
napot,20,nap,N.NOM-ACC,nap-ot
ötöst,4,ötös,N.NOM-ACC,ötös-t
ötóst,1,ötós,ötós-ACC,ötós-t
héten,3,hét,N.NOM-ON+ESS,hét-en
kimegyek,5,kimegy,V.IND.PRS.INDF.3.SG-PL,kimegy-ek
boltból,6,bolt,N.NOM-IN+ABL,bolt-ból
csókolom,4,csókol,V.IND.PRS.INDF.3.SG-PSS1S,csókol-om
nemek,1,neme,N.SG-PL,neme-k
visszajöttem,5,vissza,N.NOM-SBJV.PRS.INDF.2.SG-IND.PST.INDF.1.SG,vissza-j-öttem
megfésültem,2,megf,megf-V.MSDR-BYWAY-IND.PST.DEF.1.SG,megf-és-ül-tem
megfésüllek,1,megf,megf-V.MSDR-BYWAY-IND.PRS.LGSPEC1.1.SG,megf-és-ül-lek
szeretném,14,szeret,V.IND.PRS.INDF.3.SG-COND.PRS.DEF.1.SG,szeret-ném
repülgépet,1,repülgép,repülgép-ACC,repülgép-et
zárjuk,7,zár,V.IND.PRS.INDF.3.SG-PSS3P,zár-juk
házikóba,8,házikó,N.NOM-IN+ALL,házikó-ba
menjen,35,m,N.NOM-ON+ESS-SBJV.PRS.INDF.3.SG,m-en-jen
rombolva,1,rombol,V.IND.PRS.INDF.3.SG-V.CVB,rombol-va
szeretek,4,szeret,V.IND.PRS.INDF.3.SG-PL,szeret-ek
gyerekekkel,2,gyer,gyer-PL-PL-PL-IND.PRS.INDF.2.SG,gyer-ek-ek-k-el
melléje,1,mell,N.NOM-PSS4S-PSS3S,mell-é-je
rakottam,1,rakott,ADJ.SG-PSS1S.SG,rakott-am
rakom,3,rak,V.IND.PRS.INDF.3.SG-PSS1S,rak-om
hangom,1,hang,N.NOM-PSS1S,hang-om
magyon,3,magy,magy-ON+ESS,magy-on
hangot,4,hang,N.NOM-ACC,hang-ot
belseje,2,bels,bels-PSS3S-PSS3S,bels-e-je
rakunk,5,rak,V.IND.PRS.INDF.3.SG-PSS1P,rak-unk
kéménye,4,kémény,kémény-PSS3S,kémény-e
kémenye,1,kémeny,kémeny-PSS3S,kémeny-e
miden,1,m,N.NOM-PSS2S.PL-ON+ESS,m-id-en
rókat,2,róka,N.NOM-ACC,róka-t
kapitányt,3,kapitány,N.NOM-ACC,kapitány-t
szedünk,4,szed,V.IND.PRS.INDF.3.SG-PSS1P,szed-ünk
rosszalkodj,7,rosszal,rosszal-PL-PSS2S-SBJV.PRS.INDF.2.SG,rosszal-k-od-j
rosszalkodni,10,rosszal,rosszal-PL-PSS2S-NFIN,rosszal-k-od-ni
nagyokból,4,nagy,ADJ.NOM.SG-PL-IN+ABL,nagy-ok-ból
várjatok,3,vár,V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.2.PL,vár-jatok
nagyok,5,nagy,ADJ.NOM.SG-PL,nagy-ok
ablaka,4,ablak,N.NOM-PSS3S,ablak-a
nagyobbat,6,nagyobb,ADJ.SG-ACC,nagyobb-at
keresni,10,keres,V.IND.PRS.INDF.3.SG-NFIN,keres-ni
