Word,Frequency
tetet,1
leüljetek,1
üljetek,9
homokos,10
nomokos,1
levettem,4
arról,10
fölmegy,10
gödört,1
elején,2
neyém,1
Miklósom,3
homkos,1
Mikike,44
szád,12
hóembert,6
zuhogó,1
esóben,1
vittük,1
gyerekeket,7
aludtak,2
megijedtetek,1
vihartól,1
jégesö,3
nálunk,8
bekeptam,1
jeget,1
vihar,2
esó,1
hasam,6
fagyi,9
jeges,2
jég,8
szopogatni,1
bács,9
torka,4
fájul,1
gombold,1
bambabamba,1
gyerekes,1
rózsam,1
honnan,44
esett,34
nyomd,17
össze,74
karkótöt,1
ottan,8
játszik,23
homokban,6
addig,54
ameddig,3
karkötö,12
csupa,13
letörlöm,1
szórd,3
szórsz,1
ididididi,1
baran,1
szórjál,3
bédédéde,1
dödédédé,1
dédédéde,1
kidobtál,1
idenézz,6
kaszál,8
kaszálja,4
füvet,6
kezeddel,8
Tündinek,6
hozzam,8
előtt,4
bemegyek,12
kihozom,1
Gabinak,2
Gabival,1
hiányzik,8
cukor,3
bölcsodébe,1
kezembe,9
Zsuzsika,2
nénihez,13
kér,28
vattát,4
ajjaj,4
állami,1
volga,1
lalo,1
megkóstolhatom,1
kitünö,1
megcsináltad,3
lerugom,3
rugtál,2
rugtad,1
rugtam,1
elestem,3
fogadjatok,1
teáért,2
jók,20
legyetek,1
legy,2
vagyunk,41
leülök,9
magukra,1
lejön,3
karkötöm,1
tényleg,66
rendör,2
gyöngy,1
osdódódó,1
kukucska,2
kukucs,11
karörád,1
sírtam,7
totato,1
valasztava,1
geyer,2
kórs,1
reggelt,8
tudta,5
tudtátok,1
fürödni,12
tortát,4
visza,1
Mikikém,38
gyorsam,1
csöpög,6
tudjátok,4
abbahagyni,1
kétszer,9
dehogy,9
suty,1
volttál,1
magasan,4
hittem,12
megmossuk,11
délbe,1
törüld,3
megcsinálni,13
Babám,13
visszajöttél,3
fésülködlek,1
angyalkám,4
lettél,4
mostál,3
dözsöltél,1
dörzsöltél,1
földdel,1
jösz,7
ülj,90
játékot,42
um,2
umi,1
kibontani,5
üssétek,1
magatokat,1
elrontom,8
ém,1
cipődet,2
leveszel,1
homokozol,3
elrontja,2
nagyobbet,1
rontom,1
szor,1
vödör,8
elvesze,1
dobra,1
rontottad,3
veszünk,17
igyál,17
ráöntöttem,3
locsollak,1
gyógyszerrel,1
shu,2
locsolom,1
Évikét,1
évát,2
injekció,3
félj,2
eldült,1
injekciót,3
kap,20
fájni,12
szór,1
épitsük,5
neg,3
kavics,10
mama,35
fogja,22
megijesztem,1
hami,7
eljönni,1
megmondtam,3
tej,9
üljél,12
amarra,2
alagutját,1
nagymamád,5
motoros,2
épitsünk,6
épitünk,12
épitetek,2
teneked,3
karkötöd,1
bácsitól,11
megköszönted,2
tetszik,14
kapta,10
Tündi,49
kaptátok,2
hozott,22
lányoknak,1
enyim,2
fürdöszobában,2
nagyszobában,1
teját,2
talicskámat,2
tea,5
megittad,2
kihülött,1
eleget,7
talicskádat,1
hoztál,13
megiszam,1
indulunk,11
sarokba,7
sarokban,3
hely,13
mellettem,2
ülsz,10
bum,25
üres,17
pad,1
hajód,1
mentöt,1
mentöautó,1
ideülni,4
jövök,72
szállok,2
helyem,1
szállj,37
fölszállni,2
hááá,1
fagyit,18
amennyit,2
büdös,14
szag,1
ennivaló,7
vala,1
vacsorázunk,3
hagymát,1
vágunk,1
joghy,1
büdós,1
tejföl,1
nézem,13
kerékben,1
vissamegy,1
kertbe,10
hozlak,1
álljatok,3
bementünk,2
fübe,2
elindul,5
elindulni,1
indulás,3
há,5
merre,13
lapátomat,1
maradjál,12
bácsihoz,18
hülyeség,2
leszállás,2
fölveszi,5
kereket,3
fölvesz,2
huuuu,1
máshova,7
alagut,1
alagutba,3
aha,78
metróba,2
végállomásnál,1
szállni,6
szállunk,2
dudál,5
vég,2
állomás,4
kiszállunk,2
kiszállok,1
tütüt,3
brunn,1
katonás,1
katónás,1
vagunk,2
kapaszkodj,4
leszállok,2
elmegyek,10
teherauto,4
beszállás,1
kanalad,1
melrakadt,1
elütött,3
elgurult,23
óbégatnak,1
huu,1
pirtos,1
rehol,14
beakadt,2
usznak,4
nerm,1
összevissza,2
szépek,2
rehó,9
Lacit,7
trumm,1
zászlót,1
zászló,5
zászlónak,1
botja,1
mm,16
lebeg,2
levegön,1
egérke,52
egér,99
egérkének,1
orrocska,3
énkérem,1
engedi,12
akadt,1
kosárbe,1
kosárban,3
kerjük,1
hervadt,4
levelecske,1
friss,6
edd,33
virágok,5
levél,2
csókolon,1
köszönsz,4
órát,8
mindenkinek,18
mindekinek,1
mnejünk,1
asztalhoz,11
asztalnál,7
re,2
vigyázzon,2
eltöri,1
eltörik,12
óra,31
vigyázom,2
úlj,1
rehö,1
megállt,4
orácskád,1
kezedet,24
hallo,3
vesszük,8
levettük,1
órámat,1
órácskáját,1
karkötöjét,1
csókokat,2
kötni,6
gondolod,5
lököd,3
ebédelnek,4
hozzányulni,1
ráemelni,1
engedem,4
homokozunk,6
papa,15
patya,1
pancsizni,5
kiszáll,2
indulhat,6
induljon,4
toljál,1
totlom,1
tolom,1
tolni,1
elmentem,2
odaül,5
magadra,4
szegedi,3
Icu,2
indul,43
leszállni,4
leszáll,4
fogtok,5
vezető,21
odamenni,17
gugu,1
távolsági,1
autóbusz,1
édesapu,2
gyermekem,2
tudunk,22
autóban,6
várjunk,3
bim,7
jöhet,11
tihozzátok,1
karláncodat,1
felemelni,1
emeljük,2
lökve,1
helyemröl,2
csinos,7
beljebb,3
kiszállni,1
bekapcsolom,5
bekötöm,2
odadni,2
rátenni,2
kére,1
szappan,22
idetegyük,2
megáztam,1
este,21
náthásak,1
lettek,2
kapcsoljuk,12
másképpen,1
fésülködjük,1
cagy,2
édesanyukád,1
játszatok,2
ágyikóban,7
mindenbabának,1
olyanszék,1
umm,2
öszekötve,2
kés,11
presze,1
dobro,4
próbaltam,1
számot,1
megcsináltam,7
gyeneg,1
rendbe,20
Gyürü,3
mutató,3
tik,4
elmenekül,1
Viola,24
Lacikám,8
veszekedjünk,2
csud,1
bekakilt,7
enyemet,1
bepisiltél,8
Vsupa,1
nadrágod,12
med,2
kisfiu,3
kakiltam,1
Gabia,1
fejedet,9
csi,8
Karcs,2
fürdökád,1
szoknyája,2
hajába,1
kiveszem,12
tegyem,14
eztet,1
ölébe,4
tegyed,7
Magdika,1
néninél,6
etetést,1
cserélünk,2
Jánosnak,3
kezet,24
sétalunk,2
Dominak,2
sétaljunk,1
magasabb,3
apu,91
babákat,5
lefektetejük,1
ágyba,29
asztalon,13
ültesd,3
ebédeltünk,2
pénzet,10
Jánoskának,1
kutyafülit,1
pénzt,34
penzt,1
pénz,37
kört,6
törülni,1
ekkora,2
huuj,1
kör,4
szétrontottál,1
rontsad,2
keresztet,2
szétrontottad,1
keresztemet,1
fésüld,4
fésüm,3
fésüd,1
behozni,2
bölcsibe,2
találok,3
megütöttem,1
belemásztam,1
vadok,1
állj,16
tapsoljunk,4
szoritsd,2
induljunk,2
kocsim,5
indulok,1
doktor,208
ali,21
lányom,2
hjéée,1
karikát,2
miből,6
akartam,6
megkérdezni,2
gyöngyök,1
többes,1
szában,1
megeszed,8
ababa,1
lábát,23
tönkre,2
ágyat,4
festette,1
Jani,1
gyöngyökből,1
szemügevem,1
szemüveged,1
szervusztok,6
altassátok,1
babát,102
takarjátok,1
hagy,7
aludjanak,3
autón,4
szétpakoltál,1
benyomni,3
viszontlátásra,6
hogyb,1
karórja,1
karkötöje,1
adomneked,1
addj,1
Barnabácsitól,1
csakmkislány,1
karója,1
rajtad,9
Tomika,1
beleharaptál,1
szájadba,1
ettél,14
nyelvedet,1
gustenya,1
leány,1
befelé,2
nyilik,1
indulj,1
haljál,4
fésülködjetek,1
Barnabácsit,2
halj,2
meghaltam,4
ujjuj,2
hányszor,1
haltam,1
komédia,1
fésüljél,1
fésüllek,5
fodrász,11
megfésülted,1
hiszi,1
lövök,2
lefényképezem,1
kelt,1
sírj,6
viszed,9
édes,42
babád,7
bekepcsolja,1
anyukád,11
mese,7
rádiót,16
hozza,8
babocskám,1
babáé,23
szól,47
babája,4
babácskád,2
foglak,4
bántani,10
babának,49
levelecskét,1
babucskám,1
keveset,4
gagyog,2
gagyogni,1
énekelni,6
birja,2
magaddal,12
porcelán,1
kezem,14
asztallába,1
hu,25
borsóbab,1
fázok,4
bab,4
babácskám,1
szedjétek,3
lombokat,1
lekopaszitani,1
szedjetek,1
magatoknak,1
lyukon,1
elront,1
Müller,4
péter,4
szedj,3
elvette,38
olló,3
visszajött,8
mamuci,1
anyukája,17
löktem,1
lökted,1
jóságos,2
mondták,3
sampont,7
mossak,2
presszó,1
presszóba,2
levegözni,1
levegeöztesd,1
füvön,2
altasd,1
üzletbe,1
egyenlöre,1
presszóban,1
ülünk,3
italt,1
ésa,1
jöjjön,23
kiszolgáló,2
fagylaltot,3
fagylalt,4
cocacolát,1
kisbabának,2
inni,30
napja,1
orvos,2
colát,3
coca,7
cola,5
krémest,1
köszönjük,5
nagyszer,1
ilyennel,1
egybe,4
habot,1
szóljon,12
radio,1
ét,1
igyuk,1
rendelni,1
teesék,2
törülje,1
torta,5
kértem,3
mindannyiunknak,1
tehát,3
edényekben,1
dobjad,3
azzal,76
asztallal,2
pisislni,1
eridj,4
isten,5
áldjon,1
ezért,6
vajon,12
flyott,1
visszajönni,4
csinájunk,2
üzletet,1
lez,1
fodrászüzlet,2
Zsu,1
fodrászüzletet,1
kiveszel,1
haját,7
üzlet,3
vagya,1
fodrásznö,2
sorba,11
fodrászold,1
Icát,2
fodrászhoz,1
megnyirni,1
megfésülni,2
senki,21
megfodrászolja,1
fodrászolsz,1
Tündit,3
gyereeket,1
mások,1
fodrászüzletbe,4
szólni,10
fodrászolni,1
hajad,6
szálat,1
rendbehozom,1
fésüje,1
samponja,1
többi,17
babázol,2
drágám,16
sampon,5
megn,1
visszadjátok,1
megcsinálja,4
hajadat,2
Gábor,14
önys,1
rá,121
önts,1
fésülök,2
fésülködjünk,1
mozogj,5
annyit,4
lefésülködni,1
hajamat,1
haj,5
sampond,1
fizetem,1
pénzbe,1
tiz,3
forintot,9
napot,20
kivánok,9
ötöst,4
ötóst,1
jövö,1
héten,3
kimegyek,5
boltból,6
csókolom,4
nemek,1
visszajöttem,5
megfésültem,2
kijön,9
megfésüllek,1
namost,1
szeretném,14
repülőgép,8
repülőgépet,1
bemehet,2
zárjuk,7
házikóba,8
csip,18
menjen,35
rombolva,1
rom,1
romlott,11
háti,1
adj,15
avn,1
szeretek,4
gyerekekkel,2
melléje,1
rakottam,1
rakom,3
böböböbö,2
mély,2
hangom,1
magyon,3
senkinek,3
vékony,3
hangot,4
cicának,4
birok,2
házikö,1
akkkor,1
belseje,2
rakunk,5
kéménye,4
kémenye,1
miden,1
rókat,2
tenkes,7
kapitányt,3
tenger,5
bepisilt,4
pillanat,15
Benedikt,1
ruha,2
szedünk,4
rosszalkodj,7
kijöttem,1
kijöttél,2
szobából,1
rosszalkodni,10
nagyokból,4
szunya,1
bagyokból,1
várjatok,3
nagyok,5
berakni,6
todod,1
igazság,2
ablaka,4
nagyobbat,6
bedigni,1
keresni,10
füst,6
tétöt,1
szétszeded,2
vonatot,17
nyakába,1
nyakán,1
kötö,1
szij,2
veszem,14
lehetöség,1
vau,60
au,9
mondaják,1
hapsi,1
énekeljetek,2
daly,1
gyertyák,1
gyertya,9
zsebed,11
mindezek,1
gyertyákat,1
fejedre,11
jáj,2
lersz,1
szétront,1
szétszedte,7
autót,57
uton,1
meghalt,18
temetöbe,3
temetö,5
szegeny,1
bedöglött,4
nála,5
tettéke,1
fázol,20
füzünk,3
kezdünk,1
kezdjük,5
játszást,1
golyóvan,1
emberkém,1
egyikbe,1
semmimn,1
világon,1
mondják,3
csecsemők,4
dado,1
megfúrtál,1
mondjáka,1
töte,2
földre,12
füzve,1
elegem,2
hüüü,1
ügyetlen,4
évaiká,1
évika,1
évikának,1
angyalkónak,1
angyalkö,1
zsebetekben,1
beszélgetnek,2
piff,1
karikázzatok,1
kalapja,3
szinu,1
karácsonyfa,7
hogyha,55
énekled,1
énekeljél,3
söt,2
folytasd,2
belerakjuk,4
vjuju,1
golyókat,1
odaadjátok,1
jajaj,2
egyed,5
elmennek,8
nemjön,1
Barnabácsi,5
fogod,17
leesel,8
autobusz,2
mászok,1
közel,2
öntöm,1
könyv,14
látok,4
lyukat,3
ugrik,6
bel,1
kidobtam,1
szeretenék,1
kapitány,5
kloss,1
eldönteni,1
ebbeöl,1
ráépiteni,1
úgyan,1
segitsetek,1
vitt,10
veszek,6
betakarózni,2
hülyeséget,2
húúúu,2
kerested,4
megmutattod,1
apuci,22
Katica,2
kitakarózik,1
megmondom,2
föltenni,2
fogad,1
fogadsz,2
fark,1
kötényében,1
épitsél,1
Katika,5
mondjál,4
hintattam,1
amennyi,2
betegállomásra,1
térdem,7
betakarózom,1
térdemet,1
neagyon,1
kezed,47
térde,2
húú,3
térded,2
rálém,1
labda,53
összekaramboltak,1
összekarambolták,1
aludni,169
alud,1
csenget,2
telefonáljál,2
telefonálni,4
telefonom,1
irodában,1
iroda,1
nagymama,16
dolgozik,37
nagyanyu,1
üüüü,1
vettél,5
vasárban,1
húst,10
reggel,13
köpni,1
köhög,3
szájában,2
kakil,7
kakálj,1
kakával,1
kaki,11
mosom,2
kakáljon,1
házam,3
csúnya,62
Jánoska,3
Janika,1
simogatom,2
lessz,1
Violanéni,1
hihi,2
Lacinak,3
raülni,1
rakta,2
kitortázik,1
kitortázott,1
elmés,1
raülök,1
nemtudod,1
Lacitól,2
tehetek,3
siessünk,3
leülsz,7
ahol,21
kiabálsz,1
kezedből,1
teádat,1
kisfiam,5
abból,20
zsemlét,1
giliszta,1
szamár,7
hangosan,9
kiabálunk,1
dokat,1
homokozóba,6
rosszalkodtunk,2
mososm,1
elfujt,1
korán,2
figyel,2
hjé,2
halacskák,4
felülök,1
felül,5
borit,1
fölboritott,1
bántal,1
felbe,1
boritott,1
megütötte,7
fejemet,1
élütött,1
sírom,2
jol,2
elfáradtál,10
koronát,4
király,5
koronáját,1
királynövel,1
királynö,1
elfáradtad,1
elfáradtam,2
inne,1
löve,5
ollö,1
megvágja,1
benneteket,4
ollót,1
görög,1
hollandok,1
köhögök,1
egyforma,6
brrrrrü,2
brrü,1
kalauz,3
ahá,13
s,41
kuglizik,1
feküdjél,8
Zsuzsi,6
helye,18
megnézzük,60
Miklóst,2
robog,2
puszi,10
puszit,46
tó,2
partra,2
part,11
vizi,5
vizilók,2
közé,2
megesz,1
vizilö,1
vizilönak,1
tópartjára,1
városligeti,1
tóra,1
indulsz,1
kelj,2
csendben,2
elaludtam,5
elaudtam,1
egészen,11
ébren,2
bá,98
dolgozott,1
bölcsődében,1
levágtak,1
fölkelek,2
aláttam,1
megver,3
elsö,2
ver,3
vávávávává,1
bajuszt,1
alszol,17
aludtam,6
lefekszem,6
Domit,1
aludtasd,1
takarót,21
aludjál,25
betakarlak,6
altassuk,3
hülyeségeket,1
lefeküdni,15
nemszabad,1
feküdjünk,3
vá,9
v,1
töltött,2
torzonborz,1
Icuka,1
ee,3
gyomra,5
gyomrod,3
lenne,29
tántott,1
volna,11
hülye,14
fejem,7
idő,11
ember,44
ravasz,15
mamám,1
pif,1
puf,1
ismerjük,2
haszontalan,5
Fakudi,1
belsó,1
bujjunk,7
meglátod,4
csakadok,1
énneked,1
megállj,3
em,3
figyeld,4
figjuk,1
lelöni,5
szomjas,13
ühüm,28
hívtál,2
autója,6
ajaj,20
dododo,1
ij,1
fára,14
rókus,1
ja,75
menjek,22
külön,5
helybe,1
rözse,1
fölment,8
emeljen,1
vegyem,6
mászunk,2
levette,3
felmászunk,1
tudol,1
eddig,13
pihennem,1
pihen,5
fárasztó,3
munka,1
fölmászni,8
hüü,4
fölmentem,3
Violára,1
veszekedje,1
Juditka,1
anany,1
Juditnak,1
kitépte,1
emlékszem,4
szekrényben,3
fölmászunk,1
hihenjen,1
pihenjen,4
délutánig,2
gazdag,3
hosszúban,1
annyi,8
különbség,2
nicsak,1
ismerek,1
Zsuzsikám,1
Barábarátom,1
csontja,2
huztál,1
úr,2
zsebben,2
kéne,50
vóna,2
világ,4
töröld,16
rongy,3
törölni,5
elmehetek,2
bölcsiből,2
hazamegyek,1
szeretlek,7
úúúú,1
ujjat,1
csöpi,2
hinta,12
Evike,5
jele,1
mindketten,3
dal,1
elvettem,4
állomásba,2
utazást,1
állomásra,1
szági,1
állomásban,1
következö,3
vonatban,1
végállomas,1
keres,9
megáll,3
kidobja,3
kukat,1
kukába,1
megérkeztünk,2
pincébe,4
tegyek,11
keresel,20
keresed,21
füzök,1
kom,1
hopp,20
leteszem,3
faro,1
tesszül,1
kisebbel,2
üveg,5
ebédelek,1
enm,1
haragudott,3
hó,53
régi,9
amelyet,1
rakva,5
mindegyik,3
csináljátok,3
játszotok,4
csinájál,1
udvaron,7
mutatok,4
it,2
hozok,29
úgyse,1
szineket,4
ledült,3
létezik,1
figyeljen,1
kiveszed,4
honna,1
Évától,1
alatta,8
dül,1
ananyos,1
lelövők,3
hull,2
visszarepül,1
fü,6
eldölt,5
magy,1
nyitva,5
ójaj,3
kalapácsot,14
meglöttem,1
figeylj,1
figyelik,1
halgass,1
kirakni,4
képet,10
hohoho,1
kockák,8
hozod,11
ójuj,1
mafláskodtál,1
maflaskodtam,1
hülyéskedtem,2
hozol,20
hozz,5
lefújom,1
kefújom,1
mondat,1
megcsinálok,1
jóvan,1
elrontottam,2
fölmászik,6
mondaj,1
leestem,2
elaludni,1
ohohoh,1
nujni,1
lemászik,1
elbujik,7
bujj,20
perccel,3
keresi,9
ragyogó,5
magyaráztam,1
szint,4
annyira,16
ismeri,1
táblát,2
eleseik,1
felmegyek,1
kisfia,11
kisleánykám,1
utat,2
út,9
bujt,4
szalonna,2
kivesszük,7
zsebedből,1
verekedj,1
veszi,17
mindezeket,1
becsucsok,1
mász,1
csucsok,1
csecsemőknél,1
erősen,20
ajtója,4
huff,1
egye,5
kenyere,1
adjunk,9
kenyér,8
kenyeret,24
megsimogatsz,1
simogass,1
kenyered,1
durva,3
szeresd,4
muszáj,4
szóval,4
rendes,13
bemegyünk,6
kislányok,4
játszanak,5
levettél,1
halacskád,5
zsebében,2
sompolyog,1
mutatja,3
megmutataja,1
másiknak,5
pacsizni,1
hármat,1
számol,7
mire,10
kimondta,1
bedobáljátok,1
poharat,18
legúgyesebb,1
poharakat,3
azokat,23
pohárok,1
dobáljuk,3
péterke,1
kosárba,10
menünk,1
közelebb,9
homokozni,7
medencébe,2
kidobálták,1
bedobálták,1
összest,3
dobáltam,2
leszünk,1
dobálj,2
dobálja,2
dobált,2
dobáltál,1
dobáld,2
uszni,2
dobalt,1
beleteszem,3
ujjamat,6
bedobálni,1
várunk,2
vendéget,2
vendékeg,1
leszakadok,1
férnek,3
odamész,3
apuka,16
labdát,24
összenyom,1
eltöjt,1
elpusztult,1
letörik,1
úú,7
megvolt,1
temetöt,2
csinálják,2
fogják,2
épiteni,3
szerelők,1
épitennek,1
épit,2
óvodát,1
elvesznek,3
konyhája,2
épitenek,1
óvodába,9
óvoda,2
törjük,1
nektek,15
vesznek,4
mentökocsi,2
úszik,5
vizben,4
megázik,3
hosszu,4
bogarat,28
felmászik,2
ázik,1
bogárot,1
nemjött,1
nyul,1
halt,6
rizbe,1
vigyünk,4
visszadobom,2
eléred,1
dobál,1
fizetést,1
örület,2
dobjuk,3
kiöntötte,1
dobja,3
mindet,3
olyanjó,1
összesen,1
vizzel,4
elszükött,1
ürse,1
pohárt,2
priccel,3
spiccel,1
spriccel,2
lespriccel,2
kanálost,2
visszajön,10
kezemre,5
legalább,6
spricceljél,2
bennünket,4
dobni,15
huú,1
tudták,2
kiveszi,5
kezünk,3
messze,12
házuk,2
kaka,12
igazam,1
félni,10
esünk,1
fejére,6
fejetek,1
rond,1
töröljünk,1
letörlöd,2
magnóról,4
letöröljük,2
csuny,3
csunyát,1
csattanás,1
hallatszik,4
hiszik,1
ég,16
dörög,2
hangját,2
lelövök,1
szobábó,1
fölmásztok,1
haragudni,5
haragszol,3
mennyit,7
várod,1
váradi,5
Katihoz,3
nemsokára,8
bébé,1
szégyent,1
kistestvéredre,1
kistestvére,2
mitugrálsz,1
látjátok,1
uszkálok,1
véleményetek,1
azzd,1
csillagom,3
leeseik,2
gyia,6
gyüa,1
ahogy,14
mozdony,22
ló,35
hagyj,1
hegyj,1
lovat,7
hagyd,7
sorbavaló,1
lehagy,1
sorompó,4
soropó,1
mehetünk,23
pusaka,1
puskád,13
eneyém,2
tatatata,3
motorost,1
eljönnek,1
fáradok,1
ellopni,1
vonaton,6
ölemben,1
teherautóval,1
tütü,3
metróval,1
metró,1
mozgólépcsövön,1
mozgólépcsön,1
estem,1
ráugrottam,1
mozgólépcsöre,1
tuodo,1
mondott,12
máskor,8
ugorj,17
dudálós,2
puskás,5
kapitányos,2
csedes,1
csendes,2
csendör,1
sorompónak,1
felhö,1
hagyni,3
szines,2
ül,73
kapaszkodom,1
sikerülni,1
gyönyörú,1
szerelő,5
utazz,1
utas,1
megcsináljuk,13
kereke,21
megcsvarom,1
ela,1
fejed,15
megcsavarom,1
becsavarom,2
beromlott,1
ujajaj,1
Icának,1
kosarat,1
kié,42
ezelőtt,1
Béláé,2
lovacska,20
löjjek,2
brumm,2
beumm,1
ts,2
abb,1
ajön,1
Domika,1
Domi,1
kezedbe,7
durvának,1
fested,1
halló,22
kapitányba,1
eldobtattál,1
elteszem,18
haragszik,9
haragud,1
állandóan,4
szörnyü,1
hjujj,1
szivembe,2
lött,1
belelőtt,1
szived,5
vana,2
gyomrom,2
gyomrorm,1
szivecske,2
nyakod,1
kaptunk,3
raöntöm,1
ráöntölek,1
ráöntöd,1
beleteszel,1
lábosba,1
melegitettem,1
ájuljál,2
fonom,1
szememre,1
temetés,2
fúgyi,1
fugi,1
kukucskálj,2
vigyázzol,2
látcsöt,1
karámbolta,1
összekarámolta,1
Dórinak,1
bolgog,1
végre,4
forint,10
folt,3
nyalogok,1
Gyurikám,13
hiv,1
emeld,16
becsuktam,2
kukucskálni,8
szegények,2
szé,3
tetszett,3
fazekas,4
Fazekas,1
békát,4
leszálltam,1
viselkedni,2
viselkedem,1
hogyan,3
megfoglak,5
lábammal,1
ut,3
lássalak,1
rrr,2
zumm,1
megesszük,5
bárányt,3
bárány,18
megeszük,1
müanyag,2
megkeressem,2
perc,10
múlva,5
visszajövök,4
fenn,5
szobádban,2
férünk,1
mica,1
lökjél,1
gomb,12
csizma,1
mar,1
Éviké,1
vonatunk,1
vágányával,1
vágánnyal,1
vágány,2
hozzám,13
uu,3
suu,1
cseréljünk,3
csréljünk,2
vezetó,1
pirosa,1
veszély,1
alábujok,1
bör,1
volán,2
ót,1
összeromlott,1
nekimentünk,2
vezet,4
aktona,1
tisztviselő,1
vezetek,2
Barnabácsinak,1
puskája,15
rr,1
ojajaj,1
kikapsz,6
engedj,2
szeretelek,1
malackodjunk,1
maka,2
buuu,2
lawaj,1
dudlis,3
puszkát,1
iii,2
dobálni,4
rosszalkodjál,7
kosi,1
szemedre,1
vas,1
cicák,3
legyen,64
hegyes,2
vettem,4
papapapapapapa,1
bubububu,1
babababa,2
letört,1
letöröm,2
dádádádádá,1
szegényt,2
dadadadad,1
böbö,1
dödödi,1
kerestem,1
találtam,11
visszaadod,5
lelönek,1
hagyjál,2
halva,1
alul,3
mutass,4
mutassam,5
tudommutatani,1
szaladj,6
háromszöget,2
lázad,2
letöröltem,1
raljál,1
leverni,1
szakadd,1
nincshajad,1
kopasz,3
megverni,1
idejön,13
legyünk,2
rosszak,3
meselj,1
mesét,5
mesélni,11
mesélj,9
kártyapofa,2
mesélsz,2
szemére,1
halljátok,1
helyes,7
malacka,5
akarta,7
túrnia,1
elesett,9
kitörött,5
fölmászott,6
holnem,1
hallgassunk,1
kávéka,1
megettem,6
zölddel,1
zööööld,1
jelent,4
mesélek,4
Farkas,2
hivták,1
arrul,1
szarvas,1
öz,1
szaladni,3
takarjuk,1
ideje,4
fárad,1
oráig,1
nézték,1
játéka,2
elveszed,5
focim,1
sajnos,23
futbal,1
lapda,1
új,27
kélem,4
takarö,1
keressetek,3
hamar,5
ágyiko,1
beletegyük,1
takaró,18
álmokat,1
kivánunk,1
játékod,2
simogasd,5
agyon,1
nyomod,5
rálöttél,1
másszon,5
al,2
kellemes,1
háziko,1
keresünk,7
hozunk,6
találtunk,3
úúú,3
kobb,1
elfeküdtél,1
fürödnek,1
mosakodtam,1
megsöpörtem,1
fölakasztom,1
várom,3
lemegyek,5
lement,5
házikója,3
ágyikóba,11
rámolj,1
macimat,1
takaritds,1
kefére,1
lépjen,1
lemegy,7
mókos,1
megyet,1
mehetek,7
sziasztok,13
hivjak,1
szevusz,1
tanitsuk,2
ilyent,1
tanitsd,2
tanulj,1
eee,5
elvesz,1
tabitsd,1
bánts,2
szeretei,1
simogatást,1
kisbaba,36
Liviának,2
név,3
Livi,2
Livcsi,1
Zoltán,4
bébi,8
szbaó,1
nedves,2
kasztam,1
evá,1
szervasztok,1
Ilonka,21
valamikor,3
osztályon,1
nézéd,1
többször,6
lábon,3
beszorit,1
uuuu,1
erósen,1
kiabál,10
virágom,2
cukorkám,1
megreszket,1
álla,4
elüt,1
ro,1
vödröket,1
felvenni,6
mosolyog,1
apa,88
rókácskám,1
átszaladt,1
tünt,1
tüny,1
hozzád,12
férsz,3
kicsikém,10
Évám,1
legokosabb,2
buuuuuuuuuu,1
buuuuuuu,1
szépo,1
osa,1
kapunk,3
tejet,16
ordits,3
mindjárrt,1
Molnár,3
régen,7
szombaton,2
nyuljo,1
lökni,2
épitöt,1
épitettem,2
épitenmi,1
Baross,1
leteszed,2
eltépni,3
bagy,1
tiedet,2
madárka,15
bran,1
prec,1
beküldlek,1
ságával,1
lá,2
láotd,1
széle,2
aszéle,1
mozdulom,2
oldalából,1
nehezebb,2
halacskám,5
verekedjél,1
belestem,2
beestél,1
beleesni,1
beesni,2
jégbe,1
amikorelolvad,1
szomoru,1
Delia,3
hivanak,1
Délia,6
neve,7
neved,2
fázatok,1
tudjatok,1
pár,15
bezár,1
bezárt,3
kapni,6
sem,28
papucsom,9
vesz,9
cipőmet,1
hajót,16
vadultok,1
nemadja,1
Monika,11
darusautót,4
darusautó,1
szedik,1
hogyne,3
szétszedni,10
traktort,8
szedte,12
Gabit,1
picike,5
vitorlás,8
üvölteni,1
mászol,4
tálalva,1
hajó,32
száll,2
füstje,1
robotot,1
robot,2
nézed,10
láttuk,7
vertem,1
rendre,1
neveljük,1
veréssel,1
pisztoly,3
löjj,1
gyeterk,1
uszunk,3
szokta,11
apucim,1
apucit,5
löttél,1
szadista,1
hajlamai,1
beleesek,1
halkabban,1
játszanátok,2
beleesnek,1
kiszivom,1
beletettünk,1
töttem,1
viselkedjetek,4
apiros,1
rózsaszin,1
tökéletes,1
rózsaszinü,1
fölteszem,2
mennyim,2
leöttem,1
ötöt,2
kast,1
kastélyba,1
Duna,8
Dunábó,1
cipőm,1
jej,1
megijedt,3
megijdet,1
ijedtem,2
megijedtem,3
ijdetem,1
megijdete,1
ferde,1
düljön,1
fölállsz,1
leveszed,4
lehúzod,3
kucso,1
ojjji,1
megijedtél,9
magnesis,1
fölállitom,1
dülteni,1
potyka,1
potyika,2
felállitom,1
wunderbár,2
szerü,1
palinta,3
tegyetek,3
rátegyem,2
visszateszük,2
elősző,1
r,2
földön,18
rázzátok,1
felálljatok,1
elájultam,5
pukkanástól,1
Dunába,11
Duná,1
fönt,16
beleesünk,1
takaritó,1
olyen,1
területen,1
rohangáljunk,1
eleseünk,1
sétalni,1
gyors,3
gyorsabban,5
vadulni,2
bölcsike,1
megett,2
