Word,Frequency
óda,6
repülô,8
Dinike,3
adjak,1
kéri,1
kivettem,8
szemétbe,4
kidobtam,5
tijed,2
hintázol,2
csikokokokács,1
pikapapapács,1
kikopapapász,1
Miklóská,1
letet,1
ááá,4
róla,3
elbujt,11
felállok,2
Gabika,2
cicus,3
kóka,1
moni,1
móka,2
koka,3
ement,34
hintázik,5
brrm,1
vonattal,4
brmm,9
eltóltam,1
szálljatok,1
eltoltam,1
állomásba,3
állomás,3
vonaton,5
fölmenni,4
állatkertbe,4
elvenni,4
tôle,4
kiszáll,3
végállomásból,2
óó,1
száll,3
felmenni,1
mentél,3
keresel,2
szeretném,4
megnézni,10
fölszállok,1
fölszállni,3
végeztem,1
vezetni,2
vigyázz,11
pincébe,3
láttam,11
toljuk,3
hintapalinta,8
füzök,1
ültél,1
pukk,2
összement,2
kocakákat,1
mhm,2
hü,7
uhuh,3
üveg,6
szétszdem,1
tu,12
bisztos,3
senkinek,1
énnek,1
marha,2
ejnye,7
ejny,1
lelö,1
lö,4
téged,8
fü,8
lelötted,3
elestünk,1
ót,7
azokat,3
elesünk,1
esek,1
hijh,1
szörnyü,1
leesik,4
mafláskodtál,1
hozott,2
kettó,1
odadom,5
magasan,2
fölment,11
elaludt,1
hjéh,1
úton,1
út,2
csinájunk,2
fussál,1
vacsorája,1
hjeh,1
kenyeret,6
terssék,1
játszanak,2
levettem,2
nek,4
húzd,1
neee,2
dobáltam,1
összeütköztem,1
dobolt,1
kastély,1
kastélyzd,1
nemadom,1
beszállok,1
idejössz,2
eltört,7
löjjön,2
Miklóst,1
Tündit,1
lenyel,1
falat,5
temetöbe,2
pancsizzál,1
elveszik,1
kivetted,2
poharat,7
vigyünk,1
vizbôl,2
bogarat,7
cipôdbe,1
tegyed,1
vizet,20
bedugtál,1
bogarod,1
avvel,1
kezemre,1
pricceljél,1
bennünket,2
visszajön,4
kuglit,2
vegye,1
kezünk,1
bbúúú,1
csiga,14
érted,3
am,11
ami,26
köz,1
bogarak,2
laknak,1
hangya,9
kaka,41
kak,4
hee,1
Bars,1
ereszd,1
puskámat,3
ereszed,1
sírtál,2
beviszi,2
onna,1
bevitték,1
ka,92
vidd,7
Katit,2
pered,1
ezeket,6
piszkokat,1
teknösbéke,1
kakcsit,1
emged,1
segitsd,2
Katin,1
babab,1
ábababa,1
ssss,1
sorba,4
visz,2
du,5
dudáltam,1
mehetünk,3
dudálni,1
töö,1
dut,1
sorompó,1
hagyom,2
brrrrr,1
szétdobálom,1
zárni,1
inditom,1
felmászom,1
Tü,9
dudál,3
megnyomni,1
jösssz,1
apuci,9
dudálós,1
hajó,30
kloss,1
kapitány,1
upp,1
felhö,1
nézzél,1
lemegy,1
szerelô,2
bagy,1
megdudálok,1
Icát,1
Béláé,1
negyon,1
durva,1
szerelem,3
haragud,1
haragszom,1
ezekek,1
mondodd,1
beleteszlek,1
lábosba,2
beletettelek,2
leleövöm,1
gyomrodat,1
szivedet,3
lelövök,2
betettelek,2
fénykép,4
eldöl,1
pénz,10
Dominakadjál,1
Dominak,1
csónak,1
minket,2
szállni,2
hoztunk,1
edényt,2
szalvétát,2
csomagolva,1
hévvel,2
hév,5
vonatra,1
odaültem,1
vonatomra,1
ti,19
fujtsam,1
blö,5
lassa,1
lasabban,1
kli,2
lábunkat,1
ágyról,1
lelöklek,1
csunyán,1
feltetted,1
lábad,2
ted,6
mási,6
szaladjunk,2
egyetek,1
bárányt,1
uszik,6
harapd,1
halacská,1
baj,21
gyerünk,5
bokorba,2
bokor,4
kimenni,7
gomb,27
dió,3
csizmába,4
legyünk,1
csizmád,1
csizmádat,1
hó,21
csizma,1
vá,5
gá,2
bé,5
ga,41
tetszik,2
ladába,1
elhoztuk,1
eszünk,5
dinnyét,1
zsebedbe,4
zsebed,1
me,44
kölyök,1
dülöngözzünk,1
bruu,1
kiabálj,2
megijedtél,2
ts,5
ad,36
tyhu,1
karod,1
száljál,1
tyhü,2
khu,3
engedj,2
szeretsz,1
maka,5
táti,3
táta,1
tata,5
ta,34
lelövöm,2
farkasokat,1
löni,1
törni,1
busi,2
busika,1
csainál,1
pacs,2
pacska,1
pacspacs,1
megvertelek,1
nö,1
kezed,1
kártya,2
kártyapofa,1
gugá,1
batiguga,1
padadadada,1
ilyesztget,1
kalap,14
tarka,2
füle,8
lakni,3
megeszem,9
kávét,7
Tündihez,1
ojjaj,1
megitta,1
bögrét,1
leszálltam,1
lámpa,4
Farkas,1
civám,1
biip,1
cscs,1
csiu,1
szádba,2
rágd,2
Katyka,1
anyukája,13
nyaljad,1
énkérem,1
találok,1
szerbusz,5
engedd,3
fürödnek,1
lementem,1
megfogtam,5
nekünk,3
házikóba,5
pancsa,1
gonosz,4
hra,2
pam,5
visszadjuk,1
Bartabácsi,1
bart,1
ágyikó,10
püü,1
babának,6
beszél,4
Ici,1
ciróka,2
maróka,2
Ilonka,13
Zoltán,5
állok,1
tettem,4
lekvárt,3
tetem,1
pilóta,3
midlóta,2
bikocsa,1
mééér,1
ül,52
prrrr,2
prrrrc,1
kiabál,3
Dani,1
bemegyek,16
mennék,1
kiabáltál,1
bántott,4
szedjük,4
játékokat,1
egyiket,5
leszállt,1
taxi,2
zsebemebe,1
föltettem,1
halacskákat,2
fogja,1
whoop,1
rakott,1
gyúgyu,1
görbe,3
adtak,1
fán,3
vizike,3
beleestem,25
ságával,1
ablak,23
kocka,22
uszunk,1
kijöttem,1
kértem,2
elvetyte,1
Delia,1
beestem,2
fáznak,1
cipôm,5
vesz,1
cipôd,1
anyucid,1
papucsod,1
teherauto,2
nagyobb,4
nnagyobb,1
ittis,1
hajót,21
kialány,1
traktort,6
falu,1
Gabit,2
lelöjjem,1
vitorlás,2
negy,1
füstje,1
lelöttem,3
puskás,4
tenger,1
állitsd,2
apuska,1
pusakám,1
pisztoly,2
vagytok,1
Gyurit,1
ej,8
lelött,1
lötek,1
Gábort,3
hintázok,1
anyucim,4
bôlcsiben,1
apucit,3
löttem,1
visszalöttem,1
elvisz,6
apucimhoz,1
hallottad,1
mondott,3
beleesek,1
beleestünk,1
öntöttem,2
ledobtam,1
zöl,1
rózsa,1
szin,1
fehért,1
fölteszem,1
fölvettem,2
megijdetem,1
majdnem,9
megijedtem,3
dülj,4
düljön,1
eldúlni,1
fönt,13
leveszem,2
ledölt,2
eldült,3
összedült,2
kezdi,1
fogjuk,2
ledült,4
potyka,11
potyika,2
eltörik,2
dúlni,1
földön,10
eldülni,1
jeges,2
elájultam,2
picike,3
Dunába,6
csúsztam,1
idegyön,1
csúszok,1
él,2
Duna,5
egysze,1
esünk,2
büdös,4
szag,1
rohangáljunk,1
rohangálunk,2
áááá,1
szaladni,1
gyorsabban,2
gyorabban,1
bölcsike,7
torcs,1
csi,16
tornyot,8
olyant,1
Debrecenbe,1
kéne,5
mmmm,4
mehetnek,1
hidom,1
dongó,6
asztal,24
alatt,4
dongóka,4
pötty,3
rontottam,1
emeletes,1
rontani,1
majs,1
zsazsipá,1
összeszedem,2
kalapács,7
sssssssss,1
kakapácsolok,1
szétkalapáltam,2
csücskit,1
aza,2
püföljed,1
kalapálok,8
földo,1
kalapáltam,2
kapa,5
di,11
adjadam,1
dinikének,1
macika,9
macka,1
macska,4
macsóka,1
megmondtam,1
lehetett,1
fölszedni,1
anyucika,4
szemetes,1
sz,1
apuka,5
elkezd,1
tárcsázni,1
felhivom,1
apucimat,1
abból,4
bölcsiból,1
hazamegyünk,1
jójó,1
lenne,4
Balog,3
Ilona,1
bú,7
csokoládi,1
elbújok,20
bujam,1
falacs,1
elviszek,1
ideteszem,3
kop,26
autóm,7
fordul,3
ulünk,1
neni,3
csinálnak,11
néz,21
nén,1
enyémét,1
elindult,2
labdázunk,5
foci,2
anditól,2
lapátomat,3
mangó,18
magnót,10
nézzunk,1
mangót,5
nézzünk,7
fölmászok,6
bici,3
megállt,1
füstöl,5
bicikliz,1
fölött,2
Moninak,4
elbújt,29
kopogot,1
eger,2
nagyobbat,2
gödör,2
Dorcsinak,2
mica,3
televizió,1
kersz,1
miót,1
dobolok,1
megfog,8
süt,8
nap,14
visszamegyünk,1
becsukjuk,4
rádiót,8
tetejét,3
alszunk,18
párnát,5
Andié,12
párna,21
párnák,1
kockaból,1
kockával,4
nyisd,11
kinyissuk,15
kinyitok,2
kinyitunk,1
kinyitjuk,2
nyuszim,1
vagyyok,1
Dorcsi,10
kiöntötte,4
kimegyünk,6
udvarban,1
virágot,43
réka,15
sütö,1
forintot,7
ötöst,2
pogácsát,2
ött,1
cipô,1
siessünk,6
dob,15
sárba,5
elgurítottam,1
sikerült,8
bácsim,6
vau,27
sört,2
bá,67
Moncsika,9
beletesszük,1
kiöntök,1
bogárnak,2
fulbálozzunk,1
Moni,31
bicilizek,1
simogatom,2
bogárt,3
sütök,1
sarkába,2
beviszem,2
sétálunk,3
öntöm,2
tortába,1
csokolát,1
lapátodat,1
lapátod,1
csüccsüljuk,1
pillángóba,1
szállták,1
utcánkba,1
másikba,2
keres,1
elbújtam,1
Moncsi,184
egér,35
lyukba,10
elmentek,3
rádiot,1
egeret,5
eltesszük,5
alszanak,6
gyerekek,18
motor,13
bujuszával,1
kalapácsom,2
mossuk,4
kezet,8
homokozunk,5
keressünk,2
elbuújunk,1
elbujok,3
mango,7
mangóhoz,6
Bárna,3
mász,6
eldugurult,1
kockák,3
elbút,24
sincs,1
dolgozunk,5
kezeimmel,1
Moncsinak,13
egérke,18
pupa,5
kupa,1
fának,1
kupája,1
fent,1
kéménynél,2
pupák,1
lefeküdni,3
pipára,1
Zolikáé,47
kémény,8
Moncsihoz,6
kakis,5
levesszünk,1
elférem,1
elfér,2
segits,5
tapsolunk,1
Zolikának,10
fércsi,1
halacskam,1
törpebácsi,5
kijön,8
Moncsival,7
bijjunk,1
bogárz,1
mégvan,2
kör,1
csokolom,1
kijöm,1
Moncsikát,1
nevet,4
égér,1
alig,8
bírom,9
aziá,1
bács,24
szoktát,1
kockákat,5
kerékeket,1
meghozom,1
megfogok,2
félgz,1
éger,1
várjátok,1
öld,5
zöltem,1
alszom,5
kéf,1
kety,1
kess,1
kenyért,4
tercsi,1
narancs,1
pa,86
kérm,5
cserelunk,1
elrepült,3
babócs,1
ég,9
vége,9
dolgozok,1
pizk,1
balacska,1
kezede,1
elmo,1
alács,1
buborék,1
törpebács,1
aluszunk,1
aludok,2
megmossuk,2
idô,8
ido,2
elvisszük,2
szerda,1
napoztam,1
villámlik,1
jöttek,1
Zolika,102
autózunk,1
babucska,1
autozunk,1
viragot,2
Zoli,33
Evike,8
tornázik,2
tánc,1
hintával,1
halacs,6
magnó,17
ágyikót,3
picit,14
máma,1
megjött,5
Moncs,7
pipis,1
bogárka,1
pok,4
pokat,1
autók,3
angót,1
papucsom,4
épitjünk,3
tornyat,1
papirost,1
kötény,5
szobába,21
tornot,2
áll,18
tisztába,1
tejet,4
megkeresem,2
siesd,2
tegyünk,3
fusd,1
bácsiká,1
söpört,1
kezemmel,3
házikóban,3
bácsikó,4
homot,1
autozom,1
pénzem,4
kóma,7
bu,41
egyetünk,1
Vio,1
autóval,10
csücsüljünk,2
csücsüljök,1
játszom,2
siess,2
bássi,1
iboly,1
csicsi,17
golya,1
csücsünk,2
megmutasd,3
kocsit,3
Moncsíé,1
szervusztok,3
kicsival,1
Zoliká,14
labdátt,1
labdát,12
bobábaba,1
indít,1
madárka,2
leszállunk,2
autóból,1
föltenni,1
Katike,1
rádióhoz,2
bemegyünk,2
bujok,2
szedjünk,2
lyuk,3
buk,2
anyucikám,4
papucsa,5
verekedünk,7
puskával,1
kardom,1
verekedjetek,1
Moncsit,6
verekedem,1
elköp,1
fázik,6
fölvegy,1
fölveszi,2
táncol,3
papuccsal,2
bebújt,1
elhúztam,1
0meg,1
mutam,2
tornázok,1
csüccsülj,1
kics,1
odaviszem,1
szeg,1
usz,1
virág,19
verekedni,1
segitsel,1
magszógórít,1
mászunk,2
kocan,2
koca,1
puca,1
kilincset,1
tudo,4
egérnek,1
belebüjok,1
mag,4
megetteem,1
kek,1
szétszedtem,1
bacsi,5
gól,2
fiú,15
szétszedük,2
focizzunk,2
kétszer,1
bugorba,1
maradsz,1
csüccsüljök,1
esernyö,1
esernyó,1
elszakadok,3
cupitát,1
piskoz,1
labla,1
pénzt,2
bácsikának,2
ezembe,3
kapunk,1
Zolikát,6
anyuk,1
ágyunkra,1
lapátom,1
apukával,2
ittán,1
bicikli,5
megharapja,2
Tünditôl,1
törbe,3
körbe,9
ké,21
cs,1
unya,1
törp,2
tunya,16
teték,2
tuna,23
Moncsitôl,1
tép,15
audó,1
pioz,1
dizda,1
anyáros,1
ticsi,15
té,9
mény,1
félek,11
autónak,1
bummm,1
Balaton,1
tormán,1
zolika,28
ala,4
told,2
mandó,1
ágyiba,2
csémény,1
témény,8
tormánt,1
tormanak,1
dóitat,2
néd,2
bócsi,1
teretett,1
doipa,1
embe,2
kidú,1
tóna,1
tor,1
tudu,1
alatát,39
ideg,1
titü,1
mamut,1
megmosta,1
temén,1
mutas,1
nénie,1
pitos,1
nénié,5
Ali,1
szum,1
ottan,61
elvisze,2
der,5
tönene,1
jöb,1
tisza,5
tika,1
tikamaka,1
pikos,8
kivegyünk,1
macsünk,1
fölvegyünk,1
autozni,3
bmmmm,1
autózik,7
halatát,3
ó,35
Mancsi,1
Moncsié,35
alata,26
alatta,2
Zóika,1
tezem,2
mita,2
tagyió,1
dad,1
tadíó,1
akar,5
látni,2
baju,1
bácsnak,1
Zolikái,3
szoennek,1
not,2
used,2
témén,1
kéményt,1
oan,1
oida,1
fütöl,1
anyaros,2
adtad,4
ajtóba,3
ajldoba,1
tetövaz,1
do,7
áz,3
mindáz,1
ócsi,1
dué,1
alatá,14
Zolitát,1
mászik,4
üwi,2
óp,1
oi,5
letütülünk,1
tis,2
duma,1
dum,1
tángó,1
tánkos,1
alma,19
tálmagy,1
tánto,1
tánkó,5
tába,1
tôlô,3
medünk,2
titi,15
tukor,7
tuto,1
tap,4
to,20
tutortát,1
Moncsiéé,2
éje,3
moncsi,1
aja,9
Moncska,1
fütyülöm,1
mumutom,1
memutom,1
bojog,1
bügol,1
mindjá,1
ácsi,1
elbú,10
bégpe,1
ozom,9
kakakákat,1
totátat,1
mádi,1
halasz,2
tettô,6
doike,1
doi,1
dota,1
epült,1
ol,1
ént,1
eldobo,1
ista,1
nézzek,4
nyisda,1
pi,43
teter,1
Zóka,1
Zzolika,1
bög,7
pög,1
néda,1
mon,7
mongo,2
mongóta,1
Zóliká,6
bijá,2
bijál,1
méget,1
mégette,1
mégeter,1
sem,12
tisi,2
apuciz,1
anuszi,1
neük,1
ön,4
apa,263
kos,1
óli,1
ídejössz,1
tötönöm,1
tépen,1
aútót,1
elvesz,2
oncsi,1
ték,1
piós,1
ata,8
menjün,1
toron,2
tia,2
dudu,2
em,5
tedünk,1
utánozása,2
ed,40
ideül,2
öménye,1
tész,3
csap,4
Zolié,1
ner,1
nér,1
halata,8
óka,2
táncolni,1
táncolok,1
tánzok,1
vé,3
nin,3
téz,4
térz,2
mréká,1
mrékán,1
albút,3
hal,20
tel,1
tidi,1
tidid,1
odaül,2
owáül,1
anyucihoz,1
nadrágot,2
ebúta,1
ebú,3
terazd,1
teresd,2
terzd,1
terz,1
terezdmeg,1
elteve,1
mindá,11
mülec,1
dá,11
dám,2
tötény,6
oz,1
hozta,5
mindeé,1
egyike,2
an,5
elbúk,7
eldurult,1
elderult,1
kocsiba,4
tivetem,1
toldom,2
totát,1
toták,1
totákat,1
tutyus,1
tenga,1
ók,1
atóma,1
óktóma,2
ófóma,1
ótóma,1
elbúj,5
gyercs,1
odá,2
bum,24
andom,1
Zólikáé,1
ezek,9
bombák,1
Monika,6
ném,2
odao,1
vegyünk,5
venjünk,1
dolgozo,1
dógozni,1
anyuciba,1
edérke,1
ügös,1
azoljunk,1
hodom,1
papír,6
napapí,1
nyits,1
cicamica,2
cicamicát,1
mácsik,2
tita,3
tüköar,1
tükör,10
idé,1
kolát,1
tola,1
kola,1
t,4
sütit,7
píros,2
rókakóma,2
cicaróka,1
sicc,1
titamitá,1
titamita,1
titámicá,1
mo,15
idejöjjön,2
játani,1
titamica,2
rókatóma,1
tic,1
ticamica,1
tolitá,1
térem,2
akátomá,1
rógakóma,1
másika,1
épitjük,5
taliga,1
talika,1
edet,8
máta,2
kucsi,1
bekötni,1
odamedünk,1
kalapá,2
csicsijá,1
dadaka,2
csicsija,1
teretem,4
kalapácsot,2
tücc,1
csicsiba,1
dadak,1
ottán,1
anyuka,22
tutoral,1
fejembe,3
fejende,1
mácsis,1
fél,3
félsz,3
csup,1
televiziót,8
telviziót,1
tutani,1
tánci,7
tántolunk,1
tantáunk,1
okáit,1
Zolikáis,2
taktor,5
tak,22
titunk,1
aútó,1
mászom,3
vezet,7
csicsimamáó,1
csibi,5
épitsünk,1
pingvi,1
torndu,1
csiá,3
buj,11
eld,3
bitók,1
csicsimá,3
dadaká,2
elsz,1
apucinak,1
odát,1
fát,3
elvitta,3
elvit,1
tok,1
dautó,1
dobál,1
rát,1
ota,4
doda,1
bôgre,1
anyucica,1
Bélusnél,1
alat,6
allat,1
ummmmmum,1
husiss,1
Zoltánba,1
isi,2
elet,1
visszajött,2
tornaz,1
téjeg,1
csu,2
építünk,1
mé,7
dodo,4
tináljon,1
víz,24
porogcsaka,1
betetük,2
alul,1
elbújo,1
dokta,1
tóika,1
ida,3
nída,1
máp,1
oizsda,1
térm,1
idába,1
oj,2
odába,1
orát,1
autóva,2
tárgam,1
vanna,1
banna,1
baraa,1
vado,2
alasta,1
óiká,1
mátok,1
eér,2
dee,1
ogtan,1
er,1
tütit,2
nyiss,1
edérte,3
tics,1
süti,7
tüti,1
micsis,1
kötét,2
ú,9
köté,7
tötét,1
tii,1
ooo,2
élbúj,1
lalala,1
nemirs,1
nyuszika,4
alacská,1
ási,1
edér,1
benna,1
ederte,1
bún,1
búndás,1
pál,1
üvöl,1
tóma,1
dobáld,1
óika,2
i,109
pingót,2
nimeg,1
nime,1
földalatti,1
piro,1
piwos,1
zöldek,1
bebújok,1
tevusz,1
tebusz,1
Jozsi,3
tervu,1
ado,5
telefo,1
telefon,11
titálora,1
mede,1
Marcsi,1
hideg,11
aduduawawa,1
tutuelwawa,1
tutuawa,2
ráj,1
pí,2
bibisa,1
tebesd,1
bibi,121
bii,1
brrmm,1
tabad,1
dóika,1
tára,3
papucsomat,6
bissza,1
adobabadobabadoba,1
édaópópeeóp,1
óppá,1
oppá,7
há,66
bábá,3
dabta,1
önni,1
ókáis,1
ói,2
táncoljunk,1
méga,2
mácsi,3
ker,1
töti,4
terete,2
tereted,2
matiti,1
uti,1
dutititát,1
tolatát,1
tití,1
kezembe,10
apucival,5
lovat,2
lovacska,4
rögtön,1
lók,3
ablakon,2
házikódat,1
odaadta,2
törpet,2
eltéptük,1
hajók,4
közepén,2
mamánál,3
veszem,5
szészet,1
szésze,7
rigók,2
golyók,2
fésze,3
szészek,1
megnézzük,13
piga,4
sétálni,5
diók,1
hinta,14
egg,1
tegók,1
pigák,1
pihen,4
lecsüccsülünk,3
golyókat,2
odaadja,3
tányér,5
ebédelni,5
pipázok,4
pipák,3
pipája,6
fütyölök,1
világba,1
túl,3
virágba,1
püngvin,1
tükörök,4
stb,1
elvett,1
pipámat,1
elviszem,4
visszed,1
kivesz,7
bemászni,2
pipát,2
bemászok,8
ágyikóba,3
nevetem,1
odadnit,1
csecsemôt,1
labdák,2
feküdünk,1
mar,2
lábok,1
labdával,3
kastelyt,1
lovacskát,1
lány,2
lovaink,1
tehének,5
cumizzál,1
rág,10
gal,8
lap,1
galambok,1
galamb,1
könyvek,1
olvasunk,1
pancsi,1
alphabet,1
betü,2
repülôk,1
mutassad,1
kicsikém,1
csüccsalj,1
szamdálom,1
zokni,2
beférsz,1
vécére,1
hagyni,1
cipômet,1
rágok,1
meggyógyítod,1
betesszük,2
p,3
ördokta,1
tanci,1
pereg,4
tantó,3
bedü,1
tutus,3
aduk,2
eveszem,1
mandózik,1
szobatiszta,1
tarpebácsit,1
idetetünk,1
törpebácsit,1
alud,3
apuc,2
ementünk,1
da,24
mitinál,1
motunk,1
tappannal,1
tappan,1
motuk,1
oldaljá,1
oldal,1
bugrac,1
Zoika,3
Zoiká,1
mandót,1
bengó,1
bászi,34
ugu,1
gugulj,1
csis,1
megmutom,3
Bélus,6
odé,1
halatá,3
alaták,1
romott,1
dzsió,1
violá,1
pázsik,1
domb,5
Zólikáis,1
oikáís,1
allata,2
evitte,3
hagyunk,1
audni,2
ída,1
tettôt,2
odzom,1
olom,1
odom,3
Doltán,4
doltá,1
tóiká,1
elenbe,1
terzimeg,1
alakát,1
odamenjünk,2
csicsimamáo,1
csicsimamához,3
elveszünk,1
micsinál,2
elvettük,1
vedünk,1
csivettem,5
tivettem,3
kivettöm,2
tietem,1
oló,1
vót,2
tatór,1
tomát,2
tomáz,1
utásd,2
masikat,1
autózni,4
arapo,1
óikáé,1
apja,1
toiis,1
mantis,1
törülköz,1
motátónunk,1
csumedunk,1
vat,1
elfele,1
tta,1
elfolyott,1
tampa,1
táámpája,1
álata,1
dugom,1
doika,1
elmolott,1
elrolott,1
dai,1
aromlok,1
tejeke,1
témé,2
fa,13
eletett,1
timia,1
kitan,1
ben,2
autozo,1
utas,3
ezomotta,1
ezomott,1
ezem,1
ezomlott,1
méeter,1
bacsioine,1
mát,2
pírosz,1
bajá,1
eltedük,1
eldôlt,2
endök,1
teetem,1
tetöt,1
nornot,1
tobába,2
cukrot,2
iti,1
mácsikát,2
ádzsio,2
into,1
autóz,1
mikó,1
nezd,4
fölmászott,1
tom,2
tórom,1
tódom,3
bír,2
iá,2
biák,1
enekelek,1
anu,55
báti,2
pipa,5
Jáno,1
r,1
énekel,2
áno,1
pipáva,1
ándogat,1
anyuti,1
ebújok,2
ebu,1
Mont,1
vidám,1
magnezem,1
magnezük,1
idajön,1
ebotte,2
báj,2
talata,2
matókat,2
apcsit,3
al,1
paputo,1
paputom,1
ebut,3
papucs,12
Ionká,1
tet,1
ábé,1
békó,1
tégnap,1
pá,23
talad,1
tie,1
tala,1
torna,1
ébédelni,1
teretek,1
fete,1
evitt,1
pindi,1
ebút,7
elbut,2
ebéde,1
tervusztok,1
csíe,1
betéptem,1
téptem,1
bácsiná,1
lapács,1
eltépte,4
ebédelünk,2
várunk,1
nnincs,1
készül,1
megenni,2
csodababa,1
levesszük,2
zoknimat,1
traktor,11
traktorot,3
megesszük,3
elütötte,1
fánkba,1
odatette,2
eldobni,2
idetenni,3
fölhúzni,5
kihúzni,1
bácsival,5
jöttünk,5
elgurúlt,1
pingvin,18
küldöm,2
pisilek,6
pisok,1
eltörni,2
megesz,2
pingvint,3
pingvinek,4
játékot,14
leszedtem,2
összerontom,1
engemet,10
ekkora,2
ember,10
bújj,6
antó,1
kajomok,1
megcsip,5
takaritsd,1
boltba,6
megkarmolok,1
futok,1
Zolcsi,3
kikapsz,1
félünk,1
üres,1
gyomra,1
galok,1
kacsád,1
vitte,1
taruk,1
csüccsü,2
elvesszünk,2
kifolyik,1
tojás,1
zabtojás,1
függöny,2
fükör,2
tüköröt,1
piszkoa,1
jegyet,2
heli,2
opternek,1
duga,6
elvittek,1
Bandi,1
búj,5
egérrel,1
egerem,1
megpuszilja,1
tapukát,1
fotélok,1
fotelok,1
csésze,4
megegyy,1
pörög,1
pölyát,1
pelenka,5
pólyát,1
polyát,1
findzsát,2
findzsa,1
valamit,9
tetek,3
fész,1
bán,1
megfürdik,3
kiöntöm,1
fözöm,6
fagyik,1
bántom,1
hamis,1
alzsik,1
bánt,7
rágni,1
Zoltik,1
kelvirág,1
megnézzünk,2
ezektôl,1
bagolyok,1
térde,3
térdecske,1
lent,4
apucikám,3
apucijön,1
olvasd,2
kisnak,1
hívták,1
usznak,3
pérék,1
elvesszük,2
papucsokat,1
széken,3
pingvek,2
összemennek,1
bújjunk,6
piszok,1
nagytata,1
tatát,2
majom,13
majomok,1
felét,1
szádamba,1
katonát,6
kenyerek,1
kosárak,1
kiöntöttöm,1
börét,1
megmosom,3
pisilnek,1
kakilok,1
kukucskálunk,1
gvinek,4
gvin,1
gvink,1
meggyógyitok,1
eddig,7
papucsát,1
taru,7
bedobta,1
bimbók,1
ís,1
csinald,2
meggyógyítsuk,1
megnyom,1
lábamat,2
lábalam,1
megszúrt,2
lábat,2
megcsíptem,1
csikó,3
csikók,1
megmosni,1
apukám,4
fölveszem,4
Balatonra,1
cipôvel,1
egérre,1
befüzni,1
nedves,1
húztád,1
évike,2
ezekkel,4
kekset,3
menjü,1
udvarra,4
kalácsot,2
kekszet,8
udvar,1
bántani,4
magad,1
becsukni,2
csip,9
puszit,4
ómami,1
szól,13
kéret,1
letörni,1
kinyissni,6
gi,3
elmenjünk,1
fölvenni,9
vattát,1
öm,1
fölmászni,2
attól,1
egéret,3
megpuszil,1
puszi,3
simogassuk,1
kopogni,1
egért,2
félni,1
egértôl,1
jöhet,4
kezével,1
elvittem,1
négynéni,1
megcsíp,1
elbújjunk,2
fönie,1
mellett,1
barlangba,2
eldöbe,1
megfogni,10
leteszed,1
fótel,1
jalta,1
lovata,1
gyi,4
istálló,2
mondtam,3
kiül,1
kosárral,1
fölülsz,2
lóva,1
elszakadt,1
meglök,3
erdöbe,1
romániaba,1
hegyek,1
patak,3
fürdövízbe,1
tantón,3
kit,3
lámpát,4
szereti,3
fénnyel,1
csimcsum,1
csumm,2
vatta,1
kinyitni,2
hallgatom,2
bekapcsolom,4
kikapcsolom,1
gombbal,1
csereljünk,5
0ki,1
másiknak,1
fölmegyünk,1
poros,1
pipám,1
halak,1
gó,6
hala,8
esésze,1
bedob,1
karát,1
kérék,1
tehénet,1
kockám,1
arat,1
bemászunk,1
kéke,1
petét,3
fajót,1
fajó,4
faló,1
folyó,1
kugli,1
mosár,1
guritó,1
pancsizzunk,1
iszunk,1
felvegyük,1
dugdug,1
beferjük,1
fölvesszük,3
Moncsitól,1
villany,3
szed,2
szorják,1
tégla,1
elmenni,2
becsukták,1
Moncsikám,1
tatabányára,1
leszállsz,2
vezetek,3
megford,1
dug,3
ták,2
visszajövök,1
spáj,1
bôl,1
idetesszük,1
leszállok,3
beletenni,2
visszaadod,1
beülöl,1
pirosba,2
másikkal,6
kormány,1
golyát,1
daru,6
motorozok,4
dudálj,1
feljön,1
féltem,2
pisilünk,2
betolni,1
visszamegyek,1
autózzunk,1
kiviszem,3
taligámat,3
fölmegyek,2
taligámmal,1
bör,1
szóbába,1
tologatni,1
tolo,1
autózok,4
taligázok,1
taligázni,1
pimbók,2
pin,1
eltenni,2
csat,4
csatolják,1
bácsik,9
tehérkocsi,1
elviszik,1
autónkat,2
semmibe,2
idefigyelj,1
figyélj,1
összekapcsolják,1
felvenni,1
visszahúzzák,1
szekérbe,1
szekér,3
bevinni,2
aut,1
bemenjünk,1
mesz,1
mivel,3
átszunk,1
visszahozza,1
visszahozták,1
bemászik,1
amásik,1
reggelizni,1
eli,1
kocsikázni,1
visszahozzák,2
délután,6
hintázzuk,2
bekapcsol,2
palinta,4
után,3
odatenni,8
kicsatoltam,1
csinós,1
maid,1
guritani,3
guritsuk,2
bebántok,1
füve,1
repülôt,1
reggeli,4
uzsonna,1
papi,5
bási,2
eladta,1
mutatókát,1
mutatokát,1
mutatok,2
autát,1
vita,1
Zólikának,1
adt,1
szérsz,1
ü,36
autt,1
mátit,1
vetô,1
vetû,1
veszünk,5
talag,2
dóra,1
töni,1
talagot,2
vettünk,1
talkát,1
Dóiká,1
adóda,1
tazi,2
ádikó,3
itte,2
migább,2
migá,1
mida,2
keménye,1
vedek,12
lak,2
csicsiva,2
csicssva,1
bedua,1
baboda,9
tocsi,1
babodák,1
babá,1
dogóni,1
at,40
ozo,2
ozok,2
