SF	Freq	Lemma	Analysis	Segmentation
egészet	4	egész	ADJ.SG-ACC	egész-et
akarja	1	akar	V-IND.PRS.DEF.3.SG	akar-ja
akarja	1	akar	V-SBJV.PRS.DEF.3.SG	akar-ja
adni	4	ad	V-NFIN	ad-ni
szeretnék	14	szeret	V-COND.PRS.INDF.1.SG	szeret-nék
szeretnék	14	szeret	V-COND.PRS.DEF.3.PL	szeret-nék
babát	47	baba	N.SG-ACC	baba-t
babát	47	baba	ADJ.SG-ACC	baba-t
fésülni	2	fésül	V-NFIN	fésül-ni
dobta	4	dob	V-IND.PST.DEF.3.SG	dob-ta
törte	2	tör	V-IND.PST.DEF.3.SG	tör-te
epret	1	eper	N.SG-ACC	eper-et
Jánost	1	János	N.SG-ACC	János-t
aranyos	13	aranyos	ADJ.NOM.SG	aranyos
nénit	6	néni	N.SG-ACC	néni-t
fáradt	1	fárad	V-IND.PST.INDF.3.SG	fárad-t
fáradt	1	fárad	V-V.PTCP.PST	fárad-t
fáradt	1	fáradt	ADJ.NOM.SG	fáradt
paci	8	paci	N.NOM.SG	paci
feje	14	fej	N.NOM-PSS3S.SG	fej-e
emeld	3	emel	V-SBJV.PRS.DEF.2.SG	emel-d
fejedet	2	fej	N.SG-PSS2S-ACC	fej-ed-et
fejedet	2	fejed	N.SG-ACC	fejed-et
házat	24	ház	N.SG-ACC	ház-at
mókusnak	1	mókus	N.SG-DAT	mókus-nak
rókának	2	róka	N.SG-DAT	róka-nak
eb	1	eb	N.NOM.SG	eb
tudjon	1	tud	V-SBJV.PRS.INDF.3.SG	tud-jon
menni	29	megy	V-NFIN	megy-nni
menni	29	menik	V-NFIN	menik-ni
Misi	8	Misi	N.NOM.SG	Misi
kapod	1	kap	V-IND.PRS.DEF.2.SG	kap-od
nyomd	2	nyom	V-SBJV.PRS.DEF.2.SG	nyom-d
szállnak	1	száll	V-IND.PRS.INDF.3.PL	száll-nak
megáll	3	megáll	V.IND.PRS.INDF.3.SG	megáll
kocsi	30	kocsi	N.NOM.SG	kocsi
akarom	17	akar	V-IND.PRS.DEF.1.SG	akar-om
nézni	7	néz	V-NFIN	néz-ni
megfogom	7	megfog	V-IND.PRS.DEF.1.SG	megfog-om
csináljuk	7	csinál	V-IND.PRS.DEF.1.PL	csinál-juk
csináljuk	7	csinál	V-SBJV.PRS.DEF.1.PL	csinál-juk
szoktam	3	szokik	V-IND.PST.INDF.1.SG	szokik-tam
szoktam	3	szokik	V-IND.PST.DEF.1.SG	szokik-tam
tóba	2	tó	N.SG-IN+ALL	tó-ba
mondd	7	mond	V-SBJV.PRS.DEF.2.SG	mond-d
bácsinak	29	bácsi	N.SG-DAT	bácsi-nak
bácsinak	29	bácsi	ADJ.SG-DAT	bácsi-nak
nesze	3	nesz	N.NOM-PSS3S.SG	nesz-e
versz	1	ver	V-IND.PRS.INDF.2.SG	ver-sz
puff	17	puff	N.NOM.SG	puff
Barnát	3	Barna	N.SG-ACC	Barna-t
villamos	5	villamos	N.NOM.SG	villamos
villamos	5	villamos	ADJ.NOM.SG	villamos
szék	62	szék	N.NOM.SG	szék
indulunk	3	indul	V-IND.PRS.INDF.1.PL	indul-unk
teherautó	8	teherautó	N.NOM.SG	teherautó
keleti	1	keleti	ADJ.NOM.SG	keleti
pályán	1	pálya	N.SG-ON+ESS	pálya-n
teszel	2	tesz	V-IND.PRS.INDF.2.SG	tesz-el
dudába	1	duda	N.SG-IN+ALL	duda-ba
ment	31	megy	V-IND.PST.INDF.3.SG	megy-t
ment	31	megy	V-V.PTCP.PST	megy-t
ment	31	menik	V-IND.PST.INDF.3.SG	menik-t
ment	31	menik	V-V.PTCP.PST	menik-t
ment	31	ment	V.IND.PRS.INDF.3.SG	ment
ment	31	ment	ADJ.NOM.SG	ment
megütöttem	2	megüt	V-IND.PST.INDF.1.SG	megüt-öttem
megütöttem	2	megüt	V-IND.PST.DEF.1.SG	megüt-öttem
sírsz	3	sír	V-IND.PRS.INDF.2.SG	sír-sz
mutatom	8	mutat	V-IND.PRS.DEF.1.SG	mutat-om
mennek	32	megy	V-IND.PRS.INDF.3.PL	megy-nek
mennek	32	menik	V-IND.PRS.INDF.3.PL	menik-nek
jönnek	14	jön	V-IND.PRS.INDF.3.PL	jön-nek
bogár	58	bogár	N.NOM.SG	bogár
próbálni	1	próbál	V-NFIN	próbál-ni
adsz	2	ad	V-IND.PRS.INDF.2.SG	ad-sz
borsót	1	borsó	N.SG-ACC	borsó-t
adj	4	ad	V-SBJV.PRS.INDF.2.SG	ad-j
papucsot	12	papucs	N.SG-ACC	papucs-ot
csináld	16	csinál	V-SBJV.PRS.DEF.2.SG	csinál-d
leültem	2	leül	V-IND.PST.INDF.1.SG	leül-tem
leültem	2	leül	V-IND.PST.DEF.1.SG	leül-tem
teszed	2	tesz	V-IND.PRS.DEF.2.SG	tesz-ed
levelek	1	levél	N.NOM-PL	levél-ek
virágok	6	virág	N.NOM-PL	virág-ok
vonatot	20	vonat	N.SG-ACC	vonat-ot
János	12	János	N.NOM.SG	János
földalattin	1	földalatti	ADJ.SG-ON+ESS	földalatti-n
szépet	1	szép	ADJ.SG-ACC	szép-et
raktár	1	raktár	N.NOM.SG	raktár
utaznak	1	utazik	V-IND.PRS.INDF.3.PL	utazik-nak
hidat	6	híd	N.SG-ACC	híd-at
kimegy	6	kimegy	V.IND.PRS.INDF.3.SG	kimegy
kiment	7	kimegy	V-IND.PST.INDF.3.SG	kimegy-t
kiment	7	kimegy	V-V.PTCP.PST	kimegy-t
kiment	7	kiment	V.IND.PRS.INDF.3.SG	kiment
kijött	16	kijön	V-IND.PST.INDF.3.SG	kijön-tt
kijött	16	kijön	V-V.PTCP.PST	kijön-tt
képek	1	kép	N.NOM-PL	kép-ek
elrontottam	4	elront	V-IND.PST.INDF.1.SG	elront-ottam
elrontottam	4	elront	V-IND.PST.DEF.1.SG	elront-ottam
halat	15	hal	N.SG-ACC	hal-at
Béla	6	Béla	N.NOM.SG	Béla
kimentünk	1	kimegy	V-IND.PST.INDF.1.PL	kimegy-tünk
kimentünk	1	kiment	V-IND.PRS.INDF.1.PL	kiment-ünk
konyhába	2	konyha	N.SG-IN+ALL	konyha-ba
játék	11	játék	N.NOM.SG	játék
almát	5	alom	N.SG-PSS3S-ACC	alom-a-t
almát	5	alma	N.SG-ACC	alma-t
kutyát	10	kutya	N.SG-ACC	kutya-t
mókust	2	mókus	N.SG-ACC	mókus-t
macit	10	maci	N.SG-ACC	maci-t
csinálunk	14	csinál	V-IND.PRS.INDF.1.PL	csinál-unk
szobában	4	szoba	N.SG-IN+ESS	szoba-ban
haza	11	haza	N.NOM.SG	haza
csinálsz	26	csinál	V-IND.PRS.INDF.2.SG	csinál-sz
kijönni	5	kijön	V-NFIN	kijön-ni
marad	8	marad	V.IND.PRS.INDF.3.SG	marad
zárjuk	2	zár	V-IND.PRS.DEF.1.PL	zár-juk
zárjuk	2	zár	V-SBJV.PRS.DEF.1.PL	zár-juk
csináltál	12	csinál	V-IND.PST.INDF.2.SG	csinál-tál
csináljam	1	csinál	V-SBJV.PRS.DEF.1.SG	csinál-jam
benézett	1	benéz	V-IND.PST.INDF.3.SG	benéz-ett
benézett	1	benéz	V-V.PTCP.PST	benéz-ett
bezárjuk	1	bezár	V-IND.PRS.DEF.1.PL	bezár-juk
bezárjuk	1	bezár	V-SBJV.PRS.DEF.1.PL	bezár-juk
mehet	2	megy	V-POT	megy-het
visszament	1	visszamegy	V-IND.PST.INDF.3.SG	visszamegy-t
visszament	1	visszamegy	V-V.PTCP.PST	visszamegy-t
elveszi	37	elvesz	V-IND.PRS.DEF.3.SG	elvesz-i
farkast	1	farkas	N.SG-ACC	farkas-t
bácsié	14	bácsi	N.SG-PSS4S	bácsi-é
bácsié	14	bácsi	ADJ.SG-PSS4S	bácsi-é
egye	3	egy	N.NOM-PSS3S.SG	egy-e
kimegyek	7	kimegy	V-IND.PRS.INDF.1.SG	kimegy-ek
begyük	1	begy	N.NOM-PSS3P.SG	begy-ük
kapcsold	7	kapcsol	V-SBJV.PRS.DEF.2.SG	kapcsol-d
kiveszem	10	kivesz	V-IND.PRS.DEF.1.SG	kivesz-em
székem	3	szék	N.NOM-PSS1S.SG	szék-em
tesszük	3	tesz	V-IND.PRS.DEF.1.PL	tesz-jük
akvárium	1	akvárium	N.NOM.SG	akvárium
elromlott	27	elromlik	V-IND.PST.INDF.3.SG	elromlik-ott
elromlott	27	elromlik	V-V.PTCP.PST	elromlik-ott
kereke	4	kereke	N.NOM.SG	kereke
kereke	4	kerék	N.NOM-PSS3S.SG	kerék-e
megcsináltad	2	megcsinál	V-IND.PST.DEF.2.SG	megcsinál-tad
megkapom	1	megkap	V-IND.PRS.DEF.1.SG	megkap-om
forog	4	forog	V.IND.PRS.INDF.3.SG	forog
kapom	11	kap	V-IND.PRS.DEF.1.SG	kap-om
ülj	26	ül	V-SBJV.PRS.INDF.2.SG	ül-j
piszkálod	2	piszkál	V-IND.PRS.DEF.2.SG	piszkál-od
melegen	1	meleg	N.SG-ON+ESS	meleg-en
melegen	1	meleg	ADJ.SG-ON+ESS	meleg-en
melegem	2	meleg	N.NOM-PSS1S.SG	meleg-em
nénihez	5	néni	N.SG-AT+ALL	néni-hez
leveszi	3	levesz	V-IND.PRS.DEF.3.SG	levesz-i
levenni	4	levesz	V-NFIN	levesz-nni
kötve	2	köt	V-V.CVB	köt-ve
anyu	274	anyu	N.NOM.SG	anyu
halló	36	hall	V-V.PTCP.PRS	hall-ó
halló	36	hallik	V-V.PTCP.PRS	hallik-ó
hallom	2	hall	N.NOM-PSS1S.SG	hall-om
hallom	2	hallom	N.NOM.SG	hallom
hallom	2	hall	V-IND.PRS.DEF.1.SG	hall-om
pisilni	14	pisil	V-NFIN	pisil-ni
pisiltem	3	pisil	V-IND.PST.INDF.1.SG	pisil-tem
pisiltem	3	pisil	V-IND.PST.DEF.1.SG	pisil-tem
megcsinálják	3	megcsinál	V-IND.PRS.DEF.3.PL	megcsinál-ják
megcsinálják	3	megcsinál	V-SBJV.PRS.DEF.3.PL	megcsinál-ják
telefont	2	telefon	N.SG-ACC	telefon-t
cirkusz	4	cirkusz	N.NOM.SG	cirkusz
menj	31	megy	V-SBJV.PRS.INDF.2.SG	megy-j
menj	31	menik	V-SBJV.PRS.INDF.2.SG	menik-j
csend	2	csend	N.NOM.SG	csend
nyelv	1	nyelv	N.NOM.SG	nyelv
nyelve	2	nyelve	N.NOM.SG	nyelve
nyelve	2	nyelv	N.NOM-PSS3S.SG	nyelv-e
nyelve	2	nyel	V-V.CVB	nyel-ve
siet	2	siet	V.IND.PRS.INDF.3.SG	siet
madár	10	madár	N.NOM.SG	madár
Mari	1	Mari	N.NOM.SG	Mari
telefonálok	12	telefonál	V-IND.PRS.INDF.1.SG	telefonál-ok
hóember	4	hóember	N.NOM.SG	hóember
motort	8	motor	N.SG-ACC	motor-t
rontsa	2	ront	V-SBJV.PRS.DEF.3.SG	ront-ja
elrontja	1	elront	V-IND.PRS.DEF.3.SG	elront-ja
számold	1	számol	V-SBJV.PRS.DEF.2.SG	számol-d
elvettem	20	elvesz	V-IND.PST.INDF.1.SG	elvesz-ttem
elvettem	20	elvesz	V-IND.PST.DEF.1.SG	elvesz-ttem
utcán	1	utca	N.SG-ON+ESS	utca-n
kockát	26	kocka	N.SG-ACC	kocka-t
szemét	4	szem	N.SG-PSS3S-ACC	szem-e-t
szemét	4	szeme	N.SG-ACC	szeme-t
szemét	4	szemét	N.NOM.SG	szemét
szemét	4	szemét	ADJ.NOM.SG	szemét
villanyt	2	villany	N.SG-ACC	villany-t
sötét	7	sötét	N.NOM.SG	sötét
sötét	7	sötét	ADJ.NOM.SG	sötét
kapd	2	kap	V-SBJV.PRS.DEF.2.SG	kap-d
cica	44	cica	N.NOM.SG	cica
mérges	6	mérges	ADJ.NOM.SG	mérges
hasad	2	has	N.NOM-PSS2S.SG	has-ad
hasad	2	hasad	N.NOM.SG	hasad
hasad	2	hasad	V.IND.PRS.INDF.3.SG	hasad
jársz	1	jár	V-IND.PRS.INDF.2.SG	jár-sz
jártam	2	jártam	N.NOM.SG	jártam
jártam	2	járta	N.NOM-PSS1S.SG	járta-m
jártam	2	jár	V-IND.PST.INDF.1.SG	jár-tam
jártam	2	jár	V-IND.PST.DEF.1.SG	jár-tam
ördög	4	ördög	N.NOM.SG	ördög
dühöng	1	dühöng	V.IND.PRS.INDF.3.SG	dühöng
elefánt	7	elefánt	N.NOM.SG	elefánt
adtam	9	ad	V-IND.PST.INDF.1.SG	ad-tam
adtam	9	ad	V-IND.PST.DEF.1.SG	ad-tam
felvettem	1	felvesz	V-IND.PST.INDF.1.SG	felvesz-ttem
felvettem	1	felvesz	V-IND.PST.DEF.1.SG	felvesz-ttem
harap	3	harap	V.IND.PRS.INDF.3.SG	harap
átmegy	2	átmegy	V.IND.PRS.INDF.3.SG	átmegy
szegény	5	szegény	N.NOM.SG	szegény
szegény	5	szegény	ADJ.NOM.SG	szegény
szedve	1	szed	V-V.CVB	szed-ve
papa	24	papa	N.NOM.SG	papa
törpe	26	törpe	N.NOM.SG	törpe
törpe	26	törpe	ADJ.NOM.SG	törpe
leesett	8	leesik	V-IND.PST.INDF.3.SG	leesik-ett
leesett	8	leesik	V-V.PTCP.PST	leesik-ett
dobtam	5	dob	V-IND.PST.INDF.1.SG	dob-tam
dobtam	5	dob	V-IND.PST.DEF.1.SG	dob-tam
házik	2	házi	N.NOM-PL	házi-k
ige	58	ige	N.NOM.SG	ige
mondom	3	mond	V-IND.PRS.DEF.1.SG	mond-om
vár	5	vár	N.NOM.SG	vár
vár	5	vár	V.IND.PRS.INDF.3.SG	vár
láttad	3	lát	V-IND.PST.DEF.2.SG	lát-tad
dönt	1	dönt	V.IND.PRS.INDF.3.SG	dönt
hatalmas	2	hatalmas	N.NOM.SG	hatalmas
hatalmas	2	hatalmas	ADJ.NOM.SG	hatalmas
remeg	1	remeg	V.IND.PRS.INDF.3.SG	remeg
házikót	11	házikó	N.SG-ACC	házikó-t
vacsorázni	1	vacsorázik	V-NFIN	vacsorázik-ni
foglak	1	fog	V-IND.PRS.LGSPEC1.1.SG	fog-lak
fogta	1	fog	V-IND.PST.DEF.3.SG	fog-ta
szobor	2	szobor	N.NOM.SG	szobor
nyissuk	4	nyit	V-SBJV.PRS.DEF.1.PL	nyit-juk
Gyuri	4	Gyuri	N.NOM.SG	Gyuri
korona	1	korona	N.NOM.SG	korona
verekedj	1	verekszik	V-SBJV.PRS.INDF.2.SG	verekszik-j
verekedj	1	verekedik	V-SBJV.PRS.INDF.2.SG	verekedik-j
megnézem	26	megnéz	V-IND.PRS.DEF.1.SG	megnéz-em
apu	52	apu	N.NOM.SG	apu
odaadod	9	odaad	V-IND.PRS.DEF.2.SG	odaad-od
maci	110	maci	N.NOM.SG	maci
figyeld	7	figyel	V-SBJV.PRS.DEF.2.SG	figyel-d
csipogó	1	csipog	V-V.PTCP.PRS	csipog-ó
csipog	1	csipog	V.IND.PRS.INDF.3.SG	csipog
béka	12	béka	N.NOM.SG	béka
mutatni	1	mutat	V-NFIN	mutat-ni
bika	2	bika	N.NOM.SG	bika
hozom	25	hoz	V-IND.PRS.DEF.1.SG	hoz-om
kötényt	8	kötény	N.SG-ACC	kötény-t
elesni	1	elesik	V-NFIN	elesik-ni
piszkos	41	piszkos	ADJ.NOM.SG	piszkos
mondta	17	mond	V-IND.PST.DEF.3.SG	mond-ta
háztól	2	ház	N.SG-AT+ABL	ház-tól
játszani	14	játszik	V-NFIN	játszik-ani
jár	2	jár	V.IND.PRS.INDF.3.SG	jár
számoljunk	5	számol	V-SBJV.PRS.INDF.1.PL	számol-junk
számolunk	7	számol	V-IND.PRS.INDF.1.PL	számol-unk
dere	22	dér	N.NOM-PSS3S.SG	dér-e
veszed	8	vesz	V-IND.PRS.DEF.2.SG	vesz-ed
megmondom	5	megmond	V-IND.PRS.DEF.1.SG	megmond-om
húsz	2	húsz	N.NOM.SG	húsz
nézzetek	2	néz	V-SBJV.PRS.INDF.2.PL	néz-jetek
hat	14	hat	N.NOM.SG	hat
hat	14	hat	V.IND.PRS.INDF.3.SG	hat
nyolc	11	nyolc	N.NOM.SG	nyolc
öt	25	öt	N.NOM.SG	öt
csinálni	12	csinál	V-NFIN	csinál-ni
dugd	1	dug	V-SBJV.PRS.DEF.2.SG	dug-d
meglátja	1	meglát	V-IND.PRS.DEF.3.SG	meglát-ja
cumi	27	cumi	N.NOM.SG	cumi
rontod	5	ront	V-IND.PRS.DEF.2.SG	ront-od
rontom	1	ront	V-IND.PRS.DEF.1.SG	ront-om
tea	5	tea	N.NOM.SG	tea
kakaót	3	kakaó	N.SG-ACC	kakaó-t
kevés	2	kevés	ADJ.NOM.SG	kevés
rak	10	rak	V.IND.PRS.INDF.3.SG	rak
rakom	3	rak	V-IND.PRS.DEF.1.SG	rak-om
csinálom	8	csinál	V-IND.PRS.DEF.1.SG	csinál-om
teát	10	tea	N.SG-ACC	tea-t
engedi	2	enged	V-IND.PRS.DEF.3.SG	enged-i
Gyurihoz	1	Gyuri	N.SG-AT+ALL	Gyuri-hoz
Andim	2	Andi	N.NOM-PSS1S.SG	Andi-m
vegyétek	1	vesz	V-SBJV.PRS.DEF.2.PL	vesz-jétek
számolok	1	számol	V-IND.PRS.INDF.1.SG	számol-ok
eldobta	6	eldob	V-IND.PST.DEF.3.SG	eldob-ta
cicát	7	cica	N.SG-ACC	cica-t
fért	1	fér	V-IND.PST.INDF.3.SG	fér-t
fért	1	fér	V-V.PTCP.PST	fér-t
megnézzem	2	megnéz	V-SBJV.PRS.DEF.1.SG	megnéz-jem
rók	1	ró	N.NOM-PL	ró-k
fölülünk	1	fölül	V-IND.PRS.INDF.1.PL	fölül-ünk
négy	25	négy	N.NOM.SG	négy
járok	1	jár	V-IND.PRS.INDF.1.SG	jár-ok
dolgozni	5	dolgozik	V-NFIN	dolgozik-ni
hét	7	hé	N.SG-ACC	hé-t
hét	7	hét	N.NOM.SG	hét
megkeresek	1	megkeres	V-IND.PRS.INDF.1.SG	megkeres-ek
számolják	2	számol	V-IND.PRS.DEF.3.PL	számol-ják
számolják	2	számol	V-SBJV.PRS.DEF.3.PL	számol-ják
kilenc	6	kilenc	N.NOM.SG	kilenc
ülsz	5	ül	V-IND.PRS.INDF.2.SG	ül-sz
felülök	1	felül	V-IND.PRS.INDF.1.SG	felül-ök
számolja	1	számol	V-IND.PRS.DEF.3.SG	számol-ja
számolja	1	számol	V-SBJV.PRS.DEF.3.SG	számol-ja
számol	2	számol	V.IND.PRS.INDF.3.SG	számol
elvetted	1	elvesz	V-IND.PST.DEF.2.SG	elvesz-tted
autót	43	autó	N.SG-ACC	autó-t
fésüljetek	1	fésül	V-SBJV.PRS.INDF.2.PL	fésül-jetek
haj	1	haj	N.NOM.SG	haj
csukd	15	csuk	V-SBJV.PRS.DEF.2.SG	csuk-d
szemed	2	szem	N.NOM-PSS2S.SG	szem-ed
láttalak	1	lát	V-IND.PST.LGSPEC1.1.SG	lát-talak
bácsitól	4	bácsi	N.SG-AT+ABL	bácsi-tól
bácsitól	4	bácsi	ADJ.SG-AT+ABL	bácsi-tól
szebb	2	szebb	ADJ.NOM.SG	szebb
szebb	2	szép	ADJ.NOM.SG-CMPR	szép-ebb
Miklósom	1	Miklós	N.NOM-PSS1S.SG	Miklós-om
dobott	3	dob	V-IND.PST.INDF.3.SG	dob-ott
dobott	3	dob	V-V.PTCP.PST	dob-ott
odaadtam	3	odaad	V-IND.PST.INDF.1.SG	odaad-tam
odaadtam	3	odaad	V-IND.PST.DEF.1.SG	odaad-tam
jég	4	jég	N.NOM.SG	jég
hasam	2	has	N.NOM-PSS1S.SG	has-am
gyöngy	2	gyöngy	N.NOM.SG	gyöngy
kaszálja	1	kaszál	V-IND.PRS.DEF.3.SG	kaszál-ja
kaszálja	1	kaszál	V-SBJV.PRS.DEF.3.SG	kaszál-ja
ugrálj	2	ugrál	V-SBJV.PRS.INDF.2.SG	ugrál-j
férek	2	fér	V-IND.PRS.INDF.1.SG	fér-ek
ülni	17	ül	V-NFIN	ül-ni
hozd	9	hoz	V-SBJV.PRS.DEF.2.SG	hoz-d
sütöttem	2	süt	V-IND.PST.INDF.1.SG	süt-öttem
sütöttem	2	süt	V-IND.PST.DEF.1.SG	süt-öttem
fagyi	3	fagyi	N.NOM.SG	fagyi
fagylalt	7	fagylalt	N.NOM.SG	fagylalt
fagylalt	7	fagylal	V-IND.PST.INDF.3.SG	fagylal-t
fagylalt	7	fagylal	V-V.PTCP.PST	fagylal-t
nyalni	1	nyal	V-NFIN	nyal-ni
elesel	1	elesik	V-IND.PRS.INDF.2.SG	elesik-el
elestél	1	elesik	V-IND.PST.INDF.2.SG	elesik-tél
jók	1	jó	N.NOM-PL	jó-k
jók	1	jó	ADJ.NOM-PL	jó-k
fagyit	11	fagyi	N.SG-ACC	fagyi-t
ablakban	1	ablak	N.SG-IN+ESS	ablak-ban
reggelt	3	reggel	N.SG-ACC	reggel-t
kosár	2	kosár	N.NOM.SG	kosár
autó	101	autó	N.NOM.SG	autó
elrontod	1	elront	V-IND.PRS.DEF.2.SG	elront-od
állni	1	áll	V-NFIN	áll-ni
garázsba	4	garázs	N.SG-IN+ALL	garázs-ba
töm	2	töm	V.IND.PRS.INDF.3.SG	töm
garázs	1	garázs	N.NOM.SG	garázs
megcsinálja	1	megcsinál	V-IND.PRS.DEF.3.SG	megcsinál-ja
megcsinálja	1	megcsinál	V-SBJV.PRS.DEF.3.SG	megcsinál-ja
hány	3	hány	V.IND.PRS.INDF.3.SG	hány
óra	5	óra	N.NOM.SG	óra
óra	5	ó	ADJ.SG-ON+ALL	ó-ra
Jancsi	1	Jancsi	N.NOM.SG	Jancsi
anyja	1	anyja	N.NOM.SG	anyja
hasra	1	has	N.SG-ON+ALL	has-ra
orr	2	orr	N.NOM.SG	orr
Müller	1	Müller	N.NOM.SG	Müller
tiszta	10	tiszta	N.NOM.SG	tiszta
tiszta	10	tiszta	ADJ.NOM.SG	tiszta
kezem	15	kéz	N.NOM-PSS1S.SG	kéz-em
töröl	3	töröl	V.IND.PRS.INDF.3.SG	töröl
talicska	12	talicska	N.NOM.SG	talicska
baba	506	baba	N.NOM.SG	baba
baba	506	baba	ADJ.NOM.SG	baba
dörzsöltem	1	dörzsöl	V-IND.PST.INDF.1.SG	dörzsöl-tem
dörzsöltem	1	dörzsöl	V-IND.PST.DEF.1.SG	dörzsöl-tem
csúnya	12	csúnya	ADJ.NOM.SG	csúnya
dörzsölöm	1	dörzsöl	V-IND.PRS.DEF.1.SG	dörzsöl-öm
lapáttal	7	lapát	N.SG-INST	lapát-val
rontottad	1	ront	V-IND.PST.DEF.2.SG	ront-ottad
csinálod	3	csinál	V-IND.PRS.DEF.2.SG	csinál-od
jött	31	jön	V-IND.PST.INDF.3.SG	jön-tt
jött	31	jön	V-V.PTCP.PST	jön-tt
dobra	1	dob	N.SG-ON+ALL	dob-ra
eldobok	1	eldob	V-IND.PRS.INDF.1.SG	eldob-ok
dobod	1	dobod	N.NOM.SG	dobod
dobod	1	dob	N.NOM-PSS2S.SG	dob-od
dobod	1	dob	V-IND.PRS.DEF.2.SG	dob-od
öntöd	1	önt	V-IND.PRS.DEF.2.SG	önt-öd
félj	3	fél	V-SBJV.PRS.INDF.2.SG	fél-j
fogod	2	fog	V-IND.PRS.DEF.2.SG	fog-od
szedünk	1	szed	V-IND.PRS.INDF.1.PL	szed-ünk
csin	6	csi	N.SG-ON+ESS	csi-n
fájni	2	fáj	V-NFIN	fáj-ni
bácsihoz	11	bácsi	N.SG-AT+ALL	bácsi-hoz
bácsihoz	11	bácsi	ADJ.SG-AT+ALL	bácsi-hoz
megyünk	55	megy	V-IND.PRS.INDF.1.PL	megy-ünk
látja	2	lát	V-IND.PRS.DEF.3.SG	lát-ja
lova	1	ló	N.NOM-PSS3S.SG	ló-a
lova	1	lova	N.NOM.SG	lova
lapátot	4	lapát	N.SG-ACC	lapát-ot
rátesszük	1	rátesz	V-IND.PRS.DEF.1.PL	rátesz-jük
házam	2	ház	N.NOM-PSS1S.SG	ház-am
nagymama	5	nagymama	N.NOM.SG	nagymama
kapott	2	kap	V-IND.PST.INDF.3.SG	kap-ott
kapott	2	kap	V-V.PTCP.PST	kap-ott
kér	56	kér	V.IND.PRS.INDF.3.SG	kér
hoztam	13	hoz	V-IND.PST.INDF.1.SG	hoz-tam
hoztam	13	hoz	V-IND.PST.DEF.1.SG	hoz-tam
holnap	16	holnap	N.NOM.SG	holnap
innivalót	2	innivaló	N.SG-ACC	innivaló-t
valót	1	való	N.SG-ACC	való-t
hagyjatok	1	hagy	V-SBJV.PRS.INDF.2.PL	hagy-jatok
helyet	2	hely	N.SG-ACC	hely-et
innivalóm	1	innivaló	N.NOM-PSS1S.SG	innivaló-m
szállj	9	száll	V-SBJV.PRS.INDF.2.SG	száll-j
meleg	18	meleg	N.NOM.SG	meleg
meleg	18	meleg	ADJ.NOM.SG	meleg
ennivalót	3	ennivaló	N.SG-ACC	ennivaló-t
ennivalót	3	ennivaló	ADJ.SG-ACC	ennivaló-t
várjatok	1	vár	V-SBJV.PRS.INDF.2.PL	vár-jatok
kaptok	2	kap	V-IND.PRS.INDF.2.PL	kap-tok
látsz	3	lát	V-IND.PRS.INDF.2.SG	lát-sz
indulás	5	indulás	N.NOM.SG	indulás
indulás	5	indul	V-V.MSDR	indul-ás
nézzük	17	néz	V-IND.PRS.DEF.1.PL	néz-jük
nézzük	17	néz	V-SBJV.PRS.DEF.1.PL	néz-jük
zárt	2	zár	V-IND.PST.INDF.3.SG	zár-t
zárt	2	zár	V-V.PTCP.PST	zár-t
zárt	2	zárt	ADJ.NOM.SG	zárt
tütü	28	tütü	N.NOM.SG	tütü
végállomás	1	végállomás	N.NOM.SG	végállomás
leszállás	1	leszáll	V-V.MSDR	leszáll-ás
szállunk	3	száll	V-IND.PRS.INDF.1.PL	száll-unk
kiszállunk	1	kiszáll	V-IND.PRS.INDF.1.PL	kiszáll-unk
beszállás	1	beszáll	V-V.MSDR	beszáll-ás
kanalad	1	kanál	N.NOM-PSS2S.SG	kanál-ad
kanál	4	kanál	N.NOM.SG	kanál
esett	7	esik	V-IND.PST.INDF.3.SG	esik-ett
esett	7	esik	V-V.PTCP.PST	esik-ett
vonatról	2	vonat	N.SG-ON+ABL	vonat-ról
látom	18	lát	V-IND.PRS.DEF.1.SG	lát-om
zászlót	1	zászló	N.SG-ACC	zászló-t
rontsuk	1	ront	V-SBJV.PRS.DEF.1.PL	ront-juk
egyed	1	egy	N.NOM-PSS2S.SG	egy-ed
egyed	1	egyed	N.NOM.SG	egyed
órát	1	óra	N.SG-ACC	óra-t
asztalnál	1	asztal	N.SG-AT+ESS	asztal-nál
lenni	4	lesz	V-NFIN	lesz-nni
csókot	1	csók	N.SG-ACC	csók-ot
homokba	8	homok	N.SG-IN+ALL	homok-ba
indulhat	1	indul	V-POT	indul-hat
utcába	1	utca	N.SG-IN+ALL	utca-ba
üljek	2	ül	V-SBJV.PRS.INDF.1.SG	ül-jek
hátam	4	hát	N.NOM-PSS1S.SG	hát-am
leszünk	1	lesz	V-IND.PRS.INDF.1.PL	lesz-ünk
autóba	6	autó	N.SG-IN+ALL	autó-ba
ülünk	6	ül	V-IND.PRS.INDF.1.PL	ül-ünk
levetted	1	levesz	V-IND.PST.DEF.2.SG	levesz-tted
mackó	6	mackó	N.NOM.SG	mackó
feküdj	15	fekszik	V-SBJV.PRS.INDF.2.SG	fekszik-j
Feri	1	Feri	N.NOM.SG	Feri
lánc	4	lánc	N.NOM.SG	lánc
jaja	3	jaj	N.NOM-PSS3S.SG	jaj-a
