SF	Freq	Lemma	Analysis	Segmentation
szomorú	51	szomorú	ADJ.NOM.SG	szomorú
kezdeni	1	kezd	V-NFIN	kezd-eni
vécébe	9	vécé	N.SG-IN+ALL	vécé-be
segítek	28	segít	V-IND.PRS.INDF.1.SG	segít-ek
csináljon	20	csinál	V-SBJV.PRS.INDF.3.SG	csinál-jon
fölüljön	1	fölül	V-SBJV.PRS.INDF.3.SG	fölül-jön
párducnak	1	párduc	N.SG-DAT.SG	párduc-nak
párduc	12	párduc	N.NOM.SG	párduc
étvágyat	5	étvágy	N.SG-ACC	étvágy-at
bábud	1	bábu	N.NOM-PSS2S.SG	bábu-d
elbújtak	5	elbújik	V-IND.PST.INDF.3.PL	elbúj-tak
sátorba	10	sátor	N.SG-IN+ALL	sátor-ba
várják	3	vár	V-IND.PRS.DEF.3.PL	vár-ják
esznek	13	esz	N.SG-DAT.SG	esz-nek
megnézi	34	megnéz	V-IND.PRS.DEF.3.SG.i	megnéz-i
segít	20	segít	V.IND.PRS.INDF.3.SG	segít
segítesz	27	segít	V-IND.PRS.INDF.2.SG.asz	segít-sz
nyúl	14	nyúl	N.NOM.SG	nyúl
csináltatok	6	csinál	V-IND.PST.INDF.2.PL	csinál-tatok
tigrisnek	2	tigris	N.SG-DAT.SG	tigris-nek
megkeresi	2	megkeres	V-IND.PRS.DEF.3.SG.i	megkeres-i
látlak	4	lát	V-IND.PRS.LGSPEC1.1.SG	lát-lak
véletlenül	6	véletlen	ADJ.SG-BYWAY	véletlen-ül
megkeresni	14	megkeres	V-NFIN	megkeres-ni
diákjaim	1	diák	N.NOM-PSS1S.PL	diák-jaim
tanító	14	tanító	N.NOM.SG	tanító
buszba	4	busz	N.SG-IN+ALL	busz-ba
macinál	1	maci	N.SG-AT+ESS	maci-nál
sátorban	4	sátor	N.SG-IN+ESS	sátor-ban
nyomja	3	nyom	V-IND.PRS.DEF.3.SG	nyom-ja
megkeres	4	megkeres	V.IND.PRS.INDF.3.SG	megkeres
hálózsákot	10	hálózsák	N.SG-ACC	hálózsák-ot
szálljunk	1	száll	V-SBJV.PRS.INDF.1.PL	száll-junk
felvételnek	6	felvétel	N.SG-DAT.SG	felvétel-nek
babakocsit	4	babakocsi	N.SG-ACC	babakocsi-t
babával	16	baba	N.SG-INST	baba-val
hasában	4	has	N.SG-PSS3S-IN+ESS	has-a-ban
tolja	3	tol	V-IND.PRS.DEF.3.SG	tol-ja
gereblye	4	gereblye	N.NOM.SG	gereblye
krokodil	24	krokodil	N.NOM.SG	krokodil
krokodilt	3	krokodil	N.SG-ACC	krokodil-t
barátaim	2	barát	N.NOM-PSS1S.PL	barát-aim
csúszdán	1	csúszda	N.SG-ON+ESS	csúszda-n
hálózsákban	1	hálózsák	N.SG-IN+ESS	hálózsák-ban
vödörben	1	vödör	N.SG-IN+ESS	vödör-ben
rozmárok	1	rozmár	N.NOM-PL	rozmár-ok
vidéket	1	vidék	N.SG-ACC	vidék-et
bújok	1	bújik	V-IND.PRS.INDF.1.SG	búj-ok
kivéve	1	kivesz	V-V.CVB	kivesz-ve
anyóka	8	anyóka	N.NOM.SG	anyóka
békának	1	béka	N.SG-DAT.SG	béka-nak
szórtál	1	szór	V-IND.PST.INDF.2.SG	szór-tál
megjavítjuk	1	megjavít	V-IND.PRS.DEF.1.PL	megjavít-juk
ablakot	6	ablak	N.SG-ACC	ablak-ot
cigarettára	1	cigaretta	N.SG-ON+ALL	cigaretta-ra
anyunak	27	anyu	N.SG-DAT.SG	anyu-nak
hátizsákban	1	hátizsák	N.SG-IN+ESS	hátizsák-ban
létrám	2	létra	N.NOM-PSS1S.SG	létra-m
találom	5	talál	V-IND.PRS.DEF.1.SG	talál-om
létrát	3	létra	N.SG-ACC	létra-t
hátizsák	2	hátizsák	N.NOM.SG	hátizsák
állva	4	áll	V-V.CVB	áll-va
tudjunk	2	tud	V-SBJV.PRS.INDF.1.PL	tud-junk
berendezni	1	berendez	V-NFIN	berendez-ni
csúszdáról	1	csúszda	N.SG-ON+ABL	csúszda-ról
tanári	1	tanári	N.NOM.SG	tanári
iskolás	6	iskolás	N.NOM.SG	iskolás
házi	6	házi	N.NOM.SG	házi
feladatot	1	feladat	N.SG-ACC	feladat-ot
tanultad	1	tanul	V-IND.PST.DEF.2.SG	tanul-tad
megtanulni	1	megtanul	V-NFIN	megtanul-ni
fogtad	3	fog	V-IND.PST.DEF.2.SG	fog-tad
picik	4	pici	N.NOM-PL	pici-k
szomjasak	1	szomjas	ADJ.NOM-PL	szomjas-ak
állnak	6	áll	N.SG-DAT.SG	áll-nak
verset	8	vers	N.SG-ACC	vers-et
elmondanál	1	elmond	V-COND.PRS.INDF.2.SG	elmond-anál
zsákom	4	zsák	N.NOM-PSS1S.SG	zsák-om
mákom	5	mák	N.NOM-PSS1S.SG	mák-om
apához	1	apa	N.SG-AT+ALL	apa-hoz
tanuljunk	1	tanul	V-SBJV.PRS.INDF.1.PL	tanul-junk
kincsem	1	kincsem	N.NOM.SG	kincsem
tart	1	tart	V.IND.PRS.INDF.3.SG	tart
tanóra	1	tanóra	N.NOM.SG	tanóra
késtél	2	késik	V-IND.PST.INDF.2.SG	kés-tél
kedves	9	kedves	ADJ.NOM.SG	kedves
állatok	17	állat	N.NOM-PL	állat-ok
állatokat	15	áll	N.SG-PSS2P-ACC	áll-atok-at
jegesmedve	10	jegesmedve	N.NOM.SG	jegesmedve
állatot	7	állat	N.SG-ACC	állat-ot
ismersz	1	ismer	V-IND.PRS.INDF.2.SG.asz	ismer-sz
ormánya	4	ormány	N.NOM-PSS3S.SG	ormány-a
zsiráfot	8	zsiráf	N.SG-ACC	zsiráf-ot
kettő	120	kettő	N.NOM.SG	kettő
pont	86	pont	N.NOM.SG	pont
rajzold	4	rajzol	V-SBJV.PRS.DEF.2.SG	rajzol-d
sálat	3	sál	N.SG-ACC	sál-at
sapka	15	sapka	N.NOM.SG	sapka
lábára	5	láb	N.SG-PSS3S-ON+ALL	láb-a-ra
rajzoljon	2	rajzol	V-SBJV.PRS.INDF.3.SG	rajzol-jon
emberke	2	emberke	N.NOM.SG	emberke
sál	7	sál	N.NOM.SG	sál
szőre	3	szőr	N.NOM-PSS3S.SG	szőr-e
popója	5	popó	N.NOM-PSS3S.SG	popó-ja
papírra	7	papír	N.SG-ON+ALL	papír-ra
színnel	3	szín	N.SG-INST	szín-vel
válassz	1	választ	V-SBJV.PRS.INDF.2.SG	választ-j
könnyebb	2	könnyebb	ADJ.NOM.SG	könnyebb
rajzolja	3	rajzol	V-IND.PRS.DEF.3.SG	rajzol-ja
pirossal	2	piros	N.SG-INST	piros-val
firkáld	1	firkál	V-SBJV.PRS.DEF.2.SG	firkál-d
megpróbál	1	megpróbál	V.IND.PRS.INDF.3.SG	megpróbál
apád	2	apa	N.NOM-PSS2S.SG	apa-d
ülés	2	ülés	N.NOM.SG	ülés
pedál	2	pedál	N.NOM.SG	pedál
tekerő	1	teker	V-V.PTCP.PRS	teker-ő
pedálja	1	pedál	N.NOM-PSS3S.SG	pedál-ja
tekerni	4	teker	V-NFIN	teker-ni
írás	2	írás	N.NOM.SG	írás
sátrat	5	sátor	N.SG-ACC	sátor-at
bölcsője	1	bölcső	N.NOM-PSS3S.SG	bölcső-je
rajzolta	6	rajzol	V-IND.PST.DEF.3.SG	rajzol-ta
klassz	9	klassz	ADJ.NOM.SG	klassz
babára	2	baba	N.SG-ON+ALL	baba-ra
búvár	5	búvár	N.NOM.SG	búvár
jelentene	1	jelent	V-COND.PRS.INDF.3.SG	jelent-ene
felállás	1	feláll	V-V.MSDR	feláll-ás
kedved	2	kedv	N.NOM-PSS2S.SG	kedv-ed
postára	2	posta	N.SG-ON+ALL	posta-ra
nyúllal	1	nyúl	N.SG-INST	nyúl-val
feladjuk	1	felad	V-IND.PRS.DEF.1.PL	felad-juk
pénzzel	1	pénz	N.SG-INST	pénz-vel
megkeressük	14	megkeres	V-IND.PRS.DEF.1.PL	megkeres-jük
járja	1	jár	V-IND.PRS.DEF.3.SG	jár-ja
közlekedjen	1	közlekedik	V-SBJV.PRS.INDF.3.SG	közleked-jen
ablaknak	1	ablak	N.SG-DAT.SG	ablak-nak
lakásba	3	lakás	N.SG-IN+ALL	lakás-ba
dicsértelek	1	dicsér	V-IND.PST.LGSPEC1.1.SG	dicsér-telek
beverje	1	bever	V-SBJV.PRS.DEF.3.SG	bever-je
hálózsákba	2	hálózsák	N.SG-IN+ALL	hálózsák-ba
kádból	4	kád	N.SG-IN+ABL	kád-ból
építettél	4	épít	V-IND.PST.INDF.2.SG	épít-ettél
kalapáltad	1	kalapál	V-IND.PST.DEF.2.SG	kalapál-tad
állnia	1	áll	V-NFIN.3.SG	áll-nia
hívni	4	hív	V-NFIN	hív-ni
akarják	3	akar	V-IND.PRS.DEF.3.PL	akar-ják
beteghez	1	beteg	N.SG-AT+ALL	beteg-hez
hív	2	hív	V.IND.PRS.INDF.3.SG	hív
ruhája	10	ruha	N.NOM-PSS3S.SG	ruha-ja
bokrot	6	bokor	N.SG-ACC	bokor-ot
hátad	1	hát	N.NOM-PSS2S.SG	hát-ad
csúszdát	3	csúszda	N.SG-ACC	csúszda-t
csúszdára	1	csúszda	N.SG-ON+ALL	csúszda-ra
manó	8	manó	N.NOM.SG	manó
hű	10	hű	ADJ.NOM.SG	hű
ültessük	6	ültet	V-SBJV.PRS.DEF.1.PL	ültet-jük
bohócot	11	bohóc	N.SG-ACC	bohóc-ot
eltűnt	1	eltűnik	V-IND.PST.INDF.3.SG	eltűn-t
bohócnak	32	bohóc	N.SG-DAT.SG	bohóc-nak
kövünk	1	kő	N.NOM-PSS1P.SG	kő-ünk
bohóchoz	2	bohóc	N.SG-AT+ALL	bohóc-hoz
kavicsok	1	kavics	N.NOM-PL	kavics-ok
messziről	1	messzi	N.SG-ON+ABL	messzi-ről
olaszországból	1	olaszország	N.SG-IN+ABL	olaszország-ból
tengerparton	1	tengerpart	N.SG-ON+ESS	tengerpart-on
színes	2	színes	ADJ.NOM.SG	színes
eső	23	eső	N.NOM.SG	eső
nézegessük	1	nézeget	V-SBJV.PRS.DEF.1.PL	nézeget-jük
lássuk	6	lát	V-SBJV.PRS.DEF.1.PL	lát-juk
behúzza	2	behúz	V-IND.PRS.DEF.3.SG	behúz-ja
szennyest	1	szennyes	N.SG-ACC	szennyes-t
fogat	1	fogat	N.NOM.SG	fogat
szandállal	1	szandál	N.SG-INST	szandál-val
almából	1	alom	N.SG-PSS3S-IN+ABL	alom-a-ból
maradt	5	marad	V-IND.PST.INDF.3.SG	marad-t
almában	1	alom	N.SG-PSS3S-IN+ESS	alom-a-ban
pocakja	4	pocak	N.NOM-PSS3S.SG	pocak-ja
hasadba	1	has	N.SG-PSS2S-IN+ALL	has-ad-ba
hasát	11	has	N.SG-PSS3S-ACC	has-a-t
jártál	6	jár	V-IND.PST.INDF.2.SG	jár-tál
ezer	8	ezer	N.NOM.SG	ezer
éve	1	év	N.NOM-PSS3S.SG	év-e
találkoztál	2	találkozik	V-IND.PST.INDF.2.SG	találkoz-tál
nénivel	3	néni	N.SG-INST	néni-vel
ugrálsz	2	ugrál	V-IND.PRS.INDF.2.SG.asz	ugrál-sz
hátán	6	hát	N.SG-PSS3S-ON+ESS	hát-a-n
kérnek	1	kér	V-IND.PRS.INDF.3.PL	kér-nek
gombát	2	gomba	N.SG-ACC	gomba-t
pocakod	2	pocak	N.NOM-PSS2S.SG	pocak-od
apunak	17	apu	N.SG-DAT.SG	apu-nak
sára	1	sára	N.NOM.SG	sára
falusi	1	falusi	N.NOM.SG	falusi
látjuk	3	lát	V-IND.PRS.DEF.1.PL	lát-juk
tévedtél	1	téved	V-IND.PST.INDF.2.SG	téved-tél
kanálban	1	kanál	N.SG-IN+ESS	kanál-ban
titkos	1	titkos	ADJ.NOM.SG	titkos
célom	1	cél	N.NOM-PSS1S.SG	cél-om
szádban	2	száj	N.SG-PSS2S-IN+ESS	száj-d-ban
krumpli	23	krumpli	N.NOM.SG	krumpli
ebédelt	3	ebédel	V-IND.PST.INDF.3.SG	ebédel-t
megmondjam	1	megmond	V-SBJV.PRS.DEF.1.SG	megmond-jam
ebédeltem	1	ebédel	V-IND.PST.INDF.1.SG	ebédel-tem
gyanúm	1	gyanú	N.NOM-PSS1S.SG	gyanú-m
edzett	1	edz	V-IND.PST.INDF.3.SG	edz-ett
szádtól	1	száj	N.SG-PSS2S-AT+ABL	száj-d-tól
eléggé	2	elég	N.SG-TRANS	elég-vé
formában	1	forma	N.SG-IN+ESS	forma-ban
illeti	2	illet	V-IND.PRS.DEF.3.SG.i	illet-i
túlozzak	1	túloz	V-SBJV.PRS.INDF.1.SG	túloz-jak
locsolókannát	1	locsolókanna	N.SG-ACC	locsolókanna-t
gyümölcsöt	25	gyümölcs	N.SG-ACC	gyümölcs-öt
gyümölcs	13	gyümölcs	N.NOM.SG	gyümölcs
banánt	22	banán	N.SG-ACC	banán-t
karamell	1	karamell	N.NOM.SG	karamell
sütött	1	süt	V-IND.PST.INDF.3.SG	süt-ött
ingem	1	ing	N.NOM-PSS1S.SG	ing-em
villát	9	villa	N.SG-ACC	villa-t
kért	3	kér	V-IND.PST.INDF.3.SG	kér-t
tamás	7	tamás	N.NOM.SG	tamás
petinek	1	peti	N.SG-DAT.SG	peti-nek
mélyen	2	mély	N.SG-ON+ESS	mély-en
szádra	1	száj	N.SG-PSS2S-ON+ALL	száj-d-ra
villára	1	villa	N.SG-ON+ALL	villa-ra
nagyra	6	nagy	N.SG-ON+ALL	nagy-ra
mázsa	1	mázsa	N.NOM.SG	mázsa
almának	2	alom	N.SG-PSS3S-DAT.SG	alom-a-nak
nyers	1	nyers	ADJ.NOM.SG	nyers
rágja	1	rág	V-IND.PRS.DEF.3.SG	rág-ja
hajlandó	1	hajlandó	ADJ.NOM.SG	hajlandó
narancsot	4	narancs	N.SG-ACC	narancs-ot
válogatok	1	válogat	V-IND.PRS.INDF.1.SG	válogat-ok
maradtak	2	marad	V-IND.PST.INDF.3.PL	marad-tak
keményet	2	kemény	ADJ.SG-ACC	kemény-et
kortyot	2	korty	N.SG-ACC	korty-ot
ülnél	1	ül	V-COND.PRS.INDF.2.SG	ül-nél
szembe	3	szem	N.SG-IN+ALL	szem-be
péter	40	péter	N.NOM.SG	péter
teljesen	11	teljes	ADJ.SG-ON+ESS	teljes-en
találkozunk	3	találkozik	V-IND.PRS.INDF.1.PL	találkoz-unk
feküdtek	1	fekszik	V-IND.PST.INDF.3.PL	feküd-tek
betegek	1	beteg	N.NOM-PL	beteg-ek
küldték	1	küld	V-IND.PST.DEF.3.PL	küld-ték
meggyógyította	1	meggyógyít	V-IND.PST.DEF.3.SG	meggyógyít-otta
szerencse	3	szerencse	N.NOM.SG	szerencse
fürödhet	1	fürdik	V-POT	füröd-het
szóljak	3	szól	V-SBJV.PRS.INDF.1.SG	szól-jak
mosogatóba	3	mosogató	N.SG-IN+ALL	mosogató-ba
telefonálnak	2	telefonál	V-IND.PRS.INDF.3.PL	telefonál-nak
zuhanyozó	1	zuhanyozik	V-V.PTCP.PRS	zuhanyoz-ó
megkérdezte	1	megkérdez	V-IND.PST.DEF.3.SG	megkérdez-te
feküdjön	2	fekszik	V-SBJV.PRS.INDF.3.SG	feküd-jön
vezeti	11	vezet	V-IND.PRS.DEF.3.SG.i	vezet-i
menjenek	3	megy	V-SBJV.PRS.INDF.3.PL	megy-jenek
szélesebb	1	széles	ADJ.NOM.SG-CMPR	széles-ebb
vigyék	3	visz	V-SBJV.PRS.DEF.3.PL	visz-jék
táskával	5	táska	N.SG-INST	táska-val
üt	7	üt	V.IND.PRS.INDF.3.SG	üt
szólnál	2	szól	V-COND.PRS.INDF.2.SG	szól-nál
megütnének	1	megüt	V-COND.PRS.INDF.3.PL	megüt-nének
csinálnál	2	csinál	V-COND.PRS.INDF.2.SG	csinál-nál
ütötte	9	üt	V-IND.PST.DEF.3.SG	üt-ötte
megütne	1	megüt	V-COND.PRS.INDF.3.SG	megüt-ne
lennél	3	len	N.SG-AT+ESS	len-nél
talál	1	talál	V.IND.PRS.INDF.3.SG	talál
sárkány	9	sárkány	N.NOM.SG	sárkány
szálka	6	szálka	N.NOM.SG	szálka
megtalál	1	megtalál	V.IND.PRS.INDF.3.SG	megtalál
fából	1	fa	N.SG-IN+ABL	fa-ból
darab	1	darab	N.NOM.SG	darab
padlóból	1	padló	N.SG-IN+ABL	padló-ból
tudtad	6	tud	V-IND.PST.DEF.2.SG	tud-tad
szálkát	3	szálka	N.SG-ACC	szálka-t
megmutatja	1	megmutat	V-IND.PRS.DEF.3.SG	megmutat-ja
tartsd	2	tart	V-SBJV.PRS.DEF.2.SG	tart-d
találunk	1	talál	V-IND.PRS.INDF.1.PL	talál-unk
felébredjen	2	felébred	V-SBJV.PRS.INDF.3.SG	felébred-jen
meglátogatni	3	meglátogat	V-NFIN	meglátogat-ni
aludtál	9	alszik	V-IND.PST.INDF.2.SG	alud-tál
álmodtál	11	álmodik	V-IND.PST.INDF.2.SG	álmod-tál
szeretnél	54	szeret	V-COND.PRS.INDF.2.SG	szeret-nél
férni	3	fér	V-NFIN	fér-ni
ágyam	3	ágy	N.NOM-PSS1S.SG	ágy-am
ágyuk	4	ágy	N.NOM-PSS3P.SG	ágy-uk
ágyad	5	ágy	N.NOM-PSS2S.SG	ágy-ad
szivacsra	4	szivacs	N.SG-ON+ALL	szivacs-ra
csütörtökön	1	csütörtök	N.SG-ON+ESS	csütörtök-ön
akarunk	4	akar	V-IND.PRS.INDF.1.PL	akar-unk
garázsok	1	garázs	N.NOM-PL	garázs-ok
oldalával	1	oldal	N.SG-PSS3S-INST	oldal-a-val
szemben	1	szem	N.SG-IN+ESS	szem-ben
bal	3	bal	ADJ.NOM.SG	bal
megvizsgálom	2	megvizsgál	V-IND.PRS.DEF.1.SG	megvizsgál-om
megvizsgálni	1	megvizsgál	V-NFIN	megvizsgál-ni
anyuval	5	anyu	N.SG-INST	anyu-val
kórházban	2	kórház	N.SG-IN+ESS	kórház-ban
vizsgálja	3	vizsgál	V-IND.PRS.DEF.3.SG	vizsgál-ja
mutatod	6	mutat	V-IND.PRS.DEF.2.SG	mutat-od
verted	5	ver	V-IND.PST.DEF.2.SG	ver-ted
dönti	1	dönt	V-IND.PRS.DEF.3.SG.i	dönt-i
gyógyultál	1	gyógyul	V-IND.PST.INDF.2.SG	gyógyul-tál
megvizsgállak	1	megvizsgál	V-IND.PRS.LGSPEC1.1.SG	megvizsgál-lak
ágyból	6	ágy	N.SG-IN+ABL	ágy-ból
szeptember	1	szeptember	N.NOM.SG	szeptember
tányérba	6	tányér	N.SG-IN+ALL	tányér-ba
evőeszközt	2	evőeszköz	N.SG-ACC	evőeszköz-t
paradicsom	11	paradicsom	N.NOM.SG	paradicsom
paradicsomot	4	paradicsom	N.SG-ACC	paradicsom-ot
emlékszel	34	emlékszik	V-IND.PRS.INDF.2.SG.Ol	emléksz-el
kinézek	2	kinéz	V-IND.PRS.INDF.1.SG	kinéz-ek
szegénykém	2	szegényke	N.NOM-PSS1S.SG	szegényke-m
falatot	7	falat	N.SG-ACC	falat-ot
banán	24	banán	N.NOM.SG	banán
számat	1	száj	N.SG-PSS1S-ACC	száj-m-at
krumplit	21	krumpli	N.SG-ACC	krumpli-t
pohárból	11	pohár	N.SG-IN+ABL	pohár-ból
edénybe	5	edény	N.SG-IN+ALL	edény-be
segítsen	7	segít	V-SBJV.PRS.INDF.3.SG	segít-jen
főzni	4	főz	V-NFIN	főz-ni
szeleteled	1	szeletel	V-IND.PRS.DEF.2.SG	szeletel-ed
sült	23	sült	N.NOM.SG	sült
főztél	1	főz	V-IND.PST.INDF.2.SG	főz-tél
körtét	7	körte	N.SG-ACC	körte-t
kelkáposzta	1	kelkáposzta	N.NOM.SG	kelkáposzta
sütsz	3	süt	V-IND.PRS.INDF.2.SG.asz	süt-sz
szűrőt	1	szűrő	N.SG-ACC	szűrő-t
készítetted	1	készít	V-IND.PST.DEF.2.SG	készít-etted
tűzhelyen	1	tűzhely	N.SG-ON+ESS	tűzhely-en
készítettél	3	készít	V-IND.PST.INDF.2.SG	készít-ettél
kést	6	kés	N.SG-ACC	kés-t
kerestél	1	keres	V-IND.PST.INDF.2.SG	keres-tél
gumija	2	gumi	N.NOM-PSS3S.SG	gumi-ja
ügyesebb	2	ügyes	ADJ.NOM.SG-CMPR	ügyes-ebb
beszélgessünk	6	beszélget	V-SBJV.PRS.INDF.1.PL	beszélget-jünk
főzeléket	1	főzelék	N.SG-ACC	főzelék-et
tűzhelyre	1	tűzhely	N.SG-ON+ALL	tűzhely-re
tányérból	5	tányér	N.SG-IN+ABL	tányér-ból
babáknak	6	baba	N-PL-DAT.SG	baba-k-nak
répát	26	répa	N.SG-ACC	répa-t
kukoricát	8	kukorica	N.SG-ACC	kukorica-t
kukorica	7	kukorica	N.NOM.SG	kukorica
földiepret	3	földieper	N.SG-ACC	földieper-et
tölcsér	1	tölcsér	N.NOM.SG	tölcsér
folyadékot	1	folyadék	N.SG-ACC	folyadék-ot
üvegbe	2	üveg	N.SG-IN+ALL	üveg-be
tűnt	2	tűnik	V-IND.PST.INDF.3.SG	tűn-t
vágódeszka	1	vágódeszka	N.NOM.SG	vágódeszka
deszkáról	1	deszka	N.SG-ON+ABL	deszka-ról
orrú	1	orrú	ADJ.NOM.SG	orrú
pirítós	4	pirítós	N.NOM.SG	pirítós
tudnál	3	tud	V-COND.PRS.INDF.2.SG	tud-nál
delfinhez	1	delfin	N.SG-AT+ALL	delfin-hez
ültetjük	2	ültet	V-IND.PRS.DEF.1.PL	ültet-jük
szeretnek	4	szeret	V-IND.PRS.INDF.3.PL	szeret-nek
kenguruk	2	kenguru	N.NOM-PL	kenguru-k
egyenek	3	egyen	N.NOM-PL	egyen-ek
megpróbáljuk	2	megpróbál	V-IND.PRS.DEF.1.PL	megpróbál-juk
rakjátok	1	rak	V-IND.PRS.DEF.2.PL	rak-játok
összerakni	2	összerak	V-NFIN	összerak-ni
sörénye	3	sörény	N.NOM-PSS3S.SG	sörény-e
tévedtem	1	téved	V-IND.PST.INDF.1.SG	téved-tem
sálja	1	sál	N.NOM-PSS3S.SG	sál-ja
teste	4	teste	N.NOM.SG	teste
bilit	7	bili	N.SG-ACC	bili-t
bilivel	2	bili	N.SG-INST	bili-vel
bilibe	12	bili	N.SG-IN+ALL	bili-be
forgasd	1	forgat	V-SBJV.PRS.DEF.2.SG	forgat-d
apának	14	apa	N.SG-DAT.SG	apa-nak
szakálla	6	szakáll	N.NOM-PSS3S.SG	szakáll-a
játéknak	2	játék	N.SG-DAT.SG	játék-nak
éjszakát	7	éjszaka	N.SG-ACC	éjszaka-t
apát	4	apát	N.NOM.SG	apát
puszild	2	puszil	V-SBJV.PRS.DEF.2.SG	puszil-d
székről	4	szék	N.SG-ON+ABL	szék-ről
mentőautó	1	mentőautó	N.NOM.SG	mentőautó
dobtad	12	dob	V-IND.PST.DEF.2.SG	dob-tad
csorog	3	csorog	V.IND.PRS.INDF.3.SG	csorog
fújta	1	fúj	V-IND.PST.DEF.3.SG	fúj-ta
megfogja	5	megfog	V-IND.PRS.DEF.3.SG	megfog-ja
engedte	2	enged	V-IND.PST.DEF.3.SG	enged-te
nagymamának	4	nagymama	N.SG-DAT.SG	nagymama-nak
megkérdezem	3	megkérdez	V-IND.PRS.DEF.1.SG	megkérdez-em
fürdőkádba	2	fürdőkád	N.SG-IN+ALL	fürdőkád-ba
sapkába	1	sapka	N.SG-IN+ALL	sapka-ba
sapkában	1	sapka	N.SG-IN+ESS	sapka-ban
bírjuk	1	bír	V-IND.PRS.DEF.1.PL	bír-juk
sapkát	8	sapka	N.SG-ACC	sapka-t
szerelve	1	szerel	V-V.CVB	szerel-ve
sapkája	7	sapka	N.NOM-PSS3S.SG	sapka-ja
tükörben	10	tükör	N.SG-IN+ESS	tükör-ben
fürdőszobába	1	fürdőszoba	N.SG-IN+ALL	fürdőszoba-ba
zuhanyozni	5	zuhanyozik	V-NFIN	zuhanyoz-ni
zuhanyozik	4	zuhanyozik	V.IND.PRS.INDF.3.SG	zuhanyozik
bili	7	bili	N.NOM.SG	bili
bilije	1	bili	N.NOM-PSS3S.SG	bili-je
pelenkába	5	pelenka	N.SG-IN+ALL	pelenka-ba
viccelj	3	viccel	V-SBJV.PRS.INDF.2.SG	viccel-j
bilire	8	bili	N.SG-ON+ALL	bili-re
megnézné	1	megnéz	V-COND.PRS.DEF.3.SG	megnéz-né
nacit	1	naci	N.SG-ACC	naci-t
pelenkát	16	pelenka	N.SG-ACC	pelenka-t
tartót	1	tartó	N.SG-ACC	tartó-t
székbe	2	szék	N.SG-IN+ALL	szék-be
mérgesen	2	mérges	ADJ.SG-ON+ESS	mérges-en
jóllakott	1	jóllakik	V-IND.PST.INDF.3.SG	jóllak-ott
vödröt	5	vödör	N.SG-ACC	vödör-öt
találkozni	3	találkozik	V-NFIN	találkoz-ni
direkt	6	direkt	ADJ.NOM.SG	direkt
apára	2	apa	N.SG-ON+ALL	apa-ra
figyelsz	2	figyel	V-IND.PRS.INDF.2.SG.asz	figyel-sz
harapok	5	harap	V-IND.PRS.INDF.1.SG	harap-ok
mérni	2	mér	V-NFIN	mér-ni
lázadat	3	láz	N.SG-PSS2S-ACC	láz-ad-at
bújtál	3	bújik	V-IND.PST.INDF.2.SG	búj-tál
lurkó	8	lurkó	N.NOM.SG	lurkó
lázmérőt	1	lázmérő	N.SG-ACC	lázmérő-t
meggondolom	1	meggondol	V-IND.PRS.DEF.1.SG	meggondol-om
takony	4	takony	N.NOM.SG	takony
popsid	6	popsi	N.NOM-PSS2S.SG	popsi-d
könyve	2	könyv	N.NOM-PSS3S.SG	könyv-e
apáé	2	apa	N.SG-PSS4S	apa-é
fejeden	2	fej	N.SG-PSS2S-ON+ESS	fej-ed-en
sátor	9	sátor	N.NOM.SG	sátor
megbeszéljük	1	megbeszél	V-IND.PRS.DEF.1.PL	megbeszél-jük
tetteted	1	tettet	V-IND.PRS.DEF.2.SG	tettet-ed
nevessen	2	nevet	V-SBJV.PRS.INDF.3.SG	nevet-jen
sírjon	6	sír	V-SBJV.PRS.INDF.3.SG	sír-jon
orvosságot	3	orvosság	N.SG-ACC	orvosság-ot
kicseréljük	6	kicserél	V-IND.PRS.DEF.1.PL	kicserél-jük
lábadnak	1	láb	N.SG-PSS2S-DAT.SG	láb-ad-nak
eldobod	3	eldob	V-IND.PRS.DEF.2.SG	eldob-od
néztünk	1	néz	V-IND.PST.INDF.1.PL	néz-tünk
harisnyába	1	harisnya	N.SG-IN+ALL	harisnya-ba
ritával	1	rita	N.SG-INST	rita-val
szívni	1	szív	V-NFIN	szív-ni
öleld	1	ölel	V-SBJV.PRS.DEF.2.SG	ölel-d
franc	1	franc	N.NOM.SG	franc
istenem	7	isten	N.NOM-PSS1S.SG	isten-em
helyezkedj	2	helyezkedik	V-SBJV.PRS.INDF.2.SG	helyezked-j
keresztbe	2	kereszt	N.SG-IN+ALL	kereszt-be
pakoljuk	2	pakol	V-IND.PRS.DEF.1.PL	pakol-juk
lenniük	1	lesz	V-NFIN.3.PL	lesz-niük
lemosni	2	lemos	V-NFIN	lemos-ni
kerül	4	kerül	V.IND.PRS.INDF.3.SG	kerül
békéscsaba	4	békéscsaba	N.NOM.SG	békéscsaba
hurkát	4	hurok	N.SG-PSS3S-ACC	hurok-a-t
nudlit	3	nudli	N.SG-ACC	nudli-t
emberkét	1	emberke	N.SG-ACC	emberke-t
szem	3	szem	N.NOM.SG	szem
akartál	5	akar	V-IND.PST.INDF.2.SG	akar-tál
fektetve	1	fektet	V-V.CVB	fektet-ve
gomba	6	gomba	N.NOM.SG	gomba
keverd	7	kever	V-SBJV.PRS.DEF.2.SG	kever-d
