Word,Frequency
raljál,1
leverni,1
szakadd,1
nincshajad,1
megvertelek,1
megverni,1
nö,1
rosszak,3
meselj,1
mesét,8
mesélni,11
mesélj,25
kártya,4
kártyapofa,3
mesélsz,2
szemére,1
gugá,1
batiguga,1
halljátok,1
padadadada,1
helyes,7
malacka,6
akarta,7
túrnia,1
fölmászott,7
holnem,1
hallgassunk,1
ilyesztget,1
kalap,19
tarka,5
lakni,9
Tündihez,1
ojjaj,1
megitta,1
bögrét,1
kávéka,1
zölddel,1
zööööld,1
jelent,4
mesélek,5
Farkas,3
hivták,1
civám,1
biip,1
cscs,1
csiu,1
arrul,1
rágd,5
Katyka,1
szarvas,1
öz,1
szaladni,4
takarjuk,1
ideje,4
fárad,1
oráig,1
nézték,1
nyaljad,1
játéka,2
elveszed,8
focim,1
sajnos,24
futbal,1
lapda,1
új,35
kélem,11
takarö,1
keressetek,3
hamar,5
ágyiko,3
beletegyük,1
álmokat,2
kivánunk,1
játékod,2
szerbusz,8
simogasd,5
agyon,1
nyomod,5
rálöttél,1
al,3
kellemes,1
háziko,2
keresünk,7
hozunk,7
találtunk,3
kobb,1
elfeküdtél,1
fürödnek,2
mosakodtam,1
megsöpörtem,1
fölakasztom,1
várom,3
lemegyek,5
lementem,1
lement,5
megfogtam,5
házikója,5
ágyikóba,14
rámolj,1
macimat,2
pancsa,1
takaritds,1
kefére,1
lépjen,1
mókos,1
megyet,1
hra,2
pam,11
visszadjuk,1
Bartabácsi,1
bart,1
ágyikó,26
püü,1
mehetek,7
hivjak,1
szevusz,1
tanitsuk,2
ilyent,2
tanitsd,2
tanulj,1
elvesz,3
tabitsd,1
Ici,1
ciróka,2
maróka,2
bánts,2
szeretei,1
simogatást,1
kisbaba,56
Ilonka,34
Liviának,2
név,3
Livi,2
Livcsi,1
Zoltán,9
állok,1
lekvárt,5
bébi,10
szbaó,1
tetem,1
nedves,3
kasztam,1
pilóta,6
midlóta,2
bikocsa,1
evá,1
mééér,1
szervasztok,1
valamikor,4
osztályon,1
prrrr,2
prrrrc,1
kiabál,13
Dani,3
nézéd,1
többször,6
lábon,3
beszorit,1
mennék,1
erósen,1
virágom,2
cukorkám,1
megreszket,1
álla,4
ro,2
bántott,14
vödröket,1
felvenni,7
mosolyog,1
apa,351
rókácskám,1
átszaladt,1
tünt,1
tüny,1
hozzád,13
férsz,3
kicsikém,11
Évám,1
legokosabb,2
buuuuuuuuuu,1
buuuuuuu,1
leszállt,2
szépo,1
taxi,3
zsebemebe,1
osa,1
kapunk,4
tejet,20
ordits,3
halacskákat,2
mindjárrt,1
whoop,1
rakott,4
Molnár,5
régen,7
szombaton,2
nyuljo,1
lökni,2
épitöt,1
épitettem,2
épitenmi,1
gyúgyu,1
leteszed,3
eltépni,3
tiedet,2
adtak,1
madárka,17
bran,1
vizike,3
prec,1
beküldlek,1
ságával,2
lá,2
láotd,1
széle,2
aszéle,1
mozdulom,2
oldalából,1
nehezebb,2
verekedjél,1
belestem,2
beestél,1
uszunk,4
beleesni,1
beesni,2
jégbe,1
amikorelolvad,1
szomoru,1
elvetyte,1
Delia,4
hivanak,1
neve,8
neved,2
fázatok,1
fáznak,3
tudjatok,1
pár,30
bezár,1
bezárt,4
kapni,6
sem,40
cipôm,6
vesz,10
cipôd,5
anyucid,1
papucsom,13
papucsod,25
cipômet,2
nnagyobb,1
ittis,1
hajót,37
vadultok,1
nemadja,1
kialány,1
Monika,17
darusautó,1
szedik,1
hogyne,3
traktort,14
szétszedni,11
szedte,12
falu,1
Gabit,3
lelöjjem,1
picike,8
vitorlás,10
üvölteni,1
mászol,5
tálalva,1
füstje,2
robotot,1
robot,2
láttuk,7
állitsd,2
apuska,1
vertem,1
rendre,1
neveljük,1
veréssel,1
pisztoly,5
löjj,1
Gyurit,1
gyeterk,1
ej,11
lötek,1
Gábort,3
hintázok,1
anyucim,5
szokta,12
apucim,1
bôlcsiben,1
apucit,8
löttél,1
visszalöttem,1
apucimhoz,1
szadista,1
hajlamai,1
beleesek,2
beleestünk,1
halkabban,1
játszanátok,2
beleesnek,1
kiszivom,1
öntöttem,2
beletettünk,1
ledobtam,2
töttem,1
viselkedjetek,4
apiros,1
zöl,1
rózsa,3
szin,5
rózsaszin,1
tökéletes,1
rózsaszinü,1
fehért,1
fölteszem,3
mennyim,2
leöttem,1
ötöt,4
kast,1
kastélyba,1
Duna,13
fölvettem,3
Dunábó,1
jej,2
megijedt,3
megijdet,1
megijdetem,1
megijedtem,6
ijedtem,2
ijdetem,1
megijdete,1
dülj,4
ferde,1
düljön,2
eldúlni,1
fönt,29
fölállsz,1
leveszed,4
lehúzod,3
kucso,1
ojjji,1
összedült,2
kezdi,1
magnesis,1
fölállitom,1
dülteni,1
potyka,12
potyika,4
felállitom,1
wunderbár,2
szerü,1
palinta,7
tegyetek,3
dúlni,1
rátegyem,2
visszateszük,2
elôszô,1
r,3
földön,28
rázzátok,1
eldülni,1
felálljatok,1
elájultam,7
pukkanástól,1
Dunába,17
csúsztam,1
Duná,1
idegyön,1
csúszok,1
él,3
egysze,1
beleesünk,1
takaritó,1
olyen,1
területen,1
rohangáljunk,2
rohangálunk,2
eleseünk,1
áááá,4
sétalni,1
gyorsabban,7
gyors,3
gyorabban,1
vadulni,2
bölcsike,8
torcs,1
olyant,1
megett,2
megettél,15
megfogta,8
mmmm,4
kocsik,2
mehetnek,3
hidom,1
összeromboltam,2
csináltal,1
teleraktam,1
kocsit,19
dongó,9
igazán,6
dongö,1
dongót,1
alá,13
dongóka,4
dongókát,1
pötty,3
emeletes,10
házamat,7
szedtél,1
rontottam,1
rombolni,1
kertes,1
elrontani,3
majs,1
patika,1
zsazsipá,1
kalapáltam,3
összeszedem,2
kalapácsolok,3
kalapál,2
kalapácsa,1
sssssssss,1
kakapácsolok,1
hangos,7
összekalapálom,1
kalapácstál,1
akalapács,1
ruszi,1
csavarni,1
csvarhüzó,1
csvarhúzó,1
szétkalapáltam,2
csücskit,1
visszamész,3
kalapálj,2
kalapálok,9
kalapácsolni,4
aza,4
törjen,1
eltörni,5
dobalni,1
püföljed,1
földo,1
kala,1
kalapáccsal,3
kalapálni,3
kalapálsz,2
kapa,13
di,11
adjadam,1
dinikének,1
emelets,1
macika,20
macka,1
macska,14
macsóka,1
lehetett,4
fölszedni,1
anyucika,6
szemetes,2
sz,5
vegyen,4
elkezd,1
tárcsázni,1
tárcsázok,1
felhivom,1
apucimat,1
bölcsiból,1
jójó,1
fölmennek,2
Balog,3
Moncsi,477
Zoli,596
Ilona,2
bú,8
eldól,1
csokoládi,1
elbújok,30
bujam,1
falacs,1
elviszek,1
csoda,2
kop,36
autóm,7
fordul,3
ulünk,1
neni,5
gyerekekhez,1
néz,36
nén,1
enyémét,1
elindult,5
labdázunk,13
iit,1
foci,3
köszonöm,1
anditól,2
mangó,32
magnót,42
nézzunk,1
mangót,5
nézzünk,24
fölmászok,7
bici,5
füstöl,18
bicikliz,1
fölött,5
Moninak,12
elbújt,63
kopogot,1
eger,2
egeret,24
gödör,4
Dorcsinak,2
földalattit,2
televizió,4
kersz,1
miót,1
dobolok,1
találtad,8
masik,2
méh,2
megszúr,4
megfog,9
süt,20
nap,32
visszamegyünk,6
becsukjuk,8
becsukni,10
állitva,1
reggelizni,6
halacskádat,1
alszunk,35
Andié,22
párna,48
párnák,1
párnád,2
kockaból,1
kockával,6
forma,3
dalami,1
kopog,9
kinyitok,2
kinyitjuk,9
ajtot,1
kinyitunk,1
táncolni,15
Evikehez,2
bogy,1
tányéron,1
nyuszim,1
vagyyok,1
etted,3
türelmetlen,1
Dorcsi,13
öntötte,1
megtürült,1
orracskáját,1
szalvétával,1
kimegyünk,12
udvarban,2
várjuk,1
réka,37
pogácsát,3
ött,2
dob,17
sárba,11
elgurítottam,1
bácsim,6
sört,2
Moncsika,15
olgan,2
kiöntök,1
veszélyes,4
bogárnak,3
fulbálozzunk,1
Moni,91
bicilizek,1
bogárt,3
ásni,1
megvajazom,1
megzsirozom,1
sütök,1
sarkába,4
beviszem,2
sétálunk,11
tortába,1
csokolát,1
lapátodat,1
lapátod,1
csüccsüljuk,1
pillángóba,1
szállták,1
utcánkba,1
másikba,9
elbújtam,2
lyukba,19
advarba,1
rádiot,4
bedobni,3
lyukban,4
alszanak,15
megjöttél,3
motoroktól,2
bujuszával,1
bajuszával,1
kalapácsom,4
kalapácsod,4
mossuk,28
keressünk,23
elbuújunk,1
elbujok,3
valamely,1
apukája,11
Moncsinak,30
mango,8
mangóhoz,6
Bárna,4
eldugurult,1
elbút,24
elviszik,5
megtalálni,4
nin,9
dolgozunk,11
kezeimmel,1
tíed,1
kíe,1
Monikáé,10
baracka,3
barácka,2
bárka,1
barack,15
pupa,11
kupa,5
fának,3
kupája,1
kúpja,2
fent,8
kéményen,2
kéménynél,4
nezz,7
pupák,2
kidobjunk,1
lemossuk,9
szsppannal,1
szappannal,4
kezeid,2
pipára,1
ess,18
bácsai,1
ep,1
Zólikáé,2
ujuj,5
Zolikáé,73
cumizol,1
elbú,13
bújt,12
törpebácsi,9
lesett,2
paya,1
csinal,4
Moncsihoz,8
Zolihoz,2
kakas,29
kakis,14
bakis,1
kakig,1
ejszakát,2
huzd,8
ezjó,1
levesszünk,2
elférem,1
csücsüli,1
elfér,9
Zolikát,10
bacsi,7
Zolika,177
tapsolunk,1
takag,2
Zolikának,24
csüccsülj,12
fércsi,1
estét,3
z,3
dugva,3
elbújni,12
nyelved,2
nyelvét,2
barátom,8
Zolfkáé,1
halacskam,1
hívjuk,2
Mickey,3
Moncsival,16
bujjünk,1
bijjunk,1
bogárz,1
mégvan,2
egérkét,11
éni,3
köszöni,1
csokolom,2
puszikát,2
kijöm,1
szerintem,34
ujjamnak,1
puszilom,1
katyus,1
Moncsikát,2
nevet,7
égér,2
bírom,10
aziá,1
bír,5
szoktát,1
kerékeket,2
meghozom,1
megfogok,2
félgz,1
éger,1
várjátok,7
milyne,2
színü,6
öld,5
zold,1
zöltem,1
monod,1
éves,23
alszom,11
kéf,1
kety,1
kess,1
kenyért,7
tercsi,1
narancs,7
pü,4
szedjél,4
uccukáé,1
uccugá,1
pistolu,1
papapapapa,3
papapapapapapapapa,1
cserelünk,3
rrrrrrrr,1
brrrrrrrrr,1
kérm,8
repülôgeppel,1
cserelunk,1
madarat,8
lelöttél,1
tudtál,3
babócs,1
repült,3
mid,3
végén,4
i,115
addidem,1
addiedem,1
kalapcssal,1
dolgozok,1
dolgozol,3
pizk,1
balacska,2
megmosni,5
labdázok,2
kezede,1
elmo,1
viszo,1
alács,1
buborék,3
törülközetek,1
Monié,8
törpebács,1
halcska,3
visszatettél,2
törülközöt,2
kezdödött,1
halljuk,8
becsukjük,1
csukva,8
hanyadika,1
majus,2
hetedike,1
téssékl,1
autozik,1
piszok,6
aluszunk,1
aludok,2
halcslát,1
kopogat,5
kívánok,13
ido,2
kapá,1
székeket,3
maradjunk,4
latód,1
csüccsüljünk,2
halottád,1
villamot,1
villamlik,1
zöng,1
halottad,5
alj,1
elvisszük,4
aut,2
nézza,1
szerda,2
napoztam,1
villámlik,4
vízes,3
fázom,3
jöttek,8
madarak,7
autózunk,2
auzunk,1
babucska,1
autozunk,1
viragot,2
maradjátok,4
hajom,1
Moncsikám,14
ágyikót,12
jpo,1
tépd,9
egérnek,10
virágert,1
bedobtád,1
adtad,8
kinke,1
beszéljetek,2
fogtam,2
leültél,3
Zolié,35
együnk,8
ed,42
d,2
kert,3
kertben,6
akertben,1
puskat,1
macival,19
ajtónál,1
tornázik,4
táncol,12
táncolok,2
tornázok,2
tornázom,1
táncoltam,1
cinsált,1
tánc,2
hintával,2
hintából,1
magnó,65
megjött,11
idejönnek,1
Moncs,9
pipis,1
pok,22
ezpok,1
pokra,3
poka,2
pokat,2
autók,5
angót,1
ceruza,19
néníé,1
épitjünk,4
tornyat,1
megtaláltad,10
ceruzát,10
papirost,2
szabadenni,1
hányadika,1
hatadika,1
cask,1
kötenyt,2
rékám,1
kötenye,1
tornot,2
bol,9
tisztába,7
játszott,5
megcsinál,1
íg,1
leül,4
macinak,15
iszik,10
rajtá,1
megkeresem,6
harapni,2
egérkém,5
vaúgyere,1
siesd,4
bujunk,1
bújunk,1
idement,1
rékának,1
rekának,1
begombolni,1
fusd,1
bácsiká,1
Marcsi,10
söpört,1
söpörget,2
kezemmel,4
házikóban,6
gyomrában,2
homokkal,2
szemet,4
vissze,1
bácsikó,4
nezzük,1
homot,1
vödröd,2
autozom,1
meked,2
kiflit,16
rolám,1
sütit,30
pénzem,4
kóma,25
bu,42
egyetünk,1
Vio,1
autóval,34
elem,3
csücsüljünk,4
csücsüljök,1
sírnak,3
siess,5
bássi,1
iboly,1
csicsi,20
golya,2
csücsünk,2
megmutasd,3
bantsd,1
Moncsit,16
Moncsíé,2
másikban,1
homö,1
szebben,4
kicsival,1
Zoliká,19
labdátt,1
házban,19
labdával,10
bobábaba,1
indít,1
leszállunk,2
autóból,4
Katike,1
rádióhoz,4
anyucihoz,7
magnóhoz,2
bujok,2
megetted,5
szedjünk,5
érek,1
túl,15
lyuk,8
buk,2
puská,6
bacse,1
kérez,1
Jozsika,1
puskádat,2
anyucikám,4
mitól,1
tornától,1
papucsa,11
Zolinak,29
beked,1
Moncsié,64
veszekedjetek,7
verekedünk,8
verekedtek,1
puskázol,1
kardom,1
összeveszekedjetek,1
egymással,3
vere,1
puskákat,1
verekedem,1
elköp,1
ahalacska,1
halacskának,2
islátom,1
ahah,7
fölvegy,1
papuccsal,5
bebújt,1
ágyó,1
ágyikód,1
Zolikám,25
elhúztam,1
elhúztad,2
takaróját,1
takaróka,1
0meg,2
mutam,2
vennit,1
tornázol,1
cumizd,1
virágokat,6
kics,1
odaviszem,4
szeg,1
usz,1
apuskád,1
olt,1
veszekedj,3
bánt,15
kopogott,17
kip,13
egéré,1
égéré,1
egére,1
belebújtam,2
belebújtál,1
eg,2
verekedni,4
kezeket,2
segitsel,1
segítsek,17
magszógórít,1
sétálnim,1
sétálni,62
hucó,1
húzom,3
kocan,2
magasahb,1
koca,1
puca,1
kilincset,1
tudo,4
Moncginak,1
osztani,1
eqérke,1
amásik,2
belebüjok,1
mag,6
megetteem,1
zölde,1
kékek,1
kek,1
fürdöszobába,2
szétszedtem,1
tessgk,1
éz,3
gól,6
golt,1
Jozsikának,1
fiú,68
Dorcsikám,1
szétszedük,2
bajod,9
kalapod,8
focizzunk,4
bugorba,1
rugd,2
mostolyan,1
eltörött,14
labdában,1
menkél,1
csüccsüljök,1
szíves,35
pinocchio,2
tücsök,3
kómának,1
kezében,11
esernyö,1
esernyó,2
süttöny,1
ös,1
pöttyös,14
elszakadok,3
cupitát,1
piskoz,1
eltéptem,6
homokod,1
tehérautót,1
labla,1
csürög,2
táskámban,2
ding,7
bácsikának,2
Józsikának,7
ezembe,3
Jozsinak,2
Jzósikának,1
pisiltél,7
Józsinak,1
kikapott,2
kikapta,1
jözsi,1
ebból,1
kcis,1
focizni,2
anyuk,1
rékát,1
biciklikhez,1
bácsin,1
bangya,1
Zolira,1
ágyunkra,1
maradunk,2
lapátom,1
apukával,3
talicskával,1
ittán,1
biciklinek,3
Tundi,1
megharapja,2
attól,11
fél,19
Tünditôl,1
lyukas,8
lyukos,2
törbe,3
körbe,46
törpét,4
ké,23
cs,7
unya,1
tabá,1
törp,2
tunya,18
kövér,5
teték,2
tuna,24
Moncsitôl,4
Zolitól,4
tép,17
audó,5
pioz,1
alacsá,1
dizda,1
anyáros,1
ticsi,15
té,10
mény,1
félek,26
Moncai,1
megg,1
bummm,3
úgyé,1
lemenni,3
ugrunk,1
Balaton,5
kormányt,2
tormán,1
kórmány,1
zolika,28
ala,35
told,3
mandó,1
ágyiba,2
elé,3
csémény,1
témény,8
tormánt,1
tormanak,1
kormányok,1
dóitat,2
néd,2
pi,48
bócsi,1
teretett,1
doipa,1
embe,2
kidú,1
tóna,1
tor,1
tudu,1
kopogjuk,1
kopogni,3
alatát,39
kalapácsolj,1
meleget,1
ideg,1
lecsöpp,2
titü,1
mamut,1
megmosta,1
temén,1
mutas,1
nénié,15
nénie,1
teggünk,1
halacskára,1
pitos,1
Ali,1
száritsük,1
szárítsuk,1
törüljünk,1
szum,1
elvisze,2
Zolikáis,5
der,6
Monssi,1
tönene,1
szük,2
csu,8
ádi,5
jöb,1
tisza,5
tika,1
tikamaka,1
hikamaka,2
pikos,8
kivegyünk,1
szóbába,13
macsünk,1
pihenjük,2
pihenni,7
pihenek,3
fölvegyünk,1
autozni,4
bmmmm,1
elbújik,20
hóppá,1
ugrolj,1
hoppáá,1
hóp,1
autózik,8
halatát,3
idd,3
törülközünk,1
törülközzünk,2
Mancsi,2
alata,26
eldobott,1
Zóika,1
tezem,2
mita,2
illa,7
tagyió,1
dad,1
tadíó,1
madárkám,1
oá,1
odá,4
kenyérrel,1
ú,50
baju,1
bácsnak,1
dá,13
bajuszod,1
mada,1
madaka,1
alló,3
dolgoznak,10
énekel,11
menjlüunk,1
bácsikát,1
nicsen,1
Zolikái,3
óppá,2
szoennek,1
not,2
used,2
témén,1
oan,1
oida,1
fütöl,2
anyaros,2
ado,10
kinyitja,5
ajtóba,8
ajldoba,1
tetövaz,1
do,13
áz,3
szóba,2
mindáz,1
ócsi,1
lemenjünk,1
dué,1
lejössz,4
alatá,14
Zolitát,1
egyi,3
ea,2
aszta,1
üwi,2
óp,1
oi,5
oppá,20
ojojoj,1
agyá,1
lecsücsülünk,4
dombon,2
lecsücsülunk,1
vegyünk,17
fejet,6
letütülünk,1
tis,2
duma,1
dum,1
tángó,1
tánkos,1
tálmagy,1
tánto,1
tánkó,8
tábla,2
almával,2
tába,1
ama,24
málna,1
szôlô,6
tôlô,3
atankó,1
ugy,3
negegyszer,1
megegyszer,2
medünk,3
kértek,7
cukorka,1
titi,17
tukor,7
délben,1
tevusz,3
tuto,1
tap,4
to,22
cukorcskát,1
tutortát,1
Moncsiéé,2
éje,3
moncsi,2
aja,9
Moncska,1
fütyülöm,1
mumutom,1
memutom,1
bojog,1
bügol,1
mindjá,3
ácsi,2
labdázzunk,3
megtaláltunk,3
bégpe,1
ozom,9
karikákat,4
kakakákat,1
totátat,1
mádi,1
halasz,2
vegy,1
papucs,45
tettô,8
doike,1
doi,1
lyukból,2
eér,5
segítsd,3
gyereki,1
dota,1
nálam,7
epült,1
repülni,8
felhô,2
bebúj,7
ol,2
ént,1
repülsz,2
bekötlek,1
dobjál,1
eldobo,1
odamászni,1
mesz,2
bírod,5
ista,1
mászd,1
parnát,2
nyisda,1
bein,1
gyönyörû,55
tekercske,3
teter,1
tekercs,2
Zóka,1
Zzolika,1
bög,10
pög,1
fölveszem,10
néda,1
magno,1
mongo,4
mon,7
mongóta,1
mangók,1
Zóliká,6
bijá,2
bijál,1
méget,1
mégette,1
mégeter,1
nyomják,2
látód,1
verekedjétek,1
tisi,2
apuciz,1
anuszi,1
neük,1
ön,6
Zolikém,9
használni,9
apukához,1
ká,26
kos,1
kocsinak,1
ató,22
vegyék,1
óli,1
ídejössz,1
teacskát,2
parancsolni,3
lassán,1
klass,1
napsütés,1
szívesen,19
egészségedre,5
aútót,1
oncsi,1
ték,1
színû,25
piós,1
ata,8
menjün,1
toron,2
tia,3
cseréljük,2
dudu,11
ényé,1
enyed,1
Zó,3
enyé,2
neme,7
tedünk,1
utánozása,2
odatenni,11
üljön,24
ideül,6
öménye,1
tegyü,1
csap,8
vízcsap,3
víz,67
tjapa,1
idemosni,1
tész,3
víztôl,1
mossa,3
megmosok,1
énya,1
da,27
áhá,2
szárítsd,1
papu,13
törülközô,5
használj,1
száritsd,5
szárítani,1
ner,1
nér,1
halata,8
ném,3
óka,2
tánzok,1
táncolsz,1
becsukta,5
vé,6
téz,4
térz,2
bújik,6
mréká,1
mrékán,1
albút,3
tel,1
tidi,1
tidid,1
owáül,1
cserélni,7
nadrágot,18
ebúta,1
ebú,3
terazd,1
teresd,2
terzd,1
terz,1
terezdmeg,1
elteve,1
mindá,12
halácskát,1
ányuci,1
elbújsz,6
mülec,1
jujujuj,4
motorozni,23
dám,2
dápa,1
bell,3
tötény,6
oz,1
hozta,17
mindeé,1
egyike,2
elbúk,7
ideadni,2
eldurult,1
elderult,1
kocsiban,4
halaaskát,1
tivetem,1
toldom,2
dududu,1
totát,1
toták,1
totákat,1
hózni,8
tutyus,1
tenga,1
ók,1
atóma,1
óktóma,2
ófóma,1
ótóma,1
elbúj,5
gyercs,1
elbúkt,1
bácsinál,7
moacsi,1
Andinak,16
andom,1
as,3
szo,2
bemutató,1
laktam,1
teggyük,1
mûködik,4
reméljük,2
obi,1
kekset,6
csák,1
bombák,1
tiem,3
odao,1
nyugodtan,15
ágya,17
motorozzunk,2
venjünk,2
maradok,6
posti,4
lámpát,18
dolgozo,1
Bélus,19
köténnyel,1
patikát,1
sütikét,3
sütike,4
süti,19
kösi,1
köténykét,2
Zolcskának,1
Icikát,1
lovacskáját,1
föltesszük,1
rókamokús,1
hamit,19
hamizd,2
hostam,1
zizit,1
begombol,1
nagyszerû,5
sütid,1
keresem,16
dógozni,1
anyád,2
esel,4
motorni,1
motorral,8
villamossal,5
udvarra,10
anyucít,1
anyucibál,1
anyuciba,1
nyomjak,1
edérke,1
lyukja,1
kola,4
ügös,1
egérkei,1
rajzoljunk,20
azoljunk,1
papír,27
hodom,1
papírt,14
napapí,1
rajzoljál,3
cicá,1
nyits,1
cicamica,7
nyaka,16
cicámicá,1
cicamicát,1
mácsik,2
tita,3
tüköar,1
tükör,45
rajzoljuk,4
karika,5
idé,1
kolát,1
tola,1
t,4
jóé,1
es,27
hangszóró,1
író,1
írni,11
píros,6
rókakóma,9
cicaróka,1
sicc,1
ticcs,1
titamitá,1
titamita,1
titámicá,1
csokot,5
hívják,30
mo,23
idejöjjön,4
játani,1
hívom,2
titamica,2
rókatóma,3
tic,1
ticamica,1
tolitá,1
rajzoltal,1
kezébec,1
akátomá,1
idejönni,4
rógakóma,1
oj,5
másika,2
idemehet,1
épitjük,7
taliga,1
talika,1
téka,1
teacská,1
nozi,2
nenen,1
rajzol,9
rajzoljam,2
edet,8
máta,2
kucsi,1
szica,5
rajzoltam,2
akutya,1
tuta,10
rókakómát,2
mene,5
kuku,5
ema,1
kissi,1
vissateszem,1
halacskaz,1
ob,1
odamegyünk,7
odamedünk,1
Dan,1
nénike,3
gondozónôk,1
dolgózók,1
nénik,3
kalapá,2
kuka,5
csicsijá,1
dadaka,2
csicsija,5
áthozom,1
teretem,4
tücc,1
ü,39
széke,3
rajzoljak,12
addide,10
órra,2
fárka,1
gyercsi,1
gyerki,1
fárkája,1
csacs,2
csicsiba,1
dadak,1
hól,1
gödörbe,1
vagg,1
alyuk,1
ottán,1
huslevest,3
csiccs,16
pusit,1
uku,1
cukorral,1
tutoral,1
fejembe,4
fejende,1
fejemre,3
fejedbe,1
mácsis,1
köténytôl,1
csup,1
televiziót,9
telviziót,1
agyikóba,1
setálni,1
tutani,1
tánci,8
tántolunk,1
tantáunk,1
táncoljunk,3
táncolj,2
okáit,1
taktor,6
tak,25
titunk,1
aútó,1
mászom,3
odamenjen,2
vezesd,3
kopogass,4
csicsimamáó,1
kicsimamához,1
csibi,6
fütyöl,1
udvarba,5
udvar,2
ebuj,1
any,5
kocsiból,1
ny,1
omd,1
csengô,3
ke,61
pingvi,1
torndu,1
benyomja,1
csiá,3
ideülsz,4
buj,13
eld,4
ra,7
bitók,1
nevét,1
csicsa,2
csicsimá,3
dadaká,2
elsz,1
újság,12
olvasni,10
pipám,10
pipá,7
pipázni,5
pipa,19
apucidnak,1
pipája,11
apucinak,3
tolla,2
kutyája,5
kutyád,2
engedéljek,1
odát,1
engedélyek,1
huzzál,1
ticá,2
madárral,1
adi,19
elvitta,3
elvit,1
tok,1
dautó,1
rát,1
pisis,5
ota,4
doda,1
bôgre,1
bábá,7
anyucica,1
kinél,5
Bélusnél,1
Bélusnál,1
oitat,1
Zucsika,2
maga,5
tács,1
kicsí,1
alat,6
allat,1
ummmmmum,1
husiss,1
Zoltánba,1
isi,2
elet,1
ada,11
kórház,4
tornaz,1
téjeg,1
csinálaz,1
teritôt,2
párnája,2
alhatsz,1
kergssek,1
keressem,3
építünk,8
mé,9
dodo,7
jóbb,1
at,43
csináljan,1
tináljon,1
eltépte,9
vírág,2
fürdôszóbában,1
porogcsaka,1
betetük,2
azi,1
füzô,1
elbújo,1
dokta,1
bújj,25
tóika,1
kocsinál,1
esô,5
úu,1
ida,4
nída,1
máp,1
helyed,8
oizsda,1
térm,1
idába,1
odába,1
ci,8
kéményke,1
vigyász,1
orát,2
autóva,2
tárgam,1
vanna,1
banna,1
baraa,1
vado,2
alasta,1
totá,1
óiká,1
mátok,1
üljle,1
arrább,1
egyiknak,1
kaparó,1
kaparót,1
essel,1
pápá,13
fognak,8
dee,1
ogtan,1
tollam,3
tütit,2
edérte,3
tics,1
kpérsz,1
tüti,1
egé,1
ege,2
egérém,1
micsis,1
rajz,7
tollat,8
kötét,2
köté,7
tötét,1
tii,1
ooo,2
élbúj,1
lalala,1
ír,23
nemirs,1
probáld,7
nemitt,1
papírost,1
papíros,5
rajzolsz,19
nyuszika,15
alacská,1
ási,2
csunyá,1
edér,1
benna,1
ederte,1
bún,1
búndás,1
pál,1
elefántot,12
üvöl,1
tóma,1
kómát,4
óika,2
toll,21
tóp,1
lepke,4
lepe,2
pillangó,2
pingót,2
nimeg,1
nime,1
üli,1
földalatti,1
piro,1
piwos,1
zöldek,4
bebújok,1
Jozsi,5
köszönd,4
Jozsit,2
tebusz,1
tervu,2
agy,2
telefo,1
titálora,1
mede,1
wawa,1
aduduawawa,1
tutuelwawa,1
vauvau,46
tutuawa,2
ráj,1
számóljunk,2
pí,2
bibisa,1
sebet,5
tebesd,1
sebesült,2
bibi,144
bii,1
brrmm,1
tabad,1
dóika,1
tára,3
mije,28
lábomon,1
lábomnak,1
papucsomat,9
bissza,1
adobabadobabadoba,1
édaópópeeóp,1
dabta,1
önni,1
stb,4
halljunk,1
ókáis,1
ói,2
ii,2
élég,1
méga,2
mácsi,3
ndjárt,1
jón,1
ker,1
sás,1
töti,4
terete,2
tereted,2
matiti,1
uti,1
tollacskát,2
dutititát,1
tolatát,1
tití,1
zsebedben,5
visszadja,2
apucival,8
fölgyújtom,1
lovacskát,9
gyi,6
mohi,1
rögtön,11
lók,4
hózzá,1
nyúlni,2
nyúlsz,2
kukucskáljátok,1
köptél,1
ablakon,25
házikódat,2
odaadta,3
bácsiavagy,1
törpet,2
kettônek,1
letegyük,1
pacit,1
visszaadtam,2
elviszam,1
fölkel,8
kukucskálsz,1
kukucskálok,1
eltéptük,1
hajók,5
Balatonon,7
hagvyál,1
kukucskáltál,2
nathás,1
ujra,1
lázod,1
nagymamánál,1
közepén,5
közepében,2
nyáraltál,2
hegyén,1
mamánál,4
mamádnál,2
szésze,28
szészet,1
pingvint,8
pingvin,51
mutassuk,1
amásikat,2
vittem,3
visszadod,3
golyóban,1
szészénak,1
golyója,2
csaksez,1
ket,8
rigók,3
golyók,2
fésze,3
szészek,3
piga,26
sétálnak,5
hintázzunk,4
mikezek,1
diók,3
egg,2
tegók,1
mégók,1
pigák,1
lecsüccsülünk,4
lázom,2
elmúlik,1
lázas,6
ezaz,1
kezébe,6
vett,8
tányér,19
ujjára,3
betesztem,1
betettél,2
betesztél,1
betette,2
kezedben,14
odaad,4
megigérte,1
csésze,21
pipázok,6
pipák,4
fütyölök,1
világba,2
virágba,1
püngvin,1
tükörök,7
pipázol,2
eltéptjük,1
pipát,7
pipámat,2
kimosom,2
elvett,3
Moncsiét,1
visszed,1
visszem,1
játsszunk,35
ezekkel,14
kivesz,8
takaróban,1
csecsemôbe,2
mögette,1
elkérem,1
ágyikóva,1
pipázunk,1
segítlek,1
