row_number	subject_code	subject_age	subject_sex	stem	1st_option	2nd_option	option_chosen	nak_rating	nek_rating	nak_advantage	AGREE(back,nonlocal)	AGREE(nonhigh_front,local)	AGREE(low_front,local)	AGREE(double_front,local)	USE_FRONT/bilabial__	USE_FRONT/[+cor,+son]__	USE_FRONT/sibilant__	USE_FRONT/CC__	USE_BACK/[C0i:C0]__
660	55	22	female	szónúgye	szónúgyének	szónúgyénak	nak	5	3	2	1	1	1	0	0	0	0	0	0
661	55	22	female	rern	rernnak	rernnek	nek	2	5	-3	0	1	1	0	0	1	0	1	0
662	55	22	female	norótig	norótignak	norótignek	nak	5	3	2	1	0	0	0	0	0	0	0	0
663	56	27	female	ett	ettnak	ettnek	nek	1	7	-6	0	1	1	0	0	0	0	1	0
664	56	27	female	tém	témnek	témnak	nek	1	7	-6	0	1	0	0	1	0	0	0	0
665	56	27	female	bérny	bérnynek	bérnynak	nek	1	7	-6	0	1	0	0	0	1	0	1	0
666	56	27	female	véns	vénsnak	vénsnek	nek	2	6	-4	0	1	0	0	0	0	1	1	0
667	56	27	female	trimb	trimbnek	trimbnak	nek	1	7	-6	0	0	0	0	1	0	0	1	0
668	56	27	female	nazemek	nazemeknak	nazemeknek	nek	2	6	-4	1	1	1	1	0	0	0	0	0
669	56	27	female	jéngy	jéngynek	jéngynak	nek	1	7	-6	0	1	0	0	0	0	0	1	0
670	56	27	female	hangésztém	hangésztémnek	hangésztémnak	nek	1	7	-6	1	1	0	1	1	0	0	0	0
671	56	27	female	sonyánes	sonyánesnek	sonyánesnak	nak	5	3	2	1	1	1	0	0	0	1	0	0
672	56	27	female	szócség	szócségnek	szócségnak	nek	2	6	-4	1	1	0	0	0	0	0	0	0
673	56	27	female	padisin	padisinnek	padisinnak	nak	5	3	2	1	0	0	1	0	1	0	0	0
674	56	27	female	hanzállér	hanzállérnek	hanzállérnak	nak	5	3	2	1	1	0	0	0	1	0	0	0
675	56	27	female	szunnyis	szunnyisnek	szunnyisnak	nak	5	3	2	1	0	0	0	0	0	1	0	0
697	60	31	female	átyóncém	átyóncémnek	átyóncémnak	nak	6	3	3	1	1	0	0	1	0	0	0	0
698	60	31	female	konátep	konátepnek	konátepnak	nek	2	7	-5	1	1	1	0	1	0	0	0	0
699	60	31	female	szondakes	szondakesnek	szondakesnak	nek	1	7	-6	1	1	1	0	0	0	1	0	0
700	60	31	female	szátit	szátitnak	szátitnek	nak	6	1	5	1	0	0	0	0	0	0	0	0
701	60	31	female	duneksest	duneksestnek	duneksestnak	nek	1	7	-6	1	1	1	1	0	0	0	1	0
702	60	31	female	korvesztít	korvesztítnak	korvesztítnek	nek	5	6	-1	1	0	0	1	0	0	0	0	0
703	60	31	female	csell	csellnek	csellnak	nek	1	7	-6	0	1	1	0	0	1	0	1	0
705	60	31	female	motátmes	motátmesnek	motátmesnak	nak	6	3	3	1	1	1	0	0	0	1	0	0
706	60	31	female	tert	tertnak	tertnek	nek	1	7	-6	0	1	1	0	0	0	0	1	0
707	60	31	female	gyurmen	gyurmennak	gyurmennek	nek	5	6	-1	1	1	1	0	0	1	0	0	0
708	60	31	female	nondártens	nondártensnak	nondártensnek	nek	3	7	-4	1	1	1	0	0	0	1	1	0
709	60	31	female	strolavín	strolavínnek	strolavínnak	nak	7	5	2	1	0	0	0	0	1	0	0	0
710	60	31	female	gyílp	gyílpnek	gyílpnak	nek	4	6	-2	0	0	0	0	1	0	0	1	1
711	61	28	male	szarcásim	szarcásimnek	szarcásimnak	nek	1	7	-6	1	0	0	0	1	0	0	0	0
712	61	28	male	jit	jitnek	jitnak	nek	1	7	-6	0	0	0	0	0	0	0	0	0
713	61	28	male	vamlatlejn	vamlatlejnnak	vamlatlejnnek	nak	7	1	6	1	1	1	0	0	1	0	1	0
714	61	28	male	zibb	zibbnak	zibbnek	nek	1	7	-6	0	0	0	0	1	0	0	1	0
715	61	28	male	hens	hensnak	hensnek	nek	1	7	-6	0	1	1	0	0	0	1	1	0
716	61	28	male	plést	pléstnak	pléstnek	nek	1	7	-6	0	1	0	0	0	0	0	1	0
718	61	28	male	toréten	torétennek	torétennak	nek	1	7	-6	1	1	1	1	0	1	0	0	0
720	61	28	male	oleszkris	oleszkrisnek	oleszkrisnak	nek	1	7	-6	1	0	0	1	0	0	1	0	0
722	61	28	male	uzény	uzénynek	uzénynak	nak	7	1	6	1	1	0	0	0	1	0	0	0
724	61	28	male	plíg	plígnak	plígnek	nek	1	7	-6	0	0	0	0	0	0	0	0	1
726	61	28	male	hotelt	hoteltnak	hoteltnek	nak	7	1	6	1	1	1	0	0	0	0	1	0
727	61	28	male	jotebris	jotebrisnek	jotebrisnak	nak	7	1	6	1	0	0	1	0	0	1	0	0
730	61	28	male	aasszim	aasszimnek	aasszimnak	nak	7	1	6	1	0	0	0	1	0	0	0	0
740	63	27	female	szurent	szurentnek	szurentnak	nek	2	7	-5	1	1	1	0	0	0	0	1	0
741	63	27	female	tabeny	tabenynak	tabenynek	nek	1	7	-6	1	1	1	0	0	1	0	0	0
742	63	27	female	tes	tesnek	tesnak	nek	1	7	-6	0	1	1	0	0	0	1	0	0
743	63	27	female	malkébb	malkébbnak	malkébbnek	nek	5	7	-2	1	1	0	0	1	0	0	1	0
744	63	27	female	hénc	héncnek	héncnak	nek	1	7	-6	0	1	0	0	0	0	1	1	0
745	63	27	female	szény	szénynek	szénynak	nek	1	7	-6	0	1	0	0	0	1	0	0	0
746	63	27	female	álésztím	álésztímnek	álésztímnak	nek	4	7	-3	1	0	0	1	1	0	0	0	0
747	63	27	female	tokes	tokesnak	tokesnek	nek	4	7	-3	1	1	1	0	0	0	1	0	0
748	63	27	female	árondell	árondellnek	árondellnak	nek	1	7	-6	1	1	1	0	0	1	0	1	0
750	63	27	female	pakéndíjj	pakéndíjjnek	pakéndíjjnak	nek	4	7	-3	1	0	0	1	0	0	0	1	0
751	63	27	female	mámloszé	mámloszénak	mámloszének	nek	5	7	-2	1	1	0	0	0	0	0	0	0
752	63	27	female	honyit	honyitnek	honyitnak	nak	7	3	4	1	0	0	0	0	0	0	0	0
753	63	27	female	alégim	alégimnak	alégimnek	nek	5	7	-2	1	0	0	1	1	0	0	0	0
755	64	18	female	dólték	dóltéknak	dóltéknek	nak	7	3	4	1	1	0	0	0	0	0	0	0
757	64	18	female	szaírfik	szaírfiknek	szaírfiknak	nek	3	7	-4	1	0	0	1	0	0	0	0	0
759	64	18	female	ángem	ángemnek	ángemnak	nek	4	7	-3	1	1	1	0	1	0	0	0	0
760	64	18	female	mazeres	mazeresnek	mazeresnak	nek	1	7	-6	1	1	1	1	0	0	1	0	0
761	64	18	female	várétveny	várétvenynek	várétvenynak	nek	1	7	-6	1	1	1	1	0	1	0	0	0
762	64	18	female	dorgémp	dorgémpnek	dorgémpnak	nek	3	7	-4	1	1	0	0	1	0	0	1	0
763	64	18	female	dáten	dátennak	dátennek	nak	7	3	4	1	1	1	0	0	1	0	0	0
764	64	18	female	parvins	parvinsnak	parvinsnek	nak	7	1	6	1	0	0	0	0	0	1	1	0
765	64	18	female	hukem	hukemnek	hukemnak	nek	4	7	-3	1	1	1	0	1	0	0	0	0
769	64	18	female	étt	éttnak	éttnek	nak	4	4	0	0	1	0	0	0	0	0	1	0
771	64	18	female	orbámbes	orbámbesnek	orbámbesnak	nek	1	7	-6	1	1	1	0	0	0	1	0	0
772	64	18	female	híll	híllnak	híllnek	nak	7	2	5	0	0	0	0	0	1	0	1	1
773	64	18	female	tolélt	toléltnek	toléltnak	nek	1	7	-6	1	1	0	0	0	0	0	1	0
774	65	35	female	turásztem	turásztemnak	turásztemnek	nek	6	7	-1	1	1	1	0	1	0	0	0	0
775	65	35	female	hádeny	hádenynak	hádenynek	nek	6	7	-1	1	1	1	0	0	1	0	0	0
776	65	35	female	fágyét	fágyétnek	fágyétnak	nak	7	6	1	1	1	0	0	0	0	0	0	0
777	65	35	female	gotoelf	gotoelfnek	gotoelfnak	nek	6	7	-1	1	1	1	0	0	0	0	1	0
778	65	35	female	harirt	harirtnek	harirtnak	nak	7	6	1	1	0	0	0	0	0	0	1	0
779	65	35	female	szins	szinsnek	szinsnak	nak	7	6	1	0	0	0	0	0	0	1	1	0
780	65	35	female	gyer	gyernak	gyernek	nek	2	7	-5	0	1	1	0	0	1	0	0	0
781	65	35	female	sukaszip	sukaszipnek	sukaszipnak	nek	3	7	-4	1	0	0	0	1	0	0	0	0
782	65	35	female	nyejn	nyejnnak	nyejnnek	nek	5	6	-1	0	1	1	0	0	1	0	1	0
783	65	35	female	vizs	vizsnek	vizsnak	nek	5	7	-2	0	0	0	0	0	0	1	0	0
784	65	35	female	szemb	szembnak	szembnek	nek	5	7	-2	0	1	1	0	1	0	0	1	0
785	65	35	female	kújánzé	kújánzénak	kújánzének	nek	6	7	-1	1	1	0	0	0	0	0	0	0
786	65	35	female	gosztajes	gosztajesnek	gosztajesnak	nek	5	7	-2	1	1	1	0	0	0	1	0	0
787	66	26	female	szelt	szeltnak	szeltnek	nek	1	7	-6	0	1	1	0	0	0	0	1	0
788	66	26	female	tázardik	tázardiknak	tázardiknek	nak	7	1	6	1	0	0	0	0	0	0	0	0
789	66	26	female	kalmír	kalmírnek	kalmírnak	nak	7	1	6	1	0	0	0	0	1	0	0	0
790	66	26	female	szálétt	száléttnak	száléttnek	nak	6	2	4	1	1	0	0	0	0	0	1	0
791	66	26	female	csirny	csirnynak	csirnynek	nek	1	7	-6	0	0	0	0	0	1	0	1	0
792	66	26	female	ácse	ácsénak	ácsének	nak	6	2	4	1	1	1	0	0	0	0	0	0
793	66	26	female	eny	enynek	enynak	nek	1	7	-6	0	1	1	0	0	1	0	0	0
794	66	26	female	mápágem	mápágemnak	mápágemnek	nek	2	6	-4	1	1	1	0	1	0	0	0	0
795	66	26	female	csógares	csógaresnek	csógaresnak	nek	2	6	-4	1	1	1	0	0	0	1	0	0
796	66	26	female	karádlins	karádlinsnek	karádlinsnak	nek	1	7	-6	1	0	0	0	0	0	1	1	0
797	66	26	female	muzmes	muzmesnek	muzmesnak	nek	1	7	-6	1	1	1	0	0	0	1	0	0
798	66	26	female	turtimb	turtimbnek	turtimbnak	nek	1	7	-6	1	0	0	0	1	0	0	1	0
799	66	26	female	faskémlep	faskémlepnek	faskémlepnak	nek	1	7	-6	1	1	1	1	1	0	0	0	0
800	67	30	male	szobojtit	szobojtitnak	szobojtitnek	nak	6	2	4	1	0	0	0	0	0	0	0	0
801	67	30	male	matéll	matéllnek	matéllnak	nek	1	7	-6	1	1	0	0	0	1	0	1	0
802	67	30	male	té	ténak	tének	nek	1	7	-6	0	1	0	0	0	0	0	0	0
803	67	30	male	mastagseng	mastagsengnek	mastagsengnak	nek	1	7	-6	1	1	1	0	0	0	0	1	0
804	67	30	male	sziz	sziznek	sziznak	nek	1	7	-6	0	0	0	0	0	0	1	0	0
805	67	30	male	síny	sínynek	sínynak	nek	1	7	-6	0	0	0	0	0	1	0	0	1
807	67	30	male	hólketecc	hólketeccnek	hólketeccnak	nek	1	7	-6	1	1	1	1	0	0	1	1	0
808	67	30	male	kogyozer	kogyozernek	kogyozernak	nek	1	7	-6	1	1	1	0	0	1	0	0	0
809	67	30	male	tes	tesnak	tesnek	nek	1	7	-6	0	1	1	0	0	0	1	0	0
810	67	30	male	sulém	sulémnek	sulémnak	nek	1	7	-6	1	1	0	0	1	0	0	0	0
811	67	30	male	spébb	spébbnak	spébbnek	nek	1	7	-6	0	1	0	0	1	0	0	1	0
812	67	30	male	gyem	gyemnek	gyemnak	nek	1	7	-6	0	1	1	0	1	0	0	0	0
813	67	30	male	orird	orirdnek	orirdnak	nek	1	7	-6	1	0	0	0	0	0	0	1	0
841	71	26	female	ganvi	ganvinek	ganvinak	nak	5	4	1	1	0	0	0	0	0	0	0	0
842	71	26	female	merr	merrnak	merrnek	nek	2	6	-4	0	1	1	0	0	1	0	1	0
843	71	26	female	kagyzin	kagyzinnek	kagyzinnak	nak	6	4	2	1	0	0	0	0	1	0	0	0
844	71	26	female	laleb	lalebnek	lalebnak	nek	3	5	-2	1	1	1	0	1	0	0	0	0
845	71	26	female	patles	patlesnak	patlesnek	nak	5	4	1	1	1	1	0	0	0	1	0	0
846	71	26	female	aonsett	aonsettnak	aonsettnek	nek	3	5	-2	1	1	1	0	0	0	0	1	0
847	71	26	female	kens	kensnek	kensnak	nek	2	6	-4	0	1	1	0	0	0	1	1	0
848	71	26	female	nazesz	nazesznak	nazesznek	nek	4	6	-2	1	1	1	0	0	0	1	0	0
849	71	26	female	talonyem	talonyemnek	talonyemnak	nek	3	5	-2	1	1	1	0	1	0	0	0	0
850	71	26	female	fándék	fándéknak	fándéknek	nak	5	3	2	1	1	0	0	0	0	0	0	0
851	71	26	female	kuzullilt	kuzulliltnak	kuzulliltnek	nak	5	3	2	1	0	0	0	0	0	0	1	0
852	71	26	female	kákoler	kákolernak	kákolernek	nek	3	5	-2	1	1	1	0	0	1	0	0	0
853	71	26	female	temb	tembnek	tembnak	nek	2	6	-4	0	1	1	0	1	0	0	1	0
854	72	50	female	rókiszk	rókiszknak	rókiszknek	nak	6	1	5	1	0	0	0	0	0	0	1	0
855	72	50	female	nyozeg	nyozegnek	nyozegnak	nak	7	4	3	1	1	1	0	0	0	0	0	0
856	72	50	female	duskagyfeccs	duskagyfeccsnek	duskagyfeccsnak	nek	2	5	-3	1	1	1	0	0	0	1	1	0
857	72	50	female	femb	fembnak	fembnek	nek	1	7	-6	0	1	1	0	1	0	0	1	0
858	72	50	female	kándézek	kándézeknak	kándézeknek	nek	2	7	-5	1	1	1	1	0	0	0	0	0
859	72	50	female	tuttér	tuttérnak	tuttérnek	nak	7	4	3	1	1	0	0	0	1	0	0	0
860	72	50	female	csákkiken	csákkikennek	csákkikennak	nek	1	7	-6	1	1	1	1	0	1	0	0	0
861	72	50	female	vúgazip	vúgazipnak	vúgazipnek	nak	6	1	5	1	0	0	0	1	0	0	0	0
862	72	50	female	prudes	prudesnak	prudesnek	nak	2	1	1	1	1	1	0	0	0	1	0	0
863	72	50	female	érr	érrnek	érrnak	nek	2	7	-5	0	1	0	0	0	1	0	1	0
864	72	50	female	pálves	pálvesnek	pálvesnak	nak	6	6	0	1	1	1	0	0	0	1	0	0
865	72	50	female	vudtsett	vudtsettnek	vudtsettnak	nak	4	2	2	1	1	1	0	0	0	0	1	0
866	72	50	female	kasém	kasémnek	kasémnak	nak	7	6	1	1	1	0	0	1	0	0	0	0
894	76	18	female	traem	traemnak	traemnek	nek	1	6	-5	1	1	1	0	1	0	0	0	0
895	76	18	female	dúlmí	dúlmínek	dúlmínak	nak	7	1	6	1	0	0	0	0	0	0	0	0
896	76	18	female	szotetes	szotetesnak	szotetesnek	nek	1	6	-5	1	1	1	1	0	0	1	0	0
897	76	18	female	szargís	szargísnak	szargísnek	nak	7	1	6	1	0	0	0	0	0	1	0	0
898	76	18	female	álést	áléstnak	áléstnek	nak	5	1	4	1	1	0	0	0	0	0	1	0
899	76	18	female	jagalinc	jagalincnak	jagalincnek	nak	6	1	5	1	0	0	0	0	0	1	1	0
900	76	18	female	vartegyzelt	vartegyzeltnek	vartegyzeltnak	nek	2	7	-5	1	1	1	1	0	0	0	1	0
901	76	18	female	adattény	adatténynak	adatténynek	nak	6	1	5	1	1	0	0	0	1	0	0	0
902	76	18	female	sortek	sorteknak	sorteknek	nak	4	3	1	1	1	1	0	0	0	0	0	0
903	76	18	female	mágéb	mágébnek	mágébnak	nak	5	1	4	1	1	0	0	1	0	0	0	0
904	76	18	female	víny	vínynak	vínynek	nek	2	5	-3	0	0	0	0	0	1	0	0	1
905	76	18	female	horedvebb	horedvebbnek	horedvebbnak	nek	1	6	-5	1	1	1	1	1	0	0	1	0
906	76	18	female	bohenny	bohennynak	bohennynek	nek	1	5	-4	1	1	1	0	0	1	0	1	0
937	82	32	male	orandilt	orandiltnek	orandiltnak	nak	6	4	2	1	0	0	0	0	0	0	1	0
938	82	32	male	ábbelés	ábbelésnek	ábbelésnak	nek	3	6	-3	1	1	0	1	0	0	1	0	0
939	82	32	male	ses	sesnak	sesnek	nek	2	7	-5	0	1	1	0	0	0	1	0	0
940	82	32	male	szongens	szongensnek	szongensnak	nek	3	6	-3	1	1	1	0	0	0	1	1	0
941	82	32	male	gejn	gejnnak	gejnnek	nek	2	6	-4	0	1	1	0	0	1	0	1	0
942	82	32	male	nubóner	nubónernek	nubónernak	nak	6	4	2	1	1	1	0	0	1	0	0	0
943	82	32	male	kórádég	kórádégnak	kórádégnek	nak	6	4	2	1	1	0	0	0	0	0	0	0
944	82	32	male	ogyin	ogyinnek	ogyinnak	nak	7	3	4	1	0	0	0	0	1	0	0	0
945	82	32	male	szúlaríkt	szúlaríktnak	szúlaríktnek	nak	6	4	2	1	0	0	0	0	0	0	1	0
946	82	32	male	ordirep	ordirepnak	ordirepnek	nek	2	6	-4	1	1	1	1	1	0	0	0	0
947	82	32	male	ompi	ompinek	ompinak	nak	7	4	3	1	0	0	0	0	0	0	0	0
948	82	32	male	váézinb	váézinbnak	váézinbnek	nek	4	6	-2	1	0	0	1	1	0	0	1	0
949	82	32	male	kíp	kípnak	kípnek	nek	2	6	-4	0	0	0	0	1	0	0	0	1
982	86	33	female	praes	praesnek	praesnak	nek	2	6	-4	1	1	1	0	0	0	1	0	0
983	86	33	female	jogepsind	jogepsindnek	jogepsindnak	nek	1	5	-4	1	0	0	1	0	0	0	1	0
984	86	33	female	vukcén	vukcénnek	vukcénnak	nek	1	7	-6	1	1	0	0	0	1	0	0	0
985	86	33	female	katir	katirnek	katirnak	nak	6	2	4	1	0	0	0	0	1	0	0	0
986	86	33	female	lórepém	lórepémnek	lórepémnak	nek	1	7	-6	1	1	0	1	1	0	0	0	0
987	86	33	female	sármirc	sármircnak	sármircnek	nek	1	7	-6	1	0	0	0	0	0	1	1	0
988	86	33	female	krarenk	krarenknak	krarenknek	nek	1	7	-6	1	1	1	0	0	0	0	1	0
989	86	33	female	ámizlis	ámizlisnek	ámizlisnak	nak	7	1	6	1	0	0	1	0	0	1	0	0
990	86	33	female	rogyalip	rogyalipnek	rogyalipnak	nak	7	1	6	1	0	0	0	1	0	0	0	0
991	86	33	female	túrgogé	túrgogénak	túrgogének	nak	7	1	6	1	1	0	0	0	0	0	0	0
992	86	33	female	gémp	gémpnek	gémpnak	nek	1	7	-6	0	1	0	0	1	0	0	1	0
993	86	33	female	toktirn	toktirnnak	toktirnnek	nak	7	1	6	1	0	0	0	0	1	0	1	0
994	86	33	female	kóaze	kóazénak	kóazének	nak	7	1	6	1	1	1	0	0	0	0	0	0
1021	89	35	male	malmihénk	malmihénknek	malmihénknak	nek	4	7	-3	1	1	0	1	0	0	0	1	0
1022	89	35	male	nyakett	nyakettnek	nyakettnak	nek	4	7	-3	1	1	1	0	0	0	0	1	0
1023	89	35	male	kámtem	kámtemnek	kámtemnak	nek	5	7	-2	1	1	1	0	1	0	0	0	0
1024	89	35	male	kárék	káréknak	káréknek	nak	7	5	2	1	1	0	0	0	0	0	0	0
1025	89	35	male	olis	olisnak	olisnek	nak	7	4	3	1	0	0	0	0	0	1	0	0
1026	89	35	male	mosirer	mosirernek	mosirernak	nek	5	7	-2	1	1	1	1	0	1	0	0	0
1027	89	35	male	ádegelc	ádegelcnak	ádegelcnek	nek	4	7	-3	1	1	1	1	0	0	1	1	0
1028	89	35	male	kotársin	kotársinnak	kotársinnek	nak	7	4	3	1	0	0	0	0	1	0	0	0
1029	89	35	male	ulólmít	ulólmítnek	ulólmítnak	nak	7	6	1	1	0	0	0	0	0	0	0	0
1030	89	35	male	krenny	krennynak	krennynek	nek	3	7	-4	0	1	1	0	0	1	0	1	0
1031	89	35	male	hem	hemnak	hemnek	nek	1	7	-6	0	1	1	0	1	0	0	0	0
1032	89	35	male	kodojtíbb	kodojtíbbnek	kodojtíbbnak	nak	7	5	2	1	0	0	0	1	0	0	1	0
1033	89	35	male	kes	kesnak	kesnek	nek	1	7	-6	0	1	1	0	0	0	1	0	0
1034	90	42	male	darúti	darútinek	darútinak	nak	7	3	4	1	0	0	0	0	0	0	0	0
1035	90	42	male	togykálirs	togykálirsnek	togykálirsnak	nek	2	5	-3	1	0	0	0	0	0	1	1	0
1036	90	42	male	ém	émnak	émnek	nek	4	4	0	0	1	0	0	1	0	0	0	0
1037	90	42	male	fábbejn	fábbejnnek	fábbejnnak	nek	1	7	-6	1	1	1	0	0	1	0	1	0
1038	90	42	male	hafrezin	hafrezinnak	hafrezinnek	nek	2	7	-5	1	0	0	1	0	1	0	0	0
1039	90	42	male	tánsíbb	tánsíbbnek	tánsíbbnak	nak	7	2	5	1	0	0	0	1	0	0	1	0
1040	90	42	male	bís	bísnek	bísnak	nek	2	7	-5	0	0	0	0	0	0	1	0	1
1041	90	42	male	vógláfitt	vógláfittnak	vógláfittnek	nak	7	1	6	1	0	0	0	0	0	0	1	0
1042	90	42	male	fávi	fávinek	fávinak	nak	7	1	6	1	0	0	0	0	0	0	0	0
1043	90	42	male	gyogem	gyogemnek	gyogemnak	nek	2	7	-5	1	1	1	0	1	0	0	0	0
1044	90	42	male	pókléles	póklélesnek	póklélesnak	nek	2	6	-4	1	1	1	1	0	0	1	0	0
1045	90	42	male	varveszt	varvesztnek	varvesztnak	nek	1	7	-6	1	1	1	0	0	0	0	1	0
1046	90	42	male	csuékir	csuékirnek	csuékirnak	nek	2	6	-4	1	0	0	1	0	1	0	0	0
1060	92	33	male	zántell	zántellnek	zántellnak	nek	4	7	-3	1	1	1	0	0	1	0	1	0
1061	92	33	male	hálkáltem	hálkáltemnek	hálkáltemnak	nek	3	6	-3	1	1	1	0	1	0	0	0	0
1062	92	33	male	mánótér	mánótérnak	mánótérnek	nek	4	6	-2	1	1	0	0	0	1	0	0	0
1063	92	33	male	zsóners	zsónersnak	zsónersnek	nek	4	6	-2	1	1	1	0	0	0	1	1	0
1064	92	33	male	trálekspes	trálekspesnak	trálekspesnek	nek	4	6	-2	1	1	1	1	0	0	1	0	0
1065	92	33	male	csolferet	csolferetnek	csolferetnak	nek	3	6	-3	1	1	1	1	0	0	0	0	0
1066	92	33	male	kénk	kénknak	kénknek	nek	4	7	-3	0	1	0	0	0	0	0	1	0
1067	92	33	male	szapegény	szapegénynek	szapegénynak	nek	3	6	-3	1	1	0	1	0	1	0	0	0
1068	92	33	male	száktérm	száktérmnek	száktérmnak	nek	3	6	-3	1	1	0	0	1	0	0	1	0
1069	92	33	male	papem	papemnek	papemnak	nek	4	6	-2	1	1	1	0	1	0	0	0	0
1070	92	33	male	csogek	csogeknak	csogeknek	nek	4	6	-2	1	1	1	0	0	0	0	0	0
1071	92	33	male	kec	kecnak	kecnek	nek	3	6	-3	0	1	1	0	0	0	1	0	0
1072	92	33	male	szallotbérf	szallotbérfnak	szallotbérfnek	nek	3	6	-3	1	1	0	0	0	0	0	1	0
1078	94	29	male	nanye	nanyénak	nanyének	nak	7	4	3	1	1	1	0	0	0	0	0	0
1079	94	29	male	hossassém	hossassémnek	hossassémnak	nek	2	7	-5	1	1	0	0	1	0	0	0	0
1080	94	29	male	krís	krísnek	krísnak	nek	3	7	-4	0	0	0	0	0	0	1	0	1
1081	94	29	male	asosilt	asosiltnak	asosiltnek	nek	4	5	-1	1	0	0	0	0	0	0	1	0
1082	94	29	male	nászten	násztennek	násztennak	nek	4	7	-3	1	1	1	0	0	1	0	0	0
1083	94	29	male	hudévell	hudévellnak	hudévellnek	nek	2	7	-5	1	1	1	1	0	1	0	1	0
1084	94	29	male	heszt	hesztnak	hesztnek	nek	1	7	-6	0	1	1	0	0	0	0	1	0
1085	94	29	male	kens	kensnak	kensnek	nek	1	7	-6	0	1	1	0	0	0	1	1	0
1086	94	29	male	nyumlés	nyumlésnek	nyumlésnak	nek	2	6	-4	1	1	0	0	0	0	1	0	0
1087	94	29	male	zálaszebb	zálaszebbnak	zálaszebbnek	nek	3	7	-4	1	1	1	0	1	0	0	1	0
1088	94	29	male	honkresztim	honkresztimnak	honkresztimnek	nek	4	7	-3	1	0	0	1	1	0	0	0	0
1089	94	29	male	oltegeny	oltegenynek	oltegenynak	nek	2	7	-5	1	1	1	1	0	1	0	0	0
1090	94	29	male	kagópzev	kagópzevnak	kagópzevnek	nek	2	7	-5	1	1	1	0	0	0	0	0	0
1132	98	50	female	análcsis	análcsisnak	análcsisnek	nak	7	1	6	1	0	0	0	0	0	1	0	0
1133	98	50	female	hápsugég	hápsugégnak	hápsugégnek	nak	7	1	6	1	1	0	0	0	0	0	0	0
1135	98	50	female	azde	azdének	azdénak	nak	7	1	6	1	1	1	0	0	0	0	0	0
1136	98	50	female	arkatlen	arkatlennek	arkatlennak	nak	4	4	0	1	1	1	0	0	1	0	0	0
1137	98	50	female	várcenks	várcenksnek	várcenksnak	nak	6	2	4	1	1	1	0	0	0	1	1	0
1138	98	50	female	makell	makellnak	makellnek	nak	6	3	3	1	1	1	0	0	1	0	1	0
1141	98	50	female	soktib	soktibnek	soktibnak	nak	7	2	5	1	0	0	0	1	0	0	0	0
1142	98	50	female	pákelp	pákelpnek	pákelpnak	nek	2	5	-3	1	1	1	0	1	0	0	1	0
1143	98	50	female	csaszteng	csasztengnek	csasztengnak	nak	6	2	4	1	1	1	0	0	0	0	1	0
1144	98	50	female	fétty	féttynek	féttynak	nak	5	4	1	0	1	0	0	0	0	0	1	0
1145	98	50	female	ormem	ormemnek	ormemnak	nek	3	5	-2	1	1	1	0	1	0	0	0	0
1146	98	50	female	gés	gésnak	gésnek	nek	1	7	-6	0	1	0	0	0	0	1	0	0
1147	98	50	female	cér	cérnek	cérnak	nek	1	7	-6	0	1	0	0	0	1	0	0	0
1148	99	27	male	mámés	mámésnak	mámésnek	nak	6	2	4	1	1	0	0	0	0	1	0	0
1150	99	27	male	zátém	zátémnak	zátémnek	nek	5	5	0	1	1	0	0	1	0	0	0	0
1151	99	27	male	atorsel	atorselnek	atorselnak	nek	2	6	-4	1	1	1	0	0	1	0	0	0
1152	99	27	male	nyolkámékt	nyolkáméktnek	nyolkáméktnak	nek	3	6	-3	1	1	0	0	0	0	0	1	0
1153	99	27	male	nolgenyemp	nolgenyempnak	nolgenyempnek	nak	6	3	3	1	1	1	1	1	0	0	1	0
1154	99	27	male	csely	cselynek	cselynak	nek	3	6	-3	0	1	1	0	0	0	0	0	0
1155	99	27	male	vé	vének	vénak	nek	4	5	-1	0	1	0	0	0	0	0	0	0
1156	99	27	male	bázarvém	bázarvémnek	bázarvémnak	nak	5	4	1	1	1	0	0	1	0	0	0	0
1157	99	27	male	linny	linnynak	linnynek	nak	6	3	3	0	0	0	0	0	1	0	1	0
1158	99	27	male	mabánen	mabánennak	mabánennek	nak	5	3	2	1	1	1	0	0	1	0	0	0
1159	99	27	male	éng	éngnak	éngnek	nek	4	6	-2	0	1	0	0	0	0	0	1	0
1160	99	27	male	teks	teksnak	teksnek	nek	3	5	-2	0	1	1	0	0	0	1	1	0
1161	99	27	male	kes	kesnak	kesnek	nek	3	6	-3	0	1	1	0	0	0	1	0	0
1162	100	21	male	jagílgy	jagílgynak	jagílgynek	nak	4	4	0	1	0	0	0	0	0	0	1	0
1163	100	21	male	fétt	féttnak	féttnek	nek	1	7	-6	0	1	0	0	0	0	0	1	0
1164	100	21	male	tig	tignak	tignek	nek	1	7	-6	0	0	0	0	0	0	0	0	0
1165	100	21	male	frápelcs	frápelcsnek	frápelcsnak	nek	1	7	-6	1	1	1	0	0	0	1	1	0
1166	100	21	male	vim	vimnek	vimnak	nek	1	7	-6	0	0	0	0	1	0	0	0	0
1167	100	21	male	trolér	trolérnak	trolérnek	nak	7	1	6	1	1	0	0	0	1	0	0	0
1168	100	21	male	mágék	mágéknak	mágéknek	nak	7	1	6	1	1	0	0	0	0	0	0	0
