SF	Freq	Lemma	Analysis	Segmentation
autót	100	autó	N.SG-ACC	autó-t
haj	6	haj	N.NOM.SG	haj
szemed	7	szem	N.NOM-PSS2S.SG	szem-ed
láttalak	4	lát	V-IND.PST.LGSPEC1.1.SG	lát-talak
kaptad	18	kap	V-IND.PST.DEF.2.SG	kap-tad
bácsitól	15	bácsi	N.SG-AT+ABL	bácsi-tól
jöttél	18	jön	V-IND.PST.INDF.2.SG	jön-ttél
használom	1	használ	V-IND.PRS.DEF.1.SG	használ-om
tettem	11	tettem	N.NOM.SG	tettem
leüljetek	1	leül	V-SBJV.PRS.INDF.2.PL	leül-jetek
üljetek	9	ül	V-SBJV.PRS.INDF.2.PL	ül-jetek
levettem	6	levesz	V-IND.PST.INDF.1.SG	levesz-ttem
elején	2	eleje	N.SG-ON+ESS	eleje-n
miklósom	4	miklós	N.NOM-PSS1S.SG	miklós-om
szád	13	száj	N.NOM-PSS2S.SG	száj-d
hóembert	6	hóember	N.SG-ACC	hóember-t
zuhogó	1	zuhog	V-V.PTCP.PRS	zuhog-ó
vittük	1	visz	V-IND.PST.DEF.1.PL	visz-ttük
aludtak	2	alszik	V-IND.PST.INDF.3.PL	alud-tak
megijedtetek	1	megijed	V-IND.PST.INDF.2.PL	megijed-tetek
vihartól	1	vihar	N.SG-AT+ABL	vihar-tól
dobott	4	dob	V-IND.PST.INDF.3.SG	dob-ott
jeget	2	jég	N.SG-ACC	jég-et
vihar	2	vihar	N.NOM.SG	vihar
hasam	8	has	N.NOM-PSS1S.SG	has-am
jég	12	jég	N.NOM.SG	jég
fagyi	12	fagyi	N.NOM.SG	fagyi
jeges	4	jeges	N.NOM.SG	jeges
torka	4	torok	N.NOM-PSS3S.SG	torok-a
gyerekes	1	gyerekes	ADJ.NOM.SG	gyerekes
esett	41	esik	V-IND.PST.INDF.3.SG	es-ett
homokban	6	homok	N.SG-IN+ESS	homok-ban
szórsz	1	szór	V-IND.PRS.INDF.2.SG.asz	szór-sz
gyöngy	3	gyöngy	N.NOM.SG	gyöngy
kaszál	8	kaszál	V.IND.PRS.INDF.3.SG	kaszál
kaszálja	5	kaszál	V-IND.PRS.DEF.3.SG	kaszál-ja
füvet	6	fű	N.SG-ACC	fű-et
férek	7	fér	V-IND.PRS.INDF.1.SG	fér-ek
hozzam	8	hoz	V-SBJV.PRS.DEF.1.SG	hoz-jam
gabinak	2	gabi	N.SG-DAT.SG	gabi-nak
gabival	1	gabi	N.SG-INST	gabi-val
kér	84	kér	V.IND.PRS.INDF.3.SG	kér
állami	1	állami	ADJ.NOM.SG	állami
fagylalt	11	fagylalt	N.NOM.SG	fagylalt
elesel	2	elesik	V-IND.PRS.INDF.2.SG.Ol	eles-el
elestél	4	elesik	V-IND.PST.INDF.2.SG	eles-tél
fogadjatok	1	fogad	V-SBJV.PRS.INDF.2.PL	fogad-jatok
teáért	2	tea	N.SG-PRP	tea-ért
jók	21	jó	N.NOM-PL	jó-k
legyetek	1	légy	N.NOM-PSS2P.SG	légy-etek
fagyit	29	fagyi	N.SG-ACC	fagyi-t
ablakban	2	ablak	N.SG-IN+ESS	ablak-ban
sírtam	7	sír	V-IND.PST.INDF.1.SG	sír-tam
reggelt	11	reggel	N.SG-ACC	reggel-t
kosár	10	kosár	N.NOM.SG	kosár
állni	2	áll	V-NFIN	áll-ni
garázsba	6	garázs	N.SG-IN+ALL	garázs-ba
tudta	7	tud	V-IND.PST.DEF.3.SG	tud-ta
tudtátok	1	tud	V-IND.PST.DEF.2.PL	tud-tátok
fürödni	14	fürdik	V-NFIN	fürd-ni
tortát	7	torta	N.SG-ACC	torta-t
megcsinálja	5	megcsinál	V-IND.PRS.DEF.3.SG	megcsinál-ja
óra	36	óra	N.NOM.SG	óra
hasra	2	has	N.SG-ON+ALL	has-ra
orr	6	orr	N.NOM.SG	orr
tudjátok	4	tud	V-IND.PRS.DEF.2.PL	tud-játok
abbahagyni	1	abbahagy	V-NFIN	abbahagy-ni
müller	5	müller	N.NOM.SG	müller
hittem	12	hisz	V-IND.PST.INDF.1.SG	hisz-ttem
kezem	29	kéz	N.NOM-PSS1S.SG	kéz-em
megmossuk	13	megmos	V-IND.PRS.DEF.1.PL	megmos-juk
délbe	1	dél	N.SG-IN+ALL	dél-be
talicska	16	talicska	N.NOM.SG	talicska
lettél	4	lesz	V-IND.PST.INDF.2.SG	lesz-ttél
csúnya	74	csúnya	ADJ.NOM.SG	csúnya
mostál	3	mos	V-IND.PST.INDF.2.SG	mos-tál
dörzsöltél	1	dörzsöl	V-IND.PST.INDF.2.SG	dörzsöl-tél
földdel	1	föld	N.SG-INST	föld-vel
lapáttal	9	lapát	N.SG-INST	lapát-val
játékot	56	játék	N.SG-ACC	játék-ot
üssétek	1	üt	V-SBJV.PRS.DEF.2.PL	üt-jétek
elrontom	13	elront	V-IND.PRS.DEF.1.SG	elront-om
rontottad	4	ront	V-IND.PST.DEF.2.SG	ront-ottad
leveszel	1	levesz	V-IND.PRS.INDF.2.SG.Ol	levesz-el
vödör	11	vödör	N.NOM.SG	vödör
dobra	2	dob	N.SG-ON+ALL	dob-ra
dobod	3	dobod	N.NOM.SG	dobod
veszünk	22	vesz	V-IND.PRS.INDF.1.PL	vesz-ünk
locsollak	1	locsol	V-IND.PRS.LGSPEC1.1.SG	locsol-lak
gyógyszerrel	1	gyógyszer	N.SG-INST	gyógyszer-vel
locsolom	1	locsol	V-IND.PRS.DEF.1.SG	locsol-om
injekció	3	injekció	N.NOM.SG	injekció
félj	5	fél	V-SBJV.PRS.INDF.2.SG	fél-j
fogod	19	fog	V-IND.PRS.DEF.2.SG	fog-od
injekciót	3	injekció	N.SG-ACC	injekció-t
szedünk	5	szed	V-IND.PRS.INDF.1.PL	szed-ünk
csin	8	csi	N.SG-ON+ESS	csi-n
fájni	14	fáj	V-NFIN	fáj-ni
szór	1	szór	V.IND.PRS.INDF.3.SG	szór
bácsihoz	29	bácsi	N.SG-AT+ALL	bácsi-hoz
kavics	15	kavics	N.NOM.SG	kavics
fogja	23	fog	V-IND.PRS.DEF.3.SG	fog-ja
lova	2	ló	N.NOM-PSS3S.SG	ló-a
lapátot	6	lapát	N.SG-ACC	lapát-ot
megmondtam	4	megmond	V-IND.PST.INDF.1.SG	megmond-tam
házam	5	ház	N.NOM-PSS1S.SG	ház-am
nagymama	21	nagymama	N.NOM.SG	nagymama
nagymamád	5	nagymama	N.NOM-PSS2S.SG	nagymama-d
megköszönted	2	megköszön	V-IND.PST.DEF.2.SG	megköszön-ted
kaptátok	2	kap	V-IND.PST.DEF.2.PL	kap-tátok
hozott	24	hoz	V-IND.PST.INDF.3.SG	hoz-ott
lányoknak	1	lány	N-PL-DAT.SG	lány-ok-nak
eleget	7	elég	N.SG-ACC	elég-et
hoztál	14	hoz	V-IND.PST.INDF.2.SG	hoz-tál
sarokba	8	sarok	N.SG-IN+ALL	sarok-ba
sarokban	3	sarok	N.SG-IN+ESS	sarok-ban
innivalót	5	innivaló	N.SG-ACC	innivaló-t
hagyjatok	2	hagy	V-SBJV.PRS.INDF.2.PL	hagy-jatok
hely	18	hely	N.NOM.SG	hely
szállj	46	száll	V-SBJV.PRS.INDF.2.SG	száll-j
üres	18	üres	ADJ.NOM.SG	üres
pad	1	pad	N.NOM.SG	pad
hajód	1	hajó	N.NOM-PSS2S.SG	hajó-d
helyem	1	hely	N.NOM-PSS1S.SG	hely-em
fölszállni	5	fölszáll	V-NFIN	fölszáll-ni
ennivalót	17	ennivaló	N.SG-ACC	ennivaló-t
várjatok	4	vár	V-SBJV.PRS.INDF.2.PL	vár-jatok
kaptok	5	kap	V-IND.PRS.INDF.2.PL	kap-tok
büdös	18	büdös	ADJ.NOM.SG	büdös
szag	2	szag	N.NOM.SG	szag
ennivaló	7	ennivaló	N.NOM.SG	ennivaló
vacsorázunk	3	vacsorázik	V-IND.PRS.INDF.1.PL	vacsoráz-unk
hagymát	1	hagyma	N.SG-ACC	hagyma-t
vágunk	1	vág	V-IND.PRS.INDF.1.PL	vág-unk
kerékben	1	kerék	N.SG-IN+ESS	kerék-ben
kertbe	10	kert	N.SG-IN+ALL	kert-be
hozlak	1	hoz	V-IND.PRS.LGSPEC1.1.SG	hoz-lak
álljatok	3	áll	V-SBJV.PRS.INDF.2.PL	áll-jatok
elindul	7	elindul	V.IND.PRS.INDF.3.SG	elindul
elindulni	1	elindul	V-NFIN	elindul-ni
indulás	8	indulás	N.NOM.SG	indulás
há	71	há	N.NOM.SG	há
hülyeség	2	hülyeség	N.NOM.SG	hülyeség
leszállás	3	leszáll	V-V.MSDR	leszáll-ás
kereket	3	kerék	N.SG-ACC	kerék-et
végállomásnál	1	végállomás	N.SG-AT+ESS	végállomás-nál
szállni	8	száll	V-NFIN	száll-ni
tütü	31	tütü	N.NOM.SG	tütü
szállunk	5	száll	V-IND.PRS.INDF.1.PL	száll-unk
vég	2	vég	N.NOM.SG	vég
állomás	7	állomás	N.NOM.SG	állomás
kiszállunk	3	kiszáll	V-IND.PRS.INDF.1.PL	kiszáll-unk
kiszállok	2	kiszáll	V-IND.PRS.INDF.1.SG	kiszáll-ok
tütüt	4	tütü	N.SG-ACC	tütü-t
kapaszkodj	4	kapaszkodik	V-SBJV.PRS.INDF.2.SG	kapaszkod-j
leszállok	5	leszáll	V-IND.PRS.INDF.1.SG	leszáll-ok
beszállás	2	beszáll	V-V.MSDR	beszáll-ás
kanalad	2	kanál	N.NOM-PSS2S.SG	kanál-ad
összevissza	2	összevissza	ADJ.NOM.SG	összevissza
szépek	2	szép	ADJ.NOM-PL	szép-ek
lacit	7	laci	N.SG-ACC	laci-t
zászlót	2	zászló	N.SG-ACC	zászló-t
zászló	5	zászló	N.NOM.SG	zászló
zászlónak	1	zászló	N.SG-DAT.SG	zászló-nak
botja	1	bot	N.NOM-PSS3S.SG	bot-ja
lebeg	2	lebeg	V.IND.PRS.INDF.3.SG	lebeg
egér	134	egér	N.NOM.SG	egér
akadt	1	akad	V-IND.PST.INDF.3.SG	akad-t
kosárban	3	kosár	N.SG-IN+ESS	kosár-ban
hervadt	4	hervad	V-IND.PST.INDF.3.SG	hervad-t
friss	6	friss	ADJ.NOM.SG	friss
levél	3	levél	N.NOM.SG	levél
egyed	6	egy	N.NOM-PSS2S.SG	egy-ed
köszönsz	4	köszön	V-IND.PRS.INDF.2.SG.asz	köszön-sz
órát	9	óra	N.SG-ACC	óra-t
asztalhoz	11	asztal	N.SG-AT+ALL	asztal-hoz
asztalnál	8	asztal	N.SG-AT+ESS	asztal-nál
vigyázzon	2	vigyáz	V-SBJV.PRS.INDF.3.SG	vigyáz-jon
eltöri	1	eltör	V-IND.PRS.DEF.3.SG.i	eltör-i
eltörik	14	eltör	V-IND.PRS.DEF.3.PL.ik	eltör-ik
vigyázom	2	vigyáz	V-IND.PRS.DEF.1.SG	vigyáz-om
megállt	5	megáll	V-IND.PST.INDF.3.SG	megáll-t
vesszük	9	vesz	V-IND.PRS.DEF.1.PL	vesz-jük
levettük	1	levesz	V-IND.PST.DEF.1.PL	levesz-ttük
kötni	6	köt	V-NFIN	köt-ni
gondolod	5	gondol	V-IND.PRS.DEF.2.SG	gondol-od
lököd	3	lök	V-IND.PRS.DEF.2.SG	lök-öd
ebédelnek	4	ebédel	V-IND.PRS.INDF.3.PL	ebédel-nek
engedem	7	enged	V-IND.PRS.DEF.1.SG	enged-em
kiszáll	5	kiszáll	V.IND.PRS.INDF.3.SG	kiszáll
indulhat	7	indul	V-POT	indul-hat
induljon	4	indul	V-SBJV.PRS.INDF.3.SG	indul-jon
tolom	4	tol	V-IND.PRS.DEF.1.SG	tol-om
tolni	1	tol	V-NFIN	tol-ni
elmentem	3	elment	V-IND.PRS.DEF.1.SG	elment-em
szegedi	3	szegedi	N.NOM.SG	szegedi
leszállni	4	leszáll	V-NFIN	leszáll-ni
leszáll	6	leszáll	V.IND.PRS.INDF.3.SG	leszáll
fogtok	5	fog	V-IND.PRS.INDF.2.PL	fog-tok
távolsági	1	távolsági	ADJ.NOM.SG	távolsági
autóbusz	2	autóbusz	N.NOM.SG	autóbusz
utcába	3	utca	N.SG-IN+ALL	utca-ba
üljek	10	ül	V-SBJV.PRS.INDF.1.SG	ül-jek
tudunk	24	tud	V-IND.PRS.INDF.1.PL	tud-unk
leszünk	2	lesz	V-IND.PRS.INDF.1.PL	lesz-ünk
autóba	13	autó	N.SG-IN+ALL	autó-ba
ülünk	9	ül	V-IND.PRS.INDF.1.PL	ül-ünk
autóban	6	autó	N.SG-IN+ESS	autó-ban
várjunk	3	vár	V-SBJV.PRS.INDF.1.PL	vár-junk
jöhet	15	jön	V-POT	jön-het
levetted	6	levesz	V-IND.PST.DEF.2.SG	levesz-tted
mackó	31	mackó	N.NOM.SG	mackó
lánc	6	lánc	N.NOM.SG	lánc
lökve	1	lök	V-V.CVB	lök-ve
csinos	9	csinos	ADJ.NOM.SG	csinos
összerakjuk	11	összerak	V-IND.PRS.DEF.1.PL	összerak-juk
száját	12	száj	N.SG-PSS3S-ACC	száj-a-t
megütötte	9	megüt	V-IND.PST.DEF.3.SG	megüt-ötte
kiszállni	1	kiszáll	V-NFIN	kiszáll-ni
bekapcsolom	9	bekapcsol	V-IND.PRS.DEF.1.SG	bekapcsol-om
rátenni	2	rátesz	V-NFIN	ráten-ni
szappan	31	szappan	N.NOM.SG	szappan
feküdt	3	fekszik	V-IND.PST.INDF.3.SG	feküd-t
este	28	este	N.NOM.SG	este
lettek	2	lett	N.NOM-PL	lett-ek
kapcsoljuk	12	kapcsol	V-IND.PRS.DEF.1.PL	kapcsol-juk
küld	2	küld	V.IND.PRS.INDF.3.SG	küld
adott	8	ad	V-IND.PST.INDF.3.SG	ad-ott
kés	20	kés	N.NOM.SG	kés
számot	1	száj	N.SG-PSS1S-ACC	száj-m-ot
rendbe	20	rend	N.SG-IN+ALL	rend-be
mutató	4	mutató	N.NOM.SG	mutató
tik	4	ti	N.NOM-PL	ti-k
hajadat	3	haj	N.SG-PSS2S-ACC	haj-ad-at
veszekedjünk	2	veszekedik	V-SBJV.PRS.INDF.1.PL	veszeked-jünk
nadrágod	12	nadrág	N.NOM-PSS2S.SG	nadrág-od
bevertem	3	bever	V-IND.PST.INDF.1.SG	bever-tem
fejemet	2	fej	N.SG-PSS1S-ACC	fej-em-et
csi	24	csi	N.NOM.SG	csi
babád	11	baba	N.NOM-PSS2S.SG	baba-d
szoknyája	3	szoknya	N.NOM-PSS3S.SG	szoknya-ja
hajába	2	haj	N.SG-PSS3S-IN+ALL	haj-a-ba
tegyem	15	tesz	V-SBJV.PRS.DEF.1.SG	tesz-jem
ölébe	4	öl	N.SG-PSS3S-IN+ALL	öl-e-be
néninél	7	néni	N.SG-AT+ESS	néni-nél
cserélünk	4	cserél	V-IND.PRS.INDF.1.PL	cserél-ünk
jánosnak	3	jános	N.SG-DAT.SG	jános-nak
kezet	32	kéz	N.SG-ACC	kéz-et
magasabb	3	magas	ADJ.NOM.SG-CMPR	magas-abb
ágyba	36	ágy	N.SG-IN+ALL	ágy-ba
feküdjetek	8	fekszik	V-SBJV.PRS.INDF.2.PL	feküd-jetek
asztalon	13	asztal	N.SG-ON+ESS	asztal-on
ültesd	3	ültet	V-SBJV.PRS.DEF.2.SG	ültet-d
les	2	les	N.NOM.SG	les
ebédeltünk	2	ebédel	V-IND.PST.INDF.1.PL	ebédel-tünk
pénzt	36	pénz	N.SG-ACC	pénz-t
pénz	47	pénz	N.NOM.SG	pénz
kört	6	kör	N.SG-ACC	kör-t
kör	5	kör	N.NOM.SG	kör
keresztet	2	kereszt	N.SG-ACC	kereszt-et
fésüld	10	fésül	V-SBJV.PRS.DEF.2.SG	fésül-d
találok	4	talál	V-IND.PRS.INDF.1.SG	talál-ok
tapsoljunk	4	tapsol	V-SBJV.PRS.INDF.1.PL	tapsol-junk
induljunk	4	indul	V-SBJV.PRS.INDF.1.PL	indul-junk
kocsim	5	kocsi	N.NOM-PSS1S.SG	kocsi-m
indulok	4	indul	V-IND.PRS.INDF.1.SG	indul-ok
doktor	345	doktor	N.NOM.SG	doktor
elli	3	ellik	V-IND.PRS.DEF.3.SG.i	ell-i
lányom	2	lány	N.NOM-PSS1S.SG	lány-om
karikát	2	karika	N.SG-ACC	karika-t
akartam	8	akar	V-IND.PST.INDF.1.SG	akar-tam
megkérdezni	2	megkérdez	V-NFIN	megkérdez-ni
gyöngyök	1	gyöngy	N.NOM-PL	gyöngy-ök
tönkre	2	tönk	N.SG-ON+ALL	tönk-re
ágyat	4	ágy	N.SG-ACC	ágy-at
festette	1	fest	V-IND.PST.DEF.3.SG	fest-ette
szemüveged	1	szemüveg	N.NOM-PSS2S.SG	szemüveg-ed
szemüveg	7	szemüveg	N.NOM.SG	szemüveg
altassátok	1	altat	V-SBJV.PRS.DEF.2.PL	altat-játok
takarjátok	1	takar	V-IND.PRS.DEF.2.PL	takar-játok
hagy	13	hagy	V.IND.PRS.INDF.3.SG	hagy
aludjanak	3	alszik	V-SBJV.PRS.INDF.3.PL	alud-janak
autón	4	autó	N.SG-ON+ESS	autó-n
kosz	12	kosz	N.NOM.SG	kosz
leány	1	leány	N.NOM.SG	leány
indulj	1	indul	V-SBJV.PRS.INDF.2.SG	indul-j
fésülködjetek	1	fésülködik	V-SBJV.PRS.INDF.2.PL	fésülköd-jetek
halj	5	hal	V-SBJV.PRS.INDF.2.SG	hal-j
meghaltam	6	meghal	V-IND.PST.INDF.1.SG	meghal-tam
haltam	1	hal	V-IND.PST.INDF.1.SG	hal-tam
komédia	1	komédia	N.NOM.SG	komédia
fejed	16	fej	N.NOM-PSS2S.SG	fej-ed
fésüllek	8	fésül	V-IND.PRS.LGSPEC1.1.SG	fésül-lek
fodrász	13	fodrász	N.NOM.SG	fodrász
hiszi	1	hisz	V-IND.PRS.DEF.3.SG.i	hisz-i
lövök	2	lő	V-IND.PRS.INDF.1.SG	lő-ök
kelt	2	kel	N.SG-ACC	kel-t
sírj	8	sír	V-SBJV.PRS.INDF.2.SG	sír-j
viszed	9	visz	V-IND.PRS.DEF.2.SG	visz-ed
édes	43	édes	ADJ.NOM.SG	édes
babám	3	babám	N.NOM.SG	babám
anyukád	12	anyuka	N.NOM-PSS2S.SG	anyuka-d
mese	7	mese	N.NOM.SG	mese
rádiót	24	rádió	N.SG-ACC	rádió-t
hozza	11	hoz	V-IND.PRS.DEF.3.SG	hoz-ja
babáé	23	baba	N.SG-PSS4S	baba-é
szól	60	szól	V.IND.PRS.INDF.3.SG	szól
babája	5	baba	N.NOM-PSS3S.SG	baba-ja
bántod	2	bánt	V-IND.PRS.DEF.2.SG	bánt-od
bántani	14	bánt	V-NFIN	bánt-ani
babának	55	baba	N.SG-DAT.SG	baba-nak
keveset	4	kevés	ADJ.SG-ACC	kevés-et
énekelni	6	énekel	V-NFIN	énekel-ni
porcelán	1	porcelán	N.NOM.SG	porcelán
bab	8	bab	N.NOM.SG	bab
szedjétek	3	szed	V-SBJV.PRS.DEF.2.PL	szed-jétek
szedjetek	1	szed	V-SBJV.PRS.INDF.2.PL	szed-jetek
lyukon	1	lyuk	N.SG-ON+ESS	lyuk-on
olló	6	olló	N.NOM.SG	olló
elront	1	elront	V.IND.PRS.INDF.3.SG	elront
szedj	3	szed	V-SBJV.PRS.INDF.2.SG	szed-j
hajtsd	4	hajt	V-SBJV.PRS.DEF.2.SG	hajt-d
ollót	2	olló	N.SG-ACC	olló-t
veszek	36	vesz	V-IND.PRS.INDF.1.SG	vesz-ek
anyukája	30	anyuka	N.NOM-PSS3S.SG	anyuka-ja
löktem	1	lök	V-IND.PST.INDF.1.SG	lök-tem
lökted	1	lök	V-IND.PST.DEF.2.SG	lök-ted
mondták	3	mond	V-IND.PST.DEF.3.PL	mond-ták
torta	9	torta	N.NOM.SG	torta
tányért	16	tányér	N.SG-ACC	tányér-t
sampont	13	sampon	N.SG-ACC	sampon-t
sampon	17	sampon	N.NOM.SG	sampon
mossak	2	mos	V-SBJV.PRS.INDF.1.SG	mos-jak
füvön	2	fű	N.SG-ON+ESS	fű-ön
altasd	1	altat	V-SBJV.PRS.DEF.2.SG	altat-d
üzletbe	1	üzlet	N.SG-IN+ALL	üzlet-be
italt	1	ital	N.SG-ACC	ital-t
jöjjön	27	jön	V-SBJV.PRS.INDF.3.SG	jön-jön
kiszolgáló	2	kiszolgáló	N.NOM.SG	kiszolgáló
fagylaltot	3	fagylalt	N.SG-ACC	fagylalt-ot
kisbabának	4	kisbaba	N.SG-DAT.SG	kisbaba-nak
napja	1	nap	N.NOM-PSS3S.SG	nap-ja
orvos	2	orvos	N.NOM.SG	orvos
krémest	1	krémes	N.SG-ACC	krémes-t
köszönjük	5	köszön	V-IND.PRS.DEF.1.PL	köszön-jük
egybe	4	egy	N.SG-IN+ALL	egy-be
habot	1	hab	N.SG-ACC	hab-ot
szóljon	13	szól	V-SBJV.PRS.INDF.3.SG	szól-jon
rendelni	1	rendel	V-NFIN	rendel-ni
kértem	5	kér	V-IND.PST.INDF.1.SG	kér-tem
asztallal	2	asztal	N.SG-INST	asztal-val
isten	5	isten	N.NOM.SG	isten
áldjon	1	áld	V-SBJV.PRS.INDF.3.SG	áld-jon
vajon	13	vaj	N.SG-ON+ESS	vaj-on
üzletet	1	üzlet	N.SG-ACC	üzlet-et
fodrászüzlet	3	fodrászüzlet	N.NOM.SG	fodrászüzlet
zsu	1	zsu	N.NOM.SG	zsu
fodrászüzletet	1	fodrászüzlet	N.SG-ACC	fodrászüzlet-et
kiveszel	1	kivesz	V-IND.PRS.INDF.2.SG.Ol	kivesz-el
haját	8	haj	N.SG-PSS3S-ACC	haj-a-t
üzlet	3	üzlet	N.NOM.SG	üzlet
sorba	15	sor	N.SG-IN+ALL	sor-ba
fodrászhoz	1	fodrász	N.SG-AT+ALL	fodrász-hoz
fodrászüzletbe	4	fodrászüzlet	N.SG-IN+ALL	fodrászüzlet-be
szólni	10	szól	V-NFIN	szól-ni
samponja	1	sampon	N.NOM-PSS3S.SG	sampon-ja
többi	28	többi	N.NOM.SG	többi
drágám	17	drága	N.NOM-PSS1S.SG	drága-m
önts	1	önt	V-SBJV.PRS.INDF.2.SG	önt-j
fésülök	3	fésül	V-IND.PRS.INDF.1.SG	fésül-ök
fésülködjünk	1	fésülködik	V-SBJV.PRS.INDF.1.PL	fésülköd-jünk
mozogj	5	mozog	V-SBJV.PRS.INDF.2.SG	mozog-j
hajamat	3	haj	N.SG-PSS1S-ACC	haj-am-at
fizetem	1	fizet	V-IND.PRS.DEF.1.SG	fizet-em
pénzbe	1	pénz	N.SG-IN+ALL	pénz-be
forintot	16	forint	N.SG-ACC	forint-ot
napot	20	nap	N.SG-ACC	nap-ot
ötöst	6	ötös	N.SG-ACC	ötös-t
héten	4	hét	N.SG-ON+ESS	hét-en
boltból	8	bolt	N.SG-IN+ABL	bolt-ból
csókolom	7	csókol	V-IND.PRS.DEF.1.SG	csókol-om
nemek	1	nem	N.NOM-PL	nem-ek
kijön	17	kijön	V.IND.PRS.INDF.3.SG	kijön
szeretném	18	szeret	V-COND.PRS.DEF.1.SG	szeret-ném
repül	25	repül	V.IND.PRS.INDF.3.SG	repül
ló	60	ló	N.NOM.SG	ló
házikóba	13	házikó	N.SG-IN+ALL	házikó-ba
csip	27	csip	N.NOM.SG	csip
rombolva	1	rombol	V-V.CVB	rombol-va
rom	1	rom	N.NOM.SG	rom
háti	1	háti	ADJ.NOM.SG	háti
szedd	23	szed	V-SBJV.PRS.DEF.2.SG	szed-d
szeretek	5	szer	N.NOM-PSS2P.SG	szer-etek
mély	2	mély	N.NOM.SG	mély
hangom	1	hang	N.NOM-PSS1S.SG	hang-om
beszélek	8	beszél	V-IND.PRS.INDF.1.SG	beszél-ek
vékony	3	vékony	ADJ.NOM.SG	vékony
hangot	4	hang	N.SG-ACC	hang-ot
cicának	4	cica	N.SG-DAT.SG	cica-nak
rakunk	5	rak	V-IND.PRS.INDF.1.PL	rak-unk
egyen	14	egy	N.SG-ON+ESS	egy-en
kapitányt	3	kapitány	N.SG-ACC	kapitány-t
tenger	6	tenger	N.NOM.SG	tenger
ruha	2	ruha	N.NOM.SG	ruha
kijöttem	2	kijön	V-IND.PST.INDF.1.SG	kijön-ttem
kijöttél	3	kijön	V-IND.PST.INDF.2.SG	kijön-ttél
szobából	1	szoba	N.SG-IN+ABL	szoba-ból
dobáljuk	4	dobál	V-IND.PRS.DEF.1.PL	dobál-juk
nagyok	6	nagy	N.NOM-PL	nagy-ok
igazság	2	igazság	N.NOM.SG	igazság
ablaka	4	ablak	N.NOM-PSS3S.SG	ablak-a
nagyobbat	8	nagyobb	ADJ.SG-ACC	nagyobb-at
beteszünk	3	betesz	V-IND.PRS.INDF.1.PL	betesz-ünk
keresni	13	keres	V-NFIN	keres-ni
keressük	30	keres	V-IND.PRS.DEF.1.PL	keres-jük
füst	10	füst	N.NOM.SG	füst
csukjuk	9	csuk	V-IND.PRS.DEF.1.PL	csuk-juk
nyakába	2	nyak	N.SG-PSS3S-IN+ALL	nyak-a-ba
nyakán	1	nyak	N.SG-PSS3S-ON+ESS	nyak-a-n
veszem	19	vesz	V-IND.PRS.DEF.1.SG	vesz-em
bezártam	4	bezár	V-IND.PST.INDF.1.SG	bezár-tam
énekeljetek	2	énekel	V-SBJV.PRS.INDF.2.PL	énekel-jetek
ragyog	7	ragyog	V.IND.PRS.INDF.3.SG	ragyog
gyertya	15	gyertya	N.NOM.SG	gyertya
labda	93	labda	N.NOM.SG	labda
karácsonyfa	12	karácsonyfa	N.NOM.SG	karácsonyfa
karácsony	14	karácsony	N.NOM.SG	karácsony
gyertyák	1	gyertya	N.NOM-PL	gyertya-k
zsebed	12	zseb	N.NOM-PSS2S.SG	zseb-ed
fejedre	12	fej	N.SG-PSS2S-ON+ALL	fej-ed-re
megütött	5	megüt	V-IND.PST.INDF.3.SG	megüt-ött
meghalt	23	meghal	V-IND.PST.INDF.3.SG	meghal-t
fázol	20	fázik	V-IND.PRS.INDF.2.SG.Ol	fáz-ol
füzünk	3	fűz	N.NOM-PSS1P.SG	fűz-ünk
kezdünk	1	kezd	V-IND.PRS.INDF.1.PL	kezd-ünk
kezdjük	5	kezd	V-IND.PRS.DEF.1.PL	kezd-jük
emberkém	1	emberke	N.NOM-PSS1S.SG	emberke-m
dobni	16	dob	V-NFIN	dob-ni
világon	1	világ	N.SG-ON+ESS	világ-on
mondják	3	mond	V-IND.PRS.DEF.3.PL	mond-ják
dada	6	dada	N.NOM.SG	dada
elegem	2	elég	N.NOM-PSS1S.SG	elég-em
elveszek	2	elvész	V-IND.PRS.INDF.1.SG	elvész-ek
ügyetlen	4	ügyetlen	ADJ.NOM.SG	ügyetlen
beszélgetnek	3	beszélget	V-IND.PRS.INDF.3.PL	beszélget-nek
kalapja	4	kalap	N.NOM-PSS3S.SG	kalap-ja
énekled	1	énekel	V-IND.PRS.DEF.2.SG	énekel-ed
folytasd	2	folytat	V-SBJV.PRS.DEF.2.SG	folytat-d
odaadjátok	1	odaad	V-IND.PRS.DEF.2.PL	odaad-játok
házba	19	ház	N.SG-IN+ALL	ház-ba
leesel	8	leesik	V-IND.PRS.INDF.2.SG.Ol	lees-el
mászok	5	mászik	V-IND.PRS.INDF.1.SG	mász-ok
közel	3	közel	N.NOM.SG	közel
öntöm	3	önt	V-IND.PRS.DEF.1.SG	önt-öm
látok	4	lát	V-IND.PRS.INDF.1.SG	lát-ok
lyukat	6	lyuk	N.SG-ACC	lyuk-at
bel	1	bel	N.NOM.SG	bel
kapitány	6	kapitány	N.NOM.SG	kapitány
eldönteni	1	eldönt	V-NFIN	eldönt-eni
vitt	10	visz	V-IND.PST.INDF.3.SG	visz-tt
elveszel	2	elvész	V-IND.PRS.INDF.2.SG.Ol	elvész-el
